left_elbow_angle,right_elbow_angle,left_elbow_z,right_elbow_z,right_hand_z,left_hand_z
130.52245362832048,133.12532954510732,-0.2708501651883124,-0.2867843352258205,-0.49690320789813985,-0.6643217772245407
130.68197672671505,130.98256291352342,-0.29336316287517544,-0.2640414535999297,-0.6340681254863738,-0.6767942875623703
134.2702471915134,138.8805477943368,-0.3695272848010063,-0.2820933319628238,-0.7072505593299865,-0.7309923350811004
137.22951503993653,144.15977923567354,-0.308643427491188,-0.18649338409304614,-0.6035858750343323,-0.5246272280812263
143.07911205622156,148.57126983523244,-0.30145154744386665,-0.20594900250434875,-0.5726964995265007,-0.5648646801710129
142.57449263647234,153.08761575697287,-0.2996240943670272,-0.286740569025278,-0.540570943057537,-0.610321620106697
141.40136880330567,158.3960436413205,-0.3060106009244918,-0.32010859549045556,-0.5451566264033316,-0.6818436801433563
143.03348622029932,162.17865501123677,-0.31237873733043664,-0.32583336532115925,-0.5545684501528739,-0.6746586203575133
142.7936050132566,163.95023939279523,-0.3105393573641776,-0.2763055346906184,-0.5855821669101715,-0.5695633605122565
144.93384636219554,164.19377779827445,-0.26498482599854456,-0.2651709951460361,-0.5182025760412216,-0.549528071284294
147.47836661419151,164.61896002307867,-0.17925996556878088,-0.21847775429487226,-0.3956038862466812,-0.5496725991368293
150.98245464874324,166.72711713146194,-0.20832406431436537,-0.22568543404340732,-0.4432993799448013,-0.5601715177297591
152.22056208162635,167.44695691257297,-0.18586238995194423,-0.2184844374656677,-0.3970636278390884,-0.5713287115097045
152.5519564357585,168.8243108591093,-0.19913852587342257,-0.2173451110720634,-0.4354994684457778,-0.5761533439159393
152.1633635889157,169.32871801923906,-0.25117038637399663,-0.2222358211874961,-0.5743956014513969,-0.5727094203233718
152.16970546571434,170.68270613012336,-0.26494039148092263,-0.23135934323072432,-0.5921579271554946,-0.6176461696624755
151.4032291195318,171.28143211385932,-0.2092061057686805,-0.1991946130990982,-0.4838534086942672,-0.5891252070665359
153.18644784680635,172.49596484255318,-0.1661012306809425,-0.1861138656735419,-0.40318188220262524,-0.5729978248476981
155.2743108003301,173.67306047751876,-0.17856931984424584,-0.19556628540158263,-0.43811899721622455,-0.6000786155462264
154.61431193240637,174.6776335758967,-0.18079209104180333,-0.19353281930088995,-0.45024288594722744,-0.6028698503971099
153.2934482695238,173.99500059987272,-0.11631040871143333,-0.11241601370275016,-0.33024953603744506,-0.46243202984333037
150.83197591435052,173.3658062074328,-0.13233242817223062,-0.1290032066404819,-0.3653640806674957,-0.5015663474798202
149.4968967524202,172.45955637845006,-0.14992218241095534,-0.12339280471205709,-0.3929797992110252,-0.5050269961357116
147.92106092700888,172.32972102186287,-0.11534330248832694,-0.11121731847524631,-0.3463729426264762,-0.4515962794423103
147.64149982934111,172.20717678615082,-0.04883197546005239,-0.0639508029446005,-0.21327221542596816,-0.34290046989917744
145.82603903832953,172.1684180997628,-0.09326129220426078,-0.09624805264174938,-0.29803404808044426,-0.44596168100833883
144.97983202434526,172.04366268393684,-0.10199092701077452,-0.1868246980011462,-0.32977657318115233,-0.5599290728569031
144.52062410407285,170.97648389948733,-0.11021489426493634,-0.1969171427190303,-0.3633065551519394,-0.5804348230361938
144.5793576825048,169.8890049444315,-0.09603751562535762,-0.19441729411482803,-0.3007192432880401,-0.5620332434773444
143.65317546114014,169.31622400794006,-0.10177356116473672,-0.20253979712724685,-0.32185835242271416,-0.6032059967517852
142.00887702064978,167.36971471087531,-0.10719123929738993,-0.2058318242430686,-0.328528568148613,-0.610297217965126
141.96906011721703,166.84401694801474,-0.17902442663907997,-0.20388520509004585,-0.4541313260793685,-0.5955557882785797
141.21161672436457,166.10404777116335,-0.17626952081918712,-0.23441286683082577,-0.4442330703139305,-0.6703299820423125
142.88232863318038,166.41721198148582,-0.09677193611860273,-0.14136083498597135,-0.2904039233922958,-0.47817925959825514
143.31360313508597,166.42926458435213,-0.11786403171718111,-0.15173573791980738,-0.3483670637011528,-0.5124025776982306
143.44995770878177,166.20823499488532,-0.12296734377741807,-0.15653593391180032,-0.3509833708405494,-0.5233007043600081
143.66338301690695,165.64663429373155,-0.14889892041683192,-0.17183647081255912,-0.40439383238554,-0.5379192322492599
144.42416887169585,165.37896824927486,-0.19079402163624762,-0.20596324279904363,-0.47678220272064203,-0.6056570410728455
142.90459463707705,165.58613007299834,-0.1822760120034217,-0.19437433332204807,-0.4495085597038268,-0.594178369641304
142.96462528124118,165.63171054529565,-0.13585585579276074,-0.08934841565787786,-0.35808408558368676,-0.4190508142113685
142.90274235164196,165.25513116277233,-0.11031357385218137,-0.06925212536007157,-0.30961663424968716,-0.41473094969987867
