left_elbow_angle,right_elbow_angle,left_elbow_z,right_elbow_z,right_hand_z,left_hand_z
167.69715097833196,176.67393796586018,-0.4702786892652511,-0.2695430912077426,-0.7625096201896667,-0.4492953494191169
167.325183438221,176.60219070150308,-0.3282668620347976,-0.29833575040102,-0.612911194562912,-0.637316557765007
166.49932340176727,174.37158597546207,-0.29929466545581807,-0.3356013163924217,-0.5703250363469123,-0.7160937309265136
166.40592003848735,175.83458067948206,-0.33487429022789,-0.3218815550208092,-0.6202200472354888,-0.6153411269187927
165.7055318760864,178.49939709592203,-0.35660816729068745,-0.3595567822456359,-0.6348082780838012,-0.6609447538852691
164.66727158294054,179.9198393543973,-0.3514956101775169,-0.3435119971632957,-0.6369092613458633,-0.6165087968111038
164.42347302189566,178.6702942730555,-0.33205834478139873,-0.28784663379192343,-0.5970591247081756,-0.5509183764457701
163.25422543347142,177.147531788243,-0.3388474524021148,-0.24577579945325842,-0.6105254739522934,-0.5027642801403999
163.1955380855798,174.3976476355019,-0.34472816288471214,-0.30374726802110663,-0.6218717157840729,-0.6250091046094894
163.1433169466875,173.23552989691478,-0.3246481478214263,-0.34033416658639903,-0.574892520904541,-0.6886548936367034
163.2985953116561,172.9958650364728,-0.27579039931297294,-0.3804639682173728,-0.5193049907684326,-0.719798058271408
163.9246856062401,174.5003765877702,-0.24803123250603673,-0.3590797409415245,-0.4878492593765258,-0.6816550433635711
167.7721424982231,175.5949622308652,-0.27528335228562345,-0.37141231596469876,-0.5305739477276802,-0.7267655551433563
167.5050286962453,173.63973098124143,-0.2487650275230407,-0.36142292916774743,-0.4936727687716483,-0.7480052888393401
167.50740048088062,172.6277874636421,-0.23665865212678905,-0.3744889050722121,-0.4992400214076042,-0.7989158332347869
167.52281894454254,171.5915745052013,-0.2154971286654472,-0.3672776609659194,-0.48604185581207265,-0.7991619795560836
165.88389787746203,170.10629995540654,-0.14215424731373785,-0.38008977919816966,-0.3870092600584029,-0.8573240727186202
165.25689489188986,168.73899783927436,-0.08927254453301421,-0.3095918893814087,-0.35537078678607936,-0.7385855823755264
162.47772332978442,167.05250692953408,-0.1248527862131595,-0.43691403865814205,-0.39679146856069564,-1.0669893980026246
162.04364023669604,165.92256040793848,-0.15758447200059889,-0.42890746295452115,-0.45527788400650016,-1.004642954468727
157.761083201197,163.78500112017878,-0.07991685941815366,-0.5653920337557792,-0.29152782708406444,-1.1779832243919373
154.299902316606,159.64078963218887,-0.02768202330917119,-0.6778607159852981,-0.14685354456305497,-1.361981952190399
152.85015794980606,156.5794911835811,0.070130088366568,-0.7081960052251816,0.032180259935557794,-1.4678000569343566
151.9638729387206,154.03068409172545,0.14226478524506087,-0.7455970168113708,0.2068561658263206,-1.5356552839279174
150.75188127013118,150.65595565214954,0.21429163888096808,-0.829072219133377,0.3643660947680473,-1.7004922986030577
145.6193996367785,149.20677471631836,0.13644358925521366,-0.7416533291339874,0.20304326266050335,-1.491408854722977
145.61560261913826,145.40090559115296,0.06738318949937813,-0.6012665748596191,0.033316668868064836,-1.1664145529270171
142.14787708268247,146.49929233830662,0.05061987787485113,-0.6373108685016632,0.0105556655675172,-1.3152655601501464
139.12411225162768,145.834219457431,-0.280439418554306,-0.5053233861923216,-0.6958375543355941,-1.135476955771446
139.83386918641278,148.53209019501892,-0.2050935566425323,-0.5257781386375426,-0.5055608958005904,-1.1789545118808749
140.95182104344428,147.1768450985776,-0.20944277569651595,-0.5465509414672851,-0.5394647240638732,-1.205532282590866
141.307758789336,145.0951441639337,-0.17940581291913982,-0.5584305003285407,-0.39205433428287495,-1.2166358053684234
139.6874813588171,144.93012704805778,-0.16445763334631908,-0.5818412363529205,-0.42282337844371787,-1.2859818935394283
137.9339907389918,142.94270859319911,-0.16235378831624983,-0.5734502241015433,-0.43828271776437755,-1.1726886451244354
138.38119193743378,144.1655960317412,-0.14798042997717847,-0.5842937886714935,-0.4106470525264739,-1.1954535126686094
138.62813435702108,155.84253977185932,0.013960408000275419,-0.5849854797124863,-0.03827460482716557,-1.157109248638153
137.86065625179833,151.5710428751488,-0.012418183870613478,-0.6028920590877532,-0.10995076335966585,-1.1600137889385223
135.46881024739318,150.2224204069045,-0.20334357693791386,-0.5419476076960563,-0.5250915884971619,-1.1356738179922103
134.80936710315237,149.32225537151263,-0.1768973790109157,-0.5516566440463065,-0.4452695444226264,-1.1527711510658263
134.73264996131297,148.94676514386785,-0.16480257064104076,-0.5920262515544891,-0.4169043853878975,-1.2499677598476409
133.80284756758365,147.70600394826266,-0.18919998258352277,-0.575742620229721,-0.47027992308139793,-1.2261459231376648
134.36125689549863,147.80218158964695,-0.1688514582812786,-0.6057218849658965,-0.4189260274171829,-1.2933721780776977
134.78455315161648,147.26118278461468,-0.03875077217817298,-0.5795970618724823,-0.10757110044360152,-1.223649913072586
133.8856992236174,147.40374698372995,-0.045990085601806535,-0.5671042278409003,-0.17304975762963293,-1.1867445528507232
134.5351084701058,150.95018995252536,-0.06317377295345063,-0.5422203496098518,-0.22421837523579585,-1.1197712987661361
135.34936703127076,150.61475993901746,-0.06007856093347072,-0.6158893525600433,-0.18224050551652907,-1.2581953942775723
