left_elbow_angle,right_elbow_angle,left_elbow_z,right_elbow_z,right_hand_z,left_hand_z
173.22290119783486,175.69380124590106,-0.43761045932769765,-0.2688801035284995,-0.9241792231798172,-0.6540265411138534
173.99492380880952,176.030038383832,-0.4493032321333884,-0.3438087984919547,-0.9293154627084731,-0.7617232680320739
174.5584647323326,176.21222283951215,-0.4732688769698142,-0.33713618367910375,-0.9591692894697189,-0.7282756775617599
174.80213311932934,176.21213576236954,-0.485479475557804,-0.32501866966485976,-0.9775811165571212,-0.7169502049684524
175.03282637355892,176.23234798662162,-0.4920261725783347,-0.31764236837625504,-0.9937305361032486,-0.68943912088871
175.3284618033717,176.28728583015632,-0.5029791012406348,-0.31496896296739574,-1.0135359585285186,-0.6697241783142089
175.4045601561714,176.35903353176377,-0.4998925730586052,-0.3123763382434845,-1.0085882186889648,-0.6600509911775588
175.50557238880347,176.42680359459646,-0.4977698266506194,-0.3051287308335304,-1.0015844613313674,-0.6464421361684799
175.68731485310812,176.49363450700838,-0.4940065160393714,-0.2958097174763679,-0.9956990897655487,-0.636201599240303
175.81433106591768,176.5692005319335,-0.4929260700941085,-0.29490735232830045,-0.9915457218885421,-0.6417683035135269
175.9538433089581,176.63327162329006,-0.493061001598835,-0.29458279013633726,-0.989321631193161,-0.6436490505933761
176.07590580343717,176.69409271474035,-0.4936330124735831,-0.29464660584926605,-0.9886827886104583,-0.6448753267526626
176.17041345071362,176.73583676973254,-0.49353766590356823,-0.29458539485931395,-0.9820268988609313,-0.6456703841686249
176.2201794393083,176.77419877826344,-0.4923840135335921,-0.29432732164859765,-0.9766174376010894,-0.6479920148849487
176.22368683998016,176.7978904252595,-0.4901278778910636,-0.2911755725741386,-0.9711691111326217,-0.6470643907785415
176.24647886633315,176.83557695363587,-0.4843679785728454,-0.29120011180639266,-0.9575303018093109,-0.6473671555519104
176.22420983325281,176.8817031125929,-0.480907741189003,-0.29098854660987844,-0.9536886781454086,-0.6480134010314941
176.22384255694854,176.8935648822663,-0.4807807609438896,-0.2911676898598671,-0.9560811847448348,-0.6533807069063187
176.2250559526656,176.92224662199973,-0.4802179008722305,-0.29116782695055,-0.9567606061697006,-0.6537583917379379
176.1681900289062,176.95587077459427,-0.47845710813999165,-0.29084007740020745,-0.9553954571485519,-0.6521659463644027
176.120401430565,176.9494057975276,-0.47848027646541585,-0.29066802859306334,-0.9572672933340072,-0.6501871794462204
176.08910564588905,176.9620248346231,-0.47851249277591695,-0.29036142528057096,-0.9591697007417678,-0.6502378344535827
176.0618625187018,176.98502848482573,-0.4785420700907706,-0.28935151249170293,-0.9636466711759567,-0.650995534658432
176.05617719861007,176.96543457581225,-0.48031749725341794,-0.28962579667568206,-0.9703829646110534,-0.6542754292488098
176.06292814565003,176.86641890480323,-0.48111142367124554,-0.29008542746305455,-0.9707715481519699,-0.6552348583936691
176.05761436576546,176.73910513788755,-0.48111289739608754,-0.2896150693297385,-0.9707410454750061,-0.6545059472322463
176.04709776239997,176.66463008419177,-0.47839178442955016,-0.2874329969286918,-0.9595019400119781,-0.6519097238779068
176.03039131895258,176.62220264808883,-0.47543408721685404,-0.28440145924687377,-0.9511528432369232,-0.6469498515129088
176.004657617436,176.59983990231058,-0.47225999236106864,-0.281164576858282,-0.9448096573352813,-0.6406345635652542
175.97938041684247,176.58413927652094,-0.4717792153358458,-0.2784822605550288,-0.9451180428266525,-0.6339053988456725
175.96152173521568,176.64040837326152,-0.4700857684016227,-0.26077737584710114,-0.9450890481472015,-0.5947928100824356
175.9667264026519,176.72786271738755,-0.46804493367671957,-0.25348730459809293,-0.9427834570407867,-0.5837086170911788
175.972133388822,176.79430284267366,-0.4680991530418396,-0.2541303798556327,-0.9434676080942154,-0.584826797246933
