,threshold_type,threshold_value,min,max,mean,median,std,passes,total,pass_percent
left_elbow_angle,min,160.0,161.17105233542358,173.3284411393158,168.69852421465473,169.42038729223896,3.002673253489925,180,180,100.0
right_elbow_angle,min,160.0,168.74976610180047,175.4952354373102,172.97215277514053,173.3499727501317,1.549408126556975,180,180,100.0
left_hand_z,max,-0.05,-0.8079718381166457,-0.45127397924661633,-0.5080274999141693,-0.4854565985500812,0.0526962787029632,180,180,100.0
right_hand_z,max,-0.05,-0.570609328150749,-0.4494741842150688,-0.5222294214036729,-0.5280828386545181,0.024504176880559964,180,180,100.0
