left_elbow_angle,right_elbow_angle,shoulder_alignment,left_shoulder_hand_alignment,right_shoulder_hand_alignment
172.0277253578638,170.7439636810105,0.009483516216278076,0.0029296875,-0.008203387260437012
174.58897598953956,170.0515702653267,0.009710133075714111,0.002541959285736084,-0.006943702697753906
175.76319358523875,170.01181379000508,0.010224878787994385,0.0027101635932922363,-0.006877601146697998
178.020930496384,170.14094557077556,0.010576844215393066,0.0033887624740600586,-0.006528496742248535
179.90318382039797,170.32829365038802,0.011453509330749512,0.0043065547943115234,-0.006530940532684326
177.98772282986354,170.73142116910736,0.011791765689849854,0.00476604700088501,-0.006670892238616943
175.5668411159086,171.08304323889635,0.011439621448516846,0.0050449371337890625,-0.006443977355957031
174.61232431236974,171.32831996348344,0.011262655258178711,0.0048577189445495605,-0.0062503814697265625
174.38295467263063,171.45156378294226,0.011080682277679443,0.00475621223449707,-0.006054401397705078
174.14142836966212,171.5053546355626,0.011007845401763916,0.004568755626678467,-0.006006956100463867
174.18252817908453,171.6263558857649,0.010989844799041748,0.004497051239013672,-0.006179749965667725
174.20972334370379,171.94905417258985,0.010944783687591553,0.004490911960601807,-0.006499052047729492
174.19566045778845,172.02336839311056,0.01090770959854126,0.004439711570739746,-0.006624162197113037
174.16390227395794,172.0834775143232,0.010844767093658447,0.004376590251922607,-0.006757080554962158
174.1296921870254,172.10283414274568,0.010836482048034668,0.004233360290527344,-0.006780385971069336
174.0194444057646,172.16447557380627,0.010878205299377441,0.004241824150085449,-0.006761610507965088
173.95818508320156,172.31464923978388,0.010738730430603027,0.0043770670890808105,-0.006636261940002441
174.0474659718021,172.4263239825592,0.01062840223312378,0.004361927509307861,-0.006553709506988525
174.050900982238,172.45391017442023,0.010688066482543945,0.004442811012268066,-0.006568968296051025
174.11575306969164,172.5196735264075,0.010620713233947754,0.004462242126464844,-0.0067258477210998535
174.1355853625966,172.52497843687314,0.010581910610198975,0.004442334175109863,-0.006754696369171143
174.11392733837093,172.51158858448443,0.010638296604156494,0.004512429237365723,-0.006770074367523193
173.9721059046683,172.53582125823132,0.010685980319976807,0.004283249378204346,-0.006859958171844482
173.96257045030035,172.4943571399524,0.010648906230926514,0.004041433334350586,-0.0068032145500183105
173.933868359054,172.45075827110568,0.010705113410949707,0.0041217803955078125,-0.006786465644836426
173.78239856835592,172.4421308932892,0.010653316974639893,0.0035976171493530273,-0.006635487079620361
173.69626565058692,172.50725966969375,0.010540604591369629,0.0033441781997680664,-0.006499230861663818
173.65426388186188,172.5527898775156,0.010589122772216797,0.00325930118560791,-0.006434082984924316
173.62783597218998,172.59105444890375,0.010571539402008057,0.0031218528747558594,-0.006422638893127441
173.68695754971458,172.59822492409506,0.01058053970336914,0.003004133701324463,-0.0064198970794677734
173.50852350721075,172.66134539097595,0.010580003261566162,0.0021805167198181152,-0.006376802921295166
173.27200439245314,172.6925146663968,0.010540783405303955,0.0009163618087768555,-0.006373167037963867
173.42350668739306,172.70431178659274,0.010684967041015625,0.0005661845207214355,-0.006372630596160889
173.57430401573936,172.8020724314285,0.01068204641342163,0.0001958608627319336,-0.00663912296295166
173.6503876132251,172.78261788803084,0.010991990566253662,0.00021904706954956055,-0.006699204444885254
174.13613236080195,172.63784229271144,0.011106789112091064,-0.00041735172271728516,-0.00670236349105835
174.84256767521268,172.53634746471974,0.011137664318084717,-0.0006560087203979492,-0.006751060485839844
174.90450184405032,172.34999908289032,0.011113286018371582,-0.000996232032775879,-0.006797492504119873
174.96829734154917,172.1840408239032,0.01112288236618042,-0.0013567805290222168,-0.006772458553314209
174.95098838848062,171.691240443675,0.011083900928497314,-0.001551508903503418,-0.006679415702819824
174.97012543273127,170.86991200864654,0.011184871196746826,-0.0014731287956237793,-0.006759703159332275
174.92567191169377,170.65194311777142,0.011308848857879639,-0.0014588236808776855,-0.007254600524902344
174.99708117174134,170.00718549425238,0.011311173439025879,-0.0010507702827453613,-0.007632076740264893
174.93291049208426,170.00605970309147,0.011383473873138428,-0.0008591413497924805,-0.008443176746368408
174.99959517042402,170.07268294421164,0.011391222476959229,-0.00014728307723999023,-0.009241819381713867
175.10457016911172,170.69985037846513,0.011410415172576904,0.00030916929244995117,-0.010871946811676025
175.1045479717371,170.9935739483939,0.011474251747131348,0.00043332576751708984,-0.012442171573638916
174.97501767343522,171.4766369199248,0.011526286602020264,0.00044608116149902344,-0.014688670635223389
174.8017416132653,171.67510986125222,0.011547505855560303,4.4286251068115234e-05,-0.016681313514709473
174.7428199779138,171.55270656026434,0.011491715908050537,4.9948692321777344e-05,-0.018041610717773438
174.88541727029988,171.4762982944743,0.011492908000946045,3.2901763916015625e-05,-0.018592894077301025
174.83946080949454,171.54060045412714,0.011527717113494873,-0.0001583695411682129,-0.018848955631256104
174.81157146343637,171.57405918465864,0.011497855186462402,-0.00026994943618774414,-0.018811166286468506
174.84147664068797,171.5444187453897,0.011405229568481445,-0.00037032365798950195,-0.018583595752716064
174.76531589565246,171.52911816571435,0.011150538921356201,-0.00048226118087768555,-0.018178880214691162
174.56238428681107,171.5106735368789,0.010937869548797607,-0.0009620189666748047,-0.017634332180023193
174.44596288681763,171.546554902093,0.010526061058044434,-0.001271665096282959,-0.016905009746551514
174.40063629646932,171.53871428862743,0.010398447513580322,-0.001429736614227295,-0.01669931411743164
174.6921847324678,171.46439306497754,0.0102463960647583,-0.0017489194869995117,-0.01638329029083252
174.73723186924425,171.14862202881224,0.00999528169631958,-0.002169013023376465,-0.01610112190246582
174.82493805598938,171.1333807228388,0.009836852550506592,-0.0024344921112060547,-0.015985429286956787
175.19348706684505,171.15113850388533,0.009631156921386719,-0.002547740936279297,-0.01577126979827881
175.63882512764727,171.1838673062719,0.009591817855834961,-0.002655506134033203,-0.01580333709716797
175.83224742558352,171.1817089371288,0.009515643119812012,-0.0029778480529785156,-0.015751898288726807
176.02282684499937,171.1520866048963,0.009410321712493896,-0.0032712817192077637,-0.01566612720489502
176.04545779560743,171.06478361736484,0.009392321109771729,-0.0035096406936645508,-0.015637874603271484
176.03241509069954,170.9737680724365,0.00917661190032959,-0.003669440746307373,-0.01535344123840332
176.45740830906553,170.90443191906144,0.00907069444656372,-0.003663480281829834,-0.015167474746704102
176.71324494303983,170.85108235175235,0.009151279926300049,-0.0038498640060424805,-0.015139520168304443
177.46841374758398,170.77115933504845,0.00921410322189331,-0.004102826118469238,-0.015116453170776367
177.76449092734174,170.7151466542284,0.00924009084701538,-0.004544734954833984,-0.015130758285522461
178.01851394523848,170.5696928770416,0.009279310703277588,-0.004999816417694092,-0.015122532844543457
178.44124805447942,170.5452505254703,0.009374439716339111,-0.005528450012207031,-0.015252530574798584
178.43212195420207,170.53787496334579,0.009457111358642578,-0.00579988956451416,-0.015441596508026123
178.45743576693638,170.56208419139307,0.009573101997375488,-0.00584644079208374,-0.015647292137145996
178.30099347327513,170.77177126626842,0.00968092679977417,-0.0060122013092041016,-0.016097187995910645
178.1652744033813,170.98653917658862,0.009682655334472656,-0.006044149398803711,-0.016579508781433105
177.89490799011668,171.25895686666928,0.009831130504608154,-0.005919694900512695,-0.017313659191131592
177.7709113680897,171.4447287648538,0.009934008121490479,-0.005845904350280762,-0.0178067684173584
177.69558432989095,171.60241197558813,0.010038554668426514,-0.00578683614730835,-0.018227815628051758
177.6594849365001,171.74789708441105,0.010108649730682373,-0.00572514533996582,-0.018774569034576416
177.61096455333183,171.79905957777726,0.010137677192687988,-0.0057242512702941895,-0.018948078155517578
177.36008694931476,171.82482841712903,0.010152697563171387,-0.005729794502258301,-0.018995821475982666
177.28393079658574,171.8526234771246,0.010116040706634521,-0.005722165107727051,-0.019062280654907227
177.2736324815765,171.96613916608484,0.010089397430419922,-0.005731523036956787,-0.01924264430999756
177.12433368198575,172.12572964806716,0.010080099105834961,-0.005718588829040527,-0.019586265087127686
176.8073158062803,172.4027416587786,0.010047733783721924,-0.005705296993255615,-0.020195603370666504
176.7241079513716,172.66335401332495,0.010007679462432861,-0.00576406717300415,-0.020698904991149902
176.39467277062892,172.83683644052942,0.00994187593460083,-0.0058814287185668945,-0.020973920822143555
176.23100329772598,173.12716293047885,0.010095536708831787,-0.005770564079284668,-0.021395325660705566
176.0909396010036,173.4468146024738,0.010184824466705322,-0.005631387233734131,-0.021756768226623535
176.03459963934304,173.6181494068473,0.010132670402526855,-0.005831539630889893,-0.02183210849761963
175.7887945403598,173.78108835945176,0.010072946548461914,-0.006760358810424805,-0.021969616413116455
175.50265692686034,173.86735184296444,0.010007977485656738,-0.007975757122039795,-0.021902024745941162
175.32459261145297,174.0091743553293,0.009914278984069824,-0.009177803993225098,-0.021817266941070557
175.39383405201,174.050965891901,0.009898602962493896,-0.009990930557250977,-0.021815478801727295
175.43031524941222,174.09835986562766,0.009893715381622314,-0.010668635368347168,-0.021814823150634766
175.57698302868846,174.13129828818862,0.009932875633239746,-0.01102304458618164,-0.02178257703781128
175.73520009371848,174.11006366406363,0.009942173957824707,-0.011274635791778564,-0.021656930446624756
175.67024813536204,174.09168444061063,0.009832441806793213,-0.01148676872253418,-0.021503150463104248
175.60189145027667,173.98247027755,0.009872019290924072,-0.011555910110473633,-0.02136772871017456
175.5270854880461,173.87263404522417,0.00984346866607666,-0.011624574661254883,-0.021077990531921387
175.52159678668923,173.8476907429065,0.009831011295318604,-0.011496245861053467,-0.021042466163635254
175.50872817171572,173.80369864272245,0.009735941886901855,-0.01149064302444458,-0.020901083946228027
175.4516278427676,173.83886466974326,0.009723842144012451,-0.01131206750869751,-0.02064192295074463
175.33192079376167,173.91607088128177,0.009618997573852539,-0.011303186416625977,-0.02035444974899292
175.18035266737255,174.3295177667949,0.009595930576324463,-0.011644363403320312,-0.020367681980133057
175.06747468717313,174.59013381016402,0.00958108901977539,-0.011790692806243896,-0.02073347568511963
174.94941028124524,174.9772049139294,0.009531259536743164,-0.012034475803375244,-0.021278977394104004
174.91019206209342,175.33211812644447,0.009412825107574463,-0.012120306491851807,-0.02182018756866455
174.85127739478997,175.51714336727525,0.00938040018081665,-0.012276768684387207,-0.022260308265686035
174.70480052924435,175.68628125794928,0.009236335754394531,-0.01259845495223999,-0.02232992649078369
174.64523203423903,175.61107605193968,0.009310424327850342,-0.012582540512084961,-0.0225408673286438
