left_elbow_angle,right_elbow_angle,shoulder_alignment,left_shoulder_hand_alignment,right_shoulder_hand_alignment
170.9178628734382,178.6524840585263,-0.01960134506225586,-0.03312087059020996,-0.03647333383560181
168.0622212105095,177.24510577410732,-0.016415119171142578,-0.030080676078796387,-0.03509199619293213
165.6083727543892,175.12928744817344,-0.014176487922668457,-0.028118252754211426,-0.03459399938583374
164.811692277135,173.83271521166975,-0.013168752193450928,-0.027592599391937256,-0.03433138132095337
164.5871499531998,172.26263278424346,-0.012767612934112549,-0.027313709259033203,-0.03406912088394165
164.36311237256692,171.84281463021878,-0.012596368789672852,-0.027305543422698975,-0.03394418954849243
164.00484353149324,171.6658521145899,-0.012464165687561035,-0.0273246169090271,-0.03393363952636719
163.837099002997,171.6296209922951,-0.012344419956207275,-0.027331888675689697,-0.03390246629714966
163.73583621951232,171.65416099984245,-0.012285888195037842,-0.027449429035186768,-0.03369981050491333
163.2365930330579,171.3995257153324,-0.011759698390960693,-0.027329623699188232,-0.033471882343292236
162.8848532432634,171.39507313628653,-0.011379420757293701,-0.027218759059906006,-0.03329658508300781
163.55770404228372,171.65156206673322,-0.011181116104125977,-0.02741372585296631,-0.032986342906951904
163.33890125827162,171.67380325442184,-0.011066079139709473,-0.0282362699508667,-0.03290224075317383
162.91113046096766,172.02096632465592,-0.010878145694732666,-0.02909862995147705,-0.03353363275527954
162.4481284252849,173.02813278456847,-0.0106431245803833,-0.030013203620910645,-0.0366436243057251
162.184380824534,173.6106697481862,-0.010645389556884766,-0.031657278537750244,-0.04130268096923828
163.0790240191186,174.07982341277642,-0.010886430740356445,-0.033529460430145264,-0.04509329795837402
165.1909759954335,174.83067757053297,-0.010639846324920654,-0.035872578620910645,-0.0503077507019043
168.91585654608744,174.18591169456994,-0.009723901748657227,-0.037515878677368164,-0.05595678091049194
171.35810811624302,174.1759842855053,-0.009398102760314941,-0.0387798547744751,-0.05849719047546387
172.3337563523899,175.34164630759776,-0.009211063385009766,-0.040132224559783936,-0.06089383363723755
171.9777964871984,175.87511123358473,-0.008873045444488525,-0.0405200719833374,-0.06287229061126709
171.3984248555179,176.01429914070832,-0.008343040943145752,-0.04103362560272217,-0.0641481876373291
171.24179158803068,176.07065371402317,-0.008216142654418945,-0.04114025831222534,-0.06477880477905273
171.7407170185403,176.23463422018804,-0.008105039596557617,-0.040974974632263184,-0.0647435188293457
171.80101242456342,176.3300862891692,-0.008079171180725098,-0.0408899188041687,-0.06441015005111694
