person,left_wrist_back_diff,left_wrist_front_diff,right_wrist_back_diff,right_wrist_front_diff
1.0,-0.010387241840362604,-0.09830588102340704,0.028274238109588623,-0.020538806915283203
2.0,0.022856295108795166,-0.06758517026901245,0.4720007181167603,-0.13810431957244873
3.0,-0.0548630952835083,0.07773184776306152,-0.1354435682296753,0.056073904037475586
