left_pull_distance,right_pull_distance,left_pull_alignment,right_pull_alignment,eye_level_diff,shoulder_level_diff
0.24166428687122196,0.25048910270806873,0.10775420069694519,0.0553503036499024,0.028605937957763672,0.09525531530380249
0.22701240356022226,0.24645104977066046,0.11831071972846985,0.06260868906974792,0.028375685214996338,0.09632909297943115
0.1624919424805442,0.23786038860335706,0.11797413229942322,0.06988698244094854,0.027848124504089355,0.0997002124786377
0.15124151518542317,0.23203617971042448,0.12186643481254578,0.07251444458961492,0.02758800983428955,0.10022580623626709
0.14802748222652035,0.22617000712360563,0.12955310940742493,0.07548108696937561,0.027387917041778564,0.10059022903442383
0.1473473756027336,0.2216411721037186,0.134023666381836,0.0776849091053009,0.02737802267074585,0.1025342345237732
0.13529325227271885,0.21978280828549462,0.13377553224563604,0.07797816395759588,0.027363240718841553,0.10301381349563599
0.13791575226647992,0.22000851787863102,0.13304197788238525,0.07763907313346868,0.027208805084228516,0.1048896312713623
0.13832460645942143,0.21946983105306345,0.13332727551460266,0.07732897996902471,0.02706211805343628,0.10523909330368042
0.1420866794380167,0.22161871638675573,0.13300848007202148,0.07672050595283508,0.026745378971099854,0.10459232330322266
0.1409434842800869,0.22922048649899415,0.12859907746315002,0.07265150547027593,0.02617943286895752,0.10388600826263428
0.13910939681716322,0.23327809961016005,0.12824681401252747,0.07099989056587219,0.025892972946166992,0.10412585735321045
0.13962060630390136,0.23508625894028912,0.12001600861549377,0.06705018877983093,0.024432778358459473,0.10390520095825195
0.1339889310811389,0.2329046249532163,0.12370863556861883,0.06523525714874273,0.023276865482330322,0.10393446683883667
0.12959079831575393,0.23202423472330289,0.12591764330863953,0.06351426243782049,0.022270679473876953,0.1041610836982727
0.12951386742408866,0.23196474589721336,0.12648603320121765,0.062037050724029597,0.022012770175933838,0.10474705696105957
0.1296430291419456,0.231032881492246,0.13010621070861822,0.062104940414428766,0.021944642066955566,0.10475325584411621
0.13082841317472652,0.2311202668531842,0.13357135653495789,0.061886370182037354,0.02185690402984619,0.10485661029815674
0.13132132797557783,0.23104300400460176,0.13326466083526617,0.061275690793991144,0.022106409072875977,0.10569924116134644
0.12892686512331158,0.22838409219493763,0.1348649561405182,0.06328555941581726,0.02256542444229126,0.10530632734298706
0.12726013848904608,0.22744484215203448,0.13413843512535095,0.0634987354278565,0.02267017960548401,0.10484141111373901
0.12932450188827307,0.22794008375424638,0.1339641511440277,0.06359145045280457,0.02275821566581726,0.10445791482925415
0.12931364096876247,0.22893008126241537,0.1325019896030426,0.06388399004936218,0.022847294807434082,0.10263597965240479
0.12923700191016818,0.22880758206883248,0.133340984582901,0.06462493538856512,0.022631406784057617,0.10020530223846436
0.12932358932791804,0.22779460485814185,0.1362415850162506,0.06572887301445007,0.02234429121017456,0.09718894958496094
0.1290626993930867,0.22764264812754967,0.13950046896934515,0.06619551777839666,0.02206134796142578,0.09587883949279785
0.13137228048312366,0.22719293065285445,0.143300861120224,0.06751418113708496,0.02151644229888916,0.09543681144714355
0.13400122823445396,0.22630052876167409,0.14851218461990356,0.06857606768608093,0.02128148078918457,0.09528321027755737
0.13811013747294898,0.22398110597757434,0.1573694348335266,0.06999450922012329,0.021236181259155273,0.09649264812469482
0.14380359485696415,0.2221243287511772,0.16378203034400945,0.07125234603881841,0.02095240354537964,0.09696722030639648
0.14644686202443571,0.21950305257595012,0.16579428315162664,0.07135528326034546,0.02067655324935913,0.09681761264801025
0.15448294224088246,0.22012266678584427,0.16501390933990484,0.07154268026351929,0.02055257558822632,0.09727263450622559
0.15323771731927383,0.21740334333926684,0.17400917410850525,0.07215180993080145,0.02059382200241089,0.09877574443817139
0.15480422538756272,0.21546261254602478,0.1804460883140564,0.0727023184299469,0.020857393741607666,0.10136967897415161
0.1514488229294812,0.21217050575547602,0.1808791160583496,0.07407432794570923,0.021029114723205566,0.10662341117858887
0.13788519003899982,0.20818076294477827,0.1930631399154663,0.0742073655128479,0.02108687162399292,0.10692620277404785
0.13226828310637115,0.20187177867070444,0.2001398801803589,0.08222100138664246,0.025404930114746094,0.1079835295677185
0.13066714923365352,0.19916210011521046,0.20826485753059393,0.08670544624328619,0.02704256772994995,0.10930293798446655
0.1967271460914541,0.21006611054632254,0.2069691121578217,0.06608846783638006,0.02712082862854004,0.10871744155883789
0.21554200064978032,0.21136780037669098,0.21356356143951416,0.06345793604850775,0.027839362621307373,0.10960739850997925
0.2089338994959168,0.21155136266258115,0.21642342209815985,0.06180110573768616,0.029583871364593506,0.11073356866836548
0.20567165173048294,0.21547580663272387,0.21899831295013433,0.06024584174156189,0.03029531240463257,0.11584430932998657
0.23609868671413575,0.20459905644344406,0.2307381927967072,0.06047022342681885,0.031085669994354248,0.11599677801132202
0.2271475319549266,0.20077137808625456,0.23591852188110357,0.06128636002540594,0.03128695487976074,0.11634278297424316
0.23595525831970818,0.22707127008138397,0.2364802062511444,0.03945207595825195,0.033049166202545166,0.11829882860183716
0.2499707208419096,0.2504987555078524,0.23261424899101263,0.022851109504699707,0.031983792781829834,0.11638873815536499
0.23873052256720279,0.24954724133943426,0.23094567656517034,0.02524590492248535,0.031919121742248535,0.11353456974029541
0.2108121546832571,0.24444372453762342,0.23055595159530645,0.031404972076416016,0.03179597854614258,0.11409562826156616
0.19465527969182037,0.22616240615225772,0.2322629094123841,0.05217236280441284,0.03177517652511597,0.11392056941986084
0.19655586148938609,0.21635043656678152,0.23411434888839727,0.06109169125556946,0.031704604625701904,0.11456447839736938
0.18141023231803047,0.21076899116342845,0.23457705974578863,0.06613337993621832,0.031275272369384766,0.11473613977432251
0.1659622535696849,0.20326496423501,0.2359349131584168,0.0744797289371491,0.030322551727294922,0.11435520648956299
0.15923504610910905,0.19977183968432294,0.2369202971458435,0.07996791601181036,0.029572904109954834,0.11406546831130981
0.13489140025841168,0.19795612180113845,0.23677891492843628,0.08318141102790838,0.029284298419952393,0.11372005939483643
0.12484248185059323,0.18399681698859482,0.23707893490791326,0.08681890368461609,0.029454946517944336,0.11403274536132812
0.12057554869890927,0.17843330041736474,0.23463618755340582,0.08659541606903082,0.03030472993850708,0.11392724514007568
