left_pull_distance,right_pull_distance,left_pull_alignment,right_pull_alignment,eye_level_diff,shoulder_level_diff
0.13680999805523397,0.18213740994750333,0.0327008962631225,0.1553279459476471,-0.011721342802047674,-0.03335762023925781
0.1343239684842333,0.17850111474688674,0.023507565259933416,0.1531030237674713,-0.01206135749816889,-0.03693312406539917
0.12560318622722666,0.1749335663190633,0.03292608261108393,0.1513729691505432,-0.010993480682372991,-0.034923255443573
0.12494846720032285,0.1901314638310358,0.03321284055709839,0.15091240406036377,-0.010722309350967407,-0.03357720375061035
0.12830124238435936,0.1844478161179523,0.03928083181381231,0.1505292952060699,-0.010082364082336481,-0.03470814228057861
0.1345986676599221,0.1799061055094692,0.0454975962638855,0.14948049187660217,-0.010323226451873835,-0.03445941209793091
0.14559693980507266,0.1835631529338946,0.05121931433677679,0.14798089861869812,-0.011237382888794,-0.034515321254730225
0.15366916625209606,0.1847523520376755,0.05545076727867132,0.14846432209014898,-0.0122242271900177,-0.03889727592468262
0.15826043443204116,0.17997315540742723,0.08030623197555548,0.14787724614143372,-0.012850254774093683,-0.039731740951538086
0.1782856199943553,0.17593493742862398,0.0980013906955719,0.14769703149795527,-0.012870192527770996,-0.03718245029449463
0.18348961302324973,0.17533849244194122,0.10166043043136597,0.1458804607391357,-0.013710439205169678,-0.03630262613296509
0.1859414301803266,0.17294858371817,0.11021357774734497,0.1477233767509461,-0.014241963624954168,-0.03601276874542236
0.18277479144028838,0.1714986987793015,0.11162438988685608,0.1496392190456391,-0.014762014150619507,-0.0353243350982666
0.17995666818894884,0.16897955337655013,0.11245295405387884,0.1497862339019776,-0.01496732234954834,-0.0337526798248291
0.1780930149341377,0.15952869589715152,0.11021536588668823,0.14954382181167597,-0.014405101537704523,-0.03212261199951172
0.17655515516293177,0.1558460378865066,0.10891348123550415,0.1497598290443421,-0.014218538999557495,-0.030779540538787842
0.18057157201221527,0.1594589437113849,0.10840699076652521,0.15157359838485718,-0.014438152313232422,-0.030317246913909912
0.18525508906706759,0.16713085831396665,0.10674604773521429,0.15406098961830145,-0.014750748872756958,-0.030619502067565918
0.1858135777581823,0.15073653391840014,0.10603663325309759,0.1524905562400818,-0.015259712934494074,-0.030172646045684814
0.18597093021642394,0.14589352934993507,0.10511434078216553,0.148744136095047,-0.01531159877777094,-0.02918422222137451
0.1855230401084817,0.14194883643051234,0.10267961025238037,0.14807826280593872,-0.014630466699600164,-0.028583526611328125
0.1857729937352655,0.1548051036665338,0.09628435969352722,0.14775899052619934,-0.01484420895576477,-0.029031336307525635
0.16307358594351434,0.15230889545580523,0.0834007859230041,0.15413892269134521,-0.018643826246261597,-0.031138956546783447
0.1607500291067037,0.1486840720534549,0.08304274082183832,0.1609184741973877,-0.018314719200134222,-0.03112846612930298
0.15783049049128792,0.1342272147010652,0.08744719624519348,0.1692797839641571,-0.016833037137985174,-0.03293853998184204
0.16078346744867658,0.13975102149112326,0.08487284183502197,0.1685908138751983,-0.016763567924499567,-0.032960712909698486
0.1506577310571319,0.13790874043362714,0.07550880312919622,0.1686962246894836,-0.01760923862457281,-0.034222960472106934
0.15724394689685164,0.14783334221619665,0.07344797253608709,0.16844847798347468,-0.01726967096328741,-0.03175961971282959
0.16142723698672135,0.1352410007735792,0.07300978899002075,0.16138949990272528,-0.015880048274993896,-0.03047776222229004
0.16296487344076918,0.13695162261879532,0.07172489166259766,0.162173330783844,-0.015451371669769343,-0.03250390291213989
0.165253307033817,0.1440698623218385,0.06824311614036566,0.16202962398529053,-0.01606976985931402,-0.0355648398399353
0.16831216404672308,0.14585160276497108,0.06767931580543518,0.1610049605369568,-0.016080528497695923,-0.035577476024627686
0.16542802817970487,0.15003674671911132,0.0644716620445252,0.16095775365829468,-0.016546040773391724,-0.03658854961395264
0.16712111677637498,0.14620047918459364,0.06551924347877508,0.15478500723838812,-0.016883760690689087,-0.03664076328277588
0.16624524375724897,0.14974439919422602,0.06597164273262024,0.15650087594985962,-0.01759234070777893,-0.0383526086807251
0.1626741080754465,0.1536325194198793,0.06656515598297119,0.16122010350227362,-0.018296808004379272,-0.04216104745864868
0.16270698119475996,0.14792121077725173,0.0656148791313172,0.162178486585617,-0.0190268754959107,-0.04380267858505249
0.16328690302212198,0.14445569446071307,0.06368738412857056,0.16513830423355103,-0.02043825387954712,-0.04710942506790161
0.16694538743609547,0.1440092042397695,0.06452682614326477,0.16787317395210272,-0.021400868892669678,-0.05071103572845459
0.17091696540944917,0.14740306874461054,0.06144407391548162,0.169691652059555,-0.0225213766098023,-0.05619609355926514
0.15426531027505247,0.1439289413168554,0.06043544411659241,0.16808328032493597,-0.0229530930519104,-0.05801898241043091
0.14815463625512942,0.13966241345859598,0.05777868628501892,0.16493871808052063,-0.023214042186737116,-0.05859100818634033
0.14787395322745847,0.13760029371672816,0.05150413513183599,0.1631796658039093,-0.023378103971481323,-0.05933248996734619
0.15126053021569916,0.13653917400549806,0.05210238695144659,0.161702960729599,-0.023389339447021484,-0.058526575565338135
0.15491036563026866,0.12828217295722025,0.04992988705635071,0.1469467580318451,-0.023123353719711304,-0.056875526905059814
0.15855853101955625,0.12260286671442597,0.04882201552391058,0.1392468810081482,-0.022556692361831665,-0.05371534824371338
0.15243572016624468,0.12244811124068321,0.04748302698135376,0.14117884635925287,-0.022158861160278376,-0.05289614200592041
0.15339909683081343,0.12605410226749908,0.04502981901168823,0.14255362749099731,-0.022043913602829035,-0.05217975378036499
0.15151538423491825,0.1348785206468377,0.04153749346733093,0.1435014009475708,-0.021956205368042048,-0.0517461895942688
0.15509540818060846,0.1417632502618507,0.04000201821327215,0.14454486966133123,-0.0219343900680542,-0.05141651630401611
0.15541098141561221,0.15074251361860336,0.038130879402160645,0.14495080709457403,-0.02187022566795349,-0.051283836364746094
0.15793999928818586,0.1543918986133016,0.03559812903404236,0.1429606974124908,-0.022043764591217097,-0.051337242126464844
0.15995438632379194,0.15285921157054214,0.0332733690738678,0.14241823554039001,-0.022075891494750977,-0.05124211311340332
0.16528027208855067,0.15193903928994573,0.032095491886138916,0.14101365208625788,-0.02207309007644659,-0.05236738920211792
0.17200330025784694,0.14831968092217201,0.03103122115135193,0.1378034353256225,-0.022045850753784235,-0.05368751287460327
0.19016761331811774,0.13794290603286596,0.0311806201934815,0.1253330409526825,-0.02197766304016119,-0.053792715072631836
0.18881325592692577,0.1294558668590961,0.031379491090774536,0.11566591262817377,-0.021503031253814753,-0.05300617218017578
0.18813972196032472,0.12421850027088631,0.03360110521316528,0.11389517784118658,-0.02120596170425415,-0.05156970024108887
0.18508565971835578,0.12212593412730641,0.035112351179122925,0.11302095651626592,-0.021062612533569336,-0.049345314502716064
0.1830132480667365,0.12014873561848263,0.03565147519111639,0.10947889089584356,-0.021565914154052734,-0.04938310384750366
0.18578666365195182,0.12807607776786611,0.03506416082382208,0.10982245206832886,-0.02164638042449951,-0.04997718334197998
0.19618429966939419,0.1308481362872223,0.03447785973548895,0.11100068688392639,-0.022009074687957764,-0.05280506610870361
0.20013661119472667,0.1323519412006422,0.03256157040596008,0.11178791522979742,-0.02263587713241577,-0.053909122943878174
0.2043870629321908,0.125281789123973,0.02993717789649969,0.11229163408279419,-0.023973703384399414,-0.0545693039894104
0.20786152172827907,0.12410908375584746,0.02778050303459173,0.1109791100025177,-0.024385392665863037,-0.05454862117767334
0.21194735760724284,0.12251410652462866,0.024785995483398438,0.10415995121002197,-0.022685110569000244,-0.05296295881271362
0.21256462689751465,0.12285282171697488,0.023316800594329834,0.10308471322059631,-0.022475898265838623,-0.05182856321334839
0.1988579249424189,0.12238491789593087,0.02171546220779419,0.11002129316329956,-0.02236628532409668,-0.05180025100708008
0.19170465008434365,0.11889440946045343,0.022004425525665283,0.11295256018638611,-0.02226811647415161,-0.05214351415634155
0.19157656633789322,0.11578220470655692,0.02217322587966919,0.11512166261672974,-0.022285401821136475,-0.05223971605300903
0.1945977689306351,0.11214888224617127,0.022710978984832764,0.11567401885986328,-0.022137761116027832,-0.05200660228729248
0.19530749777720638,0.1102615508933519,0.023013412952423096,0.11593654751777649,-0.022817492485046387,-0.05232447385787964
0.19820664652285336,0.10844324851673855,0.02178323268890381,0.11608651280403143,-0.02354896068572998,-0.052545905113220215
0.20277456603355773,0.10714865406091988,0.021003901958465576,0.11830660700798035,-0.025181710720062256,-0.05496025085449219
0.20816167940138997,0.10689624801516946,0.021049201488494873,0.11911100149154663,-0.02550750970840454,-0.05579107999801636
0.20971143448896465,0.10931053232171724,0.020557940006256104,0.12387856841087341,-0.02556908130645752,-0.056976914405822754
0.21183927368462543,0.10966287919014196,0.02048128843307495,0.12450671195983892,-0.02547377347946167,-0.05695265531539917
0.21277826629133534,0.11171287078392161,0.020526230335235596,0.12468546628952026,-0.025460422039031982,-0.05717968940734863
0.21386646603796639,0.11188798942129335,0.02078413963317871,0.12418270111083984,-0.02543950080871582,-0.05727750062942505
0.2146561639097475,0.11052097984749626,0.02080714702606201,0.12172532081604004,-0.02538543939590454,-0.05722230672836304
0.21642403471039717,0.10511232121174473,0.0199660062789917,0.11337190866470342,-0.024515867233276367,-0.05498760938644409
0.2192225277439138,0.10358964286403946,0.018120765686035156,0.10361266136169439,-0.022553861141204834,-0.052665531635284424
0.20835175338630033,0.10345165374757745,0.01747143268585205,0.10119706392288214,-0.02344602346420288,-0.05041271448135376
0.20222479510358907,0.10344947230234694,0.01658344268798828,0.0999021828174591,-0.02423521876335144,-0.04907888174057007
0.1975893880779324,0.10245277459269572,0.01574254035949707,0.09868365526199341,-0.025133967399597168,-0.04844343662261963
0.19683463096736978,0.1001184108180663,0.015183806419372559,0.0981046855449676,-0.025745481252670344,-0.04855448007583618
0.1961747873937081,0.09864990513944276,0.014412760734558105,0.0975179374217987,-0.026334106922149714,-0.04889863729476929
