hand_clasp_distance,left_arm_vertical_angle,right_arm_vertical_angle,eye_level_diff,shoulder_level_diff
0.07040459271181217,170.83016684219714,161.2768002408219,-0.026663035154342596,-0.078185886144638
0.06962456501774877,170.75049573474195,161.27002563279024,-0.02712994813919073,-0.0785095095634461
0.06910855789117605,170.97379629966937,161.4345341513953,-0.027727395296096802,-0.0789478719234466
0.06812812758898652,171.18157860144223,161.50689193762256,-0.028217792510986384,-0.07960471510887146
0.06883971079296484,171.2139507790429,161.7406964609799,-0.028389155864715576,-0.0800915658473968
0.06971798907016953,171.063119486247,162.2231003094292,-0.0285483598709107,-0.080282062292099
0.06944875532763352,170.11320331495043,162.37610238340417,-0.028755635023117065,-0.08058634400367742
0.07020254650456097,169.670491977504,162.75279395883774,-0.028984576463699396,-0.0808949470520019
0.070015913608678,169.26415443627516,162.81395451640466,-0.029233068227767944,-0.08120858669281
0.06978242284702797,169.0648977421191,162.85442748052895,-0.029248863458633423,-0.08134877681732178
0.06950215694150655,168.96422597266206,162.83472278072742,-0.02916181087493891,-0.08155384659767151
0.06941674354069896,168.93168330587497,162.7567479346572,-0.02916014194488531,-0.08196470141410822
0.06941796185100607,168.95192487743586,162.64601242784752,-0.029116183519363403,-0.0823796689510346
0.06965918886034225,169.02620279577556,162.5851112959975,-0.029047340154647827,-0.08270108699798578
0.06987363429201036,169.12382971696002,162.46089545789872,-0.02902358770370489,-0.08292669057846064
0.07000156730128364,169.2389571302445,162.36742298055907,-0.02905133366584778,-0.083251953125
0.07014182173646664,169.32901565105027,162.22863036137275,-0.029064267873764094,-0.0834587812423706
0.07034229696955156,169.4086949140651,162.185554331511,-0.02909037470817566,-0.08359655737876892
0.07068282649797501,169.52137203976167,162.17191914399353,-0.029190093278884888,-0.08374524116516113
0.07071464146176978,169.57968673915704,162.1658916960924,-0.029270499944686834,-0.08406215906143188
0.0707146565112029,169.63061768232822,162.17498349109778,-0.029262423515319824,-0.08441123366355902
0.07058746254390566,169.6201157398363,162.13037914097498,-0.029269695281982366,-0.084676593542099
0.07048207951911582,169.63948729582626,162.10629262727554,-0.02927878499031067,-0.08487957715988159
0.07037112936055219,169.66844843607004,162.0785100594151,-0.02925607562065119,-0.08504897356033331
0.07026669292673046,169.72356352462887,162.0450609445881,-0.029249548912048284,-0.0851817131042481
0.07030376329431165,169.81758895175952,162.0430497409769,-0.02922195196151728,-0.08533388376235956
0.07030466592494107,169.8825126162182,162.02044592829395,-0.029214650392532404,-0.08551850914955139
0.07031043547173087,169.91907435957404,161.984086524691,-0.029179066419601496,-0.08582553267478948
0.07038562926305379,169.9278412475017,161.97179639789962,-0.029118388891220093,-0.08609750866889954
0.0704054011513561,169.92051489769952,161.98422362605035,-0.029075562953948975,-0.0863305032253266
0.07049307406450503,169.95020456821015,161.98101002140947,-0.028999775648117065,-0.08650276064872747
0.07042760448700086,169.95237592148277,161.96748142807598,-0.028987795114517212,-0.08661901950836182
0.07039639642214839,169.9424203367104,161.95149611522487,-0.02889800071716314,-0.08671325445175171
0.07035250047595179,169.92984261068773,161.92675378095763,-0.028860270977020264,-0.08681011199951177
0.07029047787832904,169.9066274370086,161.90066554361957,-0.028814703226089422,-0.08687528967857361
0.07024210361702908,169.90338253795088,161.88758390129794,-0.02875310182571411,-0.08694010972976679
0.07019018592988241,169.90424847582392,161.87090009319732,-0.028717726469039917,-0.0869967639446258
0.07017705997462592,169.91428221480268,161.8671171980439,-0.02869009971618658,-0.0870759785175324
0.0701796951352211,169.90271337597878,161.8451175493251,-0.028668910264968928,-0.08712238073348993
0.07015582583681358,169.8608846152692,161.83245054334037,-0.02863213419914251,-0.08722755312919617
0.0701100355336086,169.80329960424567,161.80354093466664,-0.028578907251358032,-0.08727246522903448
0.07003732662922033,169.71012887022258,161.81202998194343,-0.028567314147949163,-0.08729770779609675
0.07007172160297503,169.64722891851014,161.80978757983786,-0.028570234775543213,-0.08731761574745173
0.07011556225704337,169.54640067907647,161.82368032621608,-0.02857479453086853,-0.08737292885780329
0.07018347725448315,169.51005873807532,161.81942546895445,-0.028569459915161133,-0.08738362789154058
0.07034188831402603,169.5038714321323,161.85660928118642,-0.028545916080474798,-0.0873110294342041
0.07032425108281402,169.45391546648327,161.82793998505684,-0.028573751449585016,-0.08729502558708185
0.07011622074643922,169.3080742452425,161.79803802823994,-0.028589963912963923,-0.0872441828250885
0.07004650027918956,169.2592250322042,161.70772637474283,-0.028606891632080078,-0.0872023999691009
0.07006509989673342,169.0850874039487,161.6011666995076,-0.0285807847976684,-0.08710721135139471
0.07018077561062866,168.98450611941266,161.58366988006773,-0.02859351038932806,-0.0871720016002655
0.07083718782919182,168.91691679524988,161.6001169766887,-0.02856454253196722,-0.0870712399482727
0.07127734448958484,168.89172636990764,161.4976952515156,-0.028556227684020996,-0.08716762065887446
0.07204353906918373,168.86022773888024,161.42625623069955,-0.028552472591400202,-0.08717212080955511
0.07290916152580233,168.97996748290433,161.4872039769678,-0.0285633802413941,-0.08708456158638
0.07341763045538295,169.00271399389,161.53510691028467,-0.0286072194576264,-0.08702263236045837
0.07401553117411366,168.8987889098773,161.715617141772,-0.028696835041046087,-0.0868912935256958
0.07432822177945309,168.8499792507714,161.87544386418352,-0.028751343488693182,-0.0869147777557373
0.07443468846330896,168.75900822194413,161.94491168636998,-0.028834760189056396,-0.08697840571403509
0.07443937975707855,168.57288200834884,162.07097751609112,-0.028937101364135798,-0.08706408739089966
0.07449842241057984,168.4791480721608,162.22736252927436,-0.029025346040725708,-0.0872211754322052
0.07482082790141902,168.32942219188502,162.42128492594162,-0.029132008552551325,-0.08750265836715698
0.07492499478173818,168.1792220668431,162.6634714587006,-0.029241859912872314,-0.08777251839637751
0.07490821388424694,168.06997428125064,162.84360526314885,-0.029326319694519043,-0.0879873633384704
0.07479570015910604,167.99851837541362,162.99627729084742,-0.029478430747985895,-0.08815783262252808
0.074629958326978,167.84371381878347,162.96569025972724,-0.02967819571495056,-0.08840402960777283
0.07453008589497563,167.75458646049609,163.0354091905531,-0.029874980449676514,-0.08868223428726191
