hand_clasp_distance,left_arm_angle,right_arm_angle,left_hand_y_alignment,right_hand_y_alignment,eye_level_diff,shoulder_level_diff
0.03202169562629677,166.44456982816186,159.55563787324405,0.25552429258823395,0.22480762004852292,0.020858049392700195,-0.012989699840545654
0.03577624185482344,166.73999005303466,160.197909133593,0.2561472952365875,0.2147352397441864,0.020867735147476196,-0.02228093147277832
0.03776242244138348,167.0335148795112,160.75716178483452,0.2568612098693848,0.2097017168998719,0.020916372537612915,-0.026465654373168945
0.03959682328409083,167.12662137738485,161.3646071829055,0.2590828388929367,0.2098553031682969,0.01997923851013178,-0.028499841690063477
0.0431316623079233,169.4715032790245,164.4948124335287,0.2646435648202897,0.2209516614675522,0.019141852855682373,-0.021393239498138428
0.056574980915977624,169.4477912127436,165.15257688007517,0.26439550518989574,0.21117307245731362,0.018731743097305298,-0.02098745107650757
0.05440988511767972,168.4122512586776,165.4414969831215,0.26425233483314514,0.2143578082323075,0.018118292093276922,-0.018118858337402344
0.04694360676525111,168.69466925589526,166.92884883721715,0.2653203010559082,0.222447857260704,0.015712827444076594,-0.01731210947036743
0.06412063784143308,170.3165849000617,167.51800036570884,0.2650213837623596,0.2007414549589157,0.013776987791061401,-0.02151799201965332
0.06631779598212953,171.09513531174392,167.62745376433926,0.2652152478694916,0.2042176723480225,0.01266628503799433,-0.025237560272216797
0.06392012152378014,171.30655251676092,167.66556009282047,0.2653110772371293,0.20985613763332367,0.012045115232467707,-0.0248945951461792
0.06381954661035749,172.2558539028127,172.2554719981888,0.2583121657371521,0.2029137760400773,0.011968106031417847,-0.034661054611206055
0.0648278127372061,172.8922158352562,170.79863092974261,0.2580316662788391,0.2040064930915833,0.011939316987991277,-0.03286170959472656
0.06425354019570483,173.2667330076995,168.8272652621643,0.2581838220357895,0.20448768138885498,0.01195681095123291,-0.030972838401794434
0.06241443143608465,172.97318760150085,165.77747890354033,0.2592069059610367,0.2146834284067154,0.01191776990890503,-0.01982349157333374
0.0662091720731521,173.55321066482693,165.3129742014203,0.2586046755313874,0.2129334509372711,0.011989384889602717,-0.01874518394470215
0.06122903377448197,172.28347946122742,163.95518658248955,0.25852638483047485,0.22752144932746893,0.012188196182250977,-0.009204328060150146
0.06802345536492618,172.58055448027628,164.52172298974213,0.25620003044605266,0.24013318121433253,0.013581156730651911,0.0027965307235717773
0.07158854224161101,173.28664193203412,165.65295217705903,0.25443407893180847,0.24539542198181152,0.014190763235092163,0.0042991042137146
0.0705538180984539,173.6246800285862,166.46208928897622,0.2540653944015503,0.2446762174367905,0.014312654733657837,-0.00034797191619873047
0.07415357955492524,173.45224617958664,166.43119490859075,0.25558406114578247,0.24431529641151428,0.015452444553375189,0.0017151832580566406
0.07579576372044226,173.2548806982644,166.79626094478527,0.255616694688797,0.24428173899650568,0.015487551689148005,0.0034450888633728027
0.0746404032286994,173.48276045267122,167.2209176712385,0.25519777834415436,0.24357409775257108,0.015519797801971491,0.0031211376190185547
0.07515219327902047,174.05056228640674,167.45410403621344,0.25488846004009247,0.2432741820812225,0.015619158744812067,0.0032925009727478027
0.0832861981484569,174.0894700256663,168.95721201878456,0.2550005465745926,0.21383616328239438,0.01571914553642273,-0.0004978775978088379
0.08862724006668732,174.11156900741253,172.96237262729414,0.2546122372150421,0.20595844089984902,0.016077548265457098,-0.005014300346374512
0.09604007976766579,174.6665447306892,172.59782603142648,0.25396303832530986,0.19194072484970087,0.01623153686523443,-0.007363736629486084
0.09052347238639848,174.84155504605124,171.0608871407804,0.25373145937919617,0.1954850852489471,0.016339421272277888,-0.00780940055847168
0.08641308396597903,174.76519314606287,170.2053397027943,0.2538244277238846,0.1964195221662521,0.016451597213745173,-0.007893800735473633
0.07560985346066082,174.61980939576526,168.5821104149305,0.25339460372924805,0.19766822457313543,0.016674101352691595,-0.011548221111297607
0.08506918373501356,174.23783895284055,168.70707251815455,0.25548426806926733,0.1844088435173034,0.01730018854141241,-0.015525341033935547
0.08910021339072517,173.9117050676694,169.5602107297205,0.2551141530275345,0.1748259961605072,0.017884522676467896,-0.019797444343566895
0.08430195692367161,173.59746140590354,169.62267487980375,0.25562584400177013,0.1778571605682373,0.01802533864974981,-0.023134350776672363
0.06326427922261901,173.53681218796035,172.90970860752614,0.2556365132331848,0.19904658198356628,0.0182991623878479,-0.021990835666656494
0.04622812819549212,172.93197866153608,173.06141988516282,0.25691181421279913,0.2236524224281311,0.0186303853988648,-0.016377508640289307
0.049186276134093786,172.70872714397515,170.703755103653,0.25786833465099335,0.2237438708543778,0.019632339477539007,-0.012912631034851074
0.0510829963616797,172.0582103097658,169.73816338810894,0.25833317637443537,0.2229121476411819,0.019954144954681396,-0.01058042049407959
0.05304178771635428,172.03360288286785,169.72299970199782,0.2594535946846009,0.22210863232612607,0.019964158535003718,-0.005546629428863525
0.05427635303056584,172.08940812882855,169.62724289197803,0.2615974545478821,0.2231962382793427,0.0202314555644989,-0.0051454901695251465
0.05524957091931487,172.30095078720447,169.50168919936345,0.2648538798093796,0.2236078977584839,0.0208473801612854,-0.0028214454650878906
0.05691651034785289,172.77417840903374,170.00082902340054,0.26840800046920776,0.22464771568775171,0.021117150783538874,-0.006658971309661865
0.05890447682247643,172.59562852595522,169.9901038211955,0.2728006988763809,0.2256027013063431,0.021438390016555786,-0.007995307445526123
0.06189717632270198,172.76135773442718,170.42778567740095,0.2743625044822693,0.22521594166755682,0.021773099899291992,-0.010395944118499756
0.0655405618525433,173.46940486829442,170.4887270327399,0.2743270099163055,0.22518548369407648,0.02189534902572632,-0.011464834213256836
0.06556381336702205,173.27899856994256,168.8935984871889,0.2745223492383957,0.2197700440883637,0.02219346165657038,-0.010694801807403564
0.0674890578061066,173.7160877898037,170.16059267453136,0.27489638328552246,0.2152543663978577,0.02259817719459528,-0.013448357582092285
0.05978070528991849,173.37375670330502,169.92437125016448,0.2752089053392411,0.2215008288621903,0.022762030363082886,-0.013746798038482666
0.05316299156710977,172.87332307108053,167.45230650363783,0.2754668444395066,0.22128912806510928,0.02301165461540222,-0.010080218315124512
0.04977745400530557,172.7071991171078,165.9689539550636,0.27606190741062164,0.2215223908424377,0.02322697639465332,-0.008540093898773193
0.04440146538742362,172.3715033489086,168.11733260438857,0.2764076888561249,0.22750009596347806,0.023543924093246515,-0.006097614765167236
0.04594213020838837,172.4756773071029,168.5078398572515,0.2765782475471497,0.22816753387451172,0.02369740605354309,-0.005674779415130615
0.04914147590453644,172.42184468380222,168.04386576435934,0.27668902277946483,0.2237055599689484,0.023823320865631104,-0.0050127506256103516
0.0495335396154375,172.20785191840602,168.13660350953523,0.2765262126922607,0.2214497774839402,0.02387437224388117,-0.004984915256500244
0.04894542580314719,172.0310810438122,168.15542719754242,0.2765217274427414,0.22084951400756841,0.023870259523391668,-0.005784213542938232
0.04869440145370109,171.78381305976754,168.40784417480518,0.27651764452457434,0.22028653323650357,0.023805439472198542,-0.008210539817810059
0.04514767164141244,171.08319072154038,167.85408697386308,0.2762352079153061,0.21941584348678592,0.02367070317268366,-0.008733987808227539
0.04469788796408247,170.8227403816084,166.95453562143604,0.2760222852230072,0.21871213614940638,0.02352720499038702,-0.00878441333770752
0.04276540510579313,170.34477685429047,165.97707366341484,0.2760026305913925,0.21903112530708319,0.023518294095992986,-0.008167266845703125
