hand_clasp_distance,left_arm_angle,right_arm_angle,left_hand_y_alignment,right_hand_y_alignment,eye_level_diff,shoulder_level_diff
0.1172687217115949,155.91395303795215,156.6526240921654,0.322992205619812,0.26871657371521,-0.049470543861389216,-0.14298033714294434
0.14212842004389994,152.9893308139235,158.98809426472147,0.3247368186712265,0.24997028708457952,-0.0472998321056366,-0.1388135552406311
0.15121064918329954,152.05104442688273,160.8956687884015,0.32540713250637066,0.24506103992462164,-0.045892566442489624,-0.13269591331481934
0.15649036440108513,151.24263654672566,160.36292049184578,0.32511389255523687,0.24099788069725042,-0.044807225465774536,-0.13279986381530762
0.155112431264515,151.8752690783962,160.8088765206416,0.3258122503757477,0.24079263210296636,-0.044187694787979126,-0.13233351707458496
0.1550031662749576,152.47311515260643,160.30374440347202,0.327726736664772,0.24132540822029114,-0.044211298227310236,-0.13296270370483398
0.1541793125067705,152.34035241137917,160.23005611952908,0.3271685987710953,0.24067625403404241,-0.04466232657432562,-0.1348414421081543
0.15523236340219473,152.68424038757001,160.42218951979223,0.3272782564163209,0.23934692144393926,-0.04452499747276306,-0.13508933782577515
0.15277408379383922,153.2261332952857,160.47029268923967,0.32836227118968964,0.243414044380188,-0.04470822215080261,-0.13440972566604614
0.15060352691794646,153.01043700642109,160.10122647900647,0.3272717446088791,0.24385634064674377,-0.044152617454528864,-0.1337842345237732
0.14937344520919085,153.00498181322646,160.53328828737133,0.3265559375286103,0.24545487761497498,-0.04449033737182617,-0.1319146752357483
0.14922515130447722,152.87799595558843,160.16547752887806,0.3265465050935746,0.24567824602127075,-0.044720977544784546,-0.1313876509666443
0.14655677675585418,152.76799162870256,159.5227958027296,0.3270064443349839,0.24942678213119507,-0.04508933424949646,-0.13141268491744995
0.14720157006006906,152.80914020953114,159.36587666654185,0.32691802084445953,0.2494564652442932,-0.045316457748413086,-0.13158851861953735
0.1467778651463087,152.4296600686649,159.64770145006577,0.3264842182397842,0.25194501876831055,-0.04570907354354864,-0.13199496269226074
0.14559301911493827,152.76822147521005,160.05758152232997,0.32713155448436737,0.254674643278122,-0.04583564400672918,-0.13210934400558472
0.14729679913715427,152.85644943424464,160.91324639772614,0.32869072258472437,0.2555273175239563,-0.04594388604164129,-0.13151228427886963
0.14612797888337747,152.98679524399128,160.74800159852379,0.328394502401352,0.2569707930088043,-0.04661679267883301,-0.13142180442810059
0.14437790503543477,153.09939410817952,160.49226246899667,0.3279101550579071,0.25864839553833013,-0.046913474798202515,-0.1314128041267395
0.14361857059381578,153.26252492689989,160.60272437161422,0.3269033282995224,0.25846680998802185,-0.0468408465385437,-0.1313149333000183
0.1435222795628303,153.34939836919102,160.62888341770918,0.3273170441389084,0.25863644480705267,-0.04692950844764715,-0.13162386417388916
0.14294594496473,153.41687128030657,160.79456997046313,0.3279293477535248,0.25970242917537695,-0.04699450731277466,-0.13303041458129883
0.142882387419139,153.63487861685368,160.79167876836854,0.32857805490493774,0.2602725327014923,-0.04719138145446783,-0.13318216800689697
0.1451214385388679,153.77709971677447,161.2643249937878,0.3291663825511933,0.2599959522485733,-0.04735228419303894,-0.13365429639816284
0.1472528959568218,153.8253196025612,161.53733620272365,0.3300791531801224,0.25998547673225403,-0.047692328691482544,-0.13385218381881714
0.14929998379261628,153.9735307635149,161.80384147203412,0.3313176184892654,0.26005819439888006,-0.04783937335014349,-0.13439923524856567
0.15006344545705624,153.73381089253039,161.83579455487532,0.3332837074995041,0.2607748955488205,-0.04814687371253973,-0.13474488258361816
0.15029183284716013,153.31436152687186,161.77058762941536,0.33452880382537853,0.261099860072136,-0.0484374463558197,-0.13563638925552368
0.15087155808825337,153.00796989232938,161.76684274803034,0.3358105570077896,0.2611123770475388,-0.048466503620147705,-0.13669675588607788
