frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0.516209602355957,0.49054718017578125,-0.8474329113960266,0.5337507128715515,0.4527483582496643,-0.8018816709518433,0.5443594455718994,0.4541811943054199,-0.8019054532051086,0.5524328947067261,0.45696568489074707,-0.8018474578857422,0.5016169548034668,0.4539971947669983,-0.7950253486633301,0.4908481538295746,0.45713281631469727,-0.7949374318122864,0.48135727643966675,0.460607647895813,-0.7950000166893005,0.5714559555053711,0.49088937044143677,-0.5179193019866943,0.4705743193626404,0.49387210607528687,-0.47674769163131714,0.5396732687950134,0.5458477735519409,-0.7468416094779968,0.49670735001564026,0.5477672219276428,-0.7350611090660095,0.6543195843696594,0.7303903102874756,-0.39451536536216736,0.39566296339035034,0.725280225276947,-0.30168601870536804,0.8466196060180664,0.7624591588973999,-0.4089379906654358,0.20452575385570526,0.7337847352027893,-0.23438529670238495,1.035383939743042,0.7531112432479858,-0.6630518436431885,0.039849281311035156,0.750726044178009,-0.3906916081905365,1.1046943664550781,0.7813524603843689,-0.7181533575057983,-0.018676400184631348,0.7558621764183044,-0.42671775817871094,1.085301399230957,0.7746838331222534,-0.7986842393875122,-0.000474393367767334,0.735106348991394,-0.5126795172691345,1.0586274862289429,0.7883322834968567,-0.7159818410873413,0.022080451250076294,0.777738630771637,-0.4398019313812256,0.6188229322433472,1.4330580234527588,-0.09364783763885498,0.43939208984375,1.433281421661377,0.09586938470602036,0.6198693513870239,1.9808274507522583,-0.12072370946407318,0.4476797580718994,1.983694076538086,0.12130577862262726,0.6265813112258911,2.478637218475342,0.3079333007335663,0.4617904722690582,2.4709696769714355,0.37003225088119507,0.6294387578964233,2.5472140312194824,0.3261355757713318,0.460728257894516,2.531475067138672,0.3784334659576416,0.6205275058746338,2.612936496734619,-0.11326144635677338,0.48448997735977173,2.6199533939361572,-0.08356447517871857
1,0.5158125758171082,0.4924395680427551,-0.7710636854171753,0.5332636833190918,0.4543459117412567,-0.7243778109550476,0.544044554233551,0.455933153629303,-0.7244774699211121,0.5522697567939758,0.4589383900165558,-0.7243517637252808,0.5009932518005371,0.4554305076599121,-0.7181097269058228,0.490424245595932,0.4581817090511322,-0.7179856896400452,0.4808420240879059,0.46148765087127686,-0.7181042432785034,0.5708730220794678,0.4927106499671936,-0.44113802909851074,0.4705215394496918,0.49489444494247437,-0.40162554383277893,0.539097011089325,0.5481181144714355,-0.6708396673202515,0.49624982476234436,0.5495301485061646,-0.6594918370246887,0.6530952453613281,0.7314441204071045,-0.30081868171691895,0.39590317010879517,0.7252994775772095,-0.24652199447155,0.8464768528938293,0.7624593377113342,-0.28544944524765015,0.2064409703016281,0.7383214235305786,-0.2594223916530609,1.0409411191940308,0.7503503561019897,-0.5329662561416626,0.04340473562479019,0.7592925429344177,-0.5541883111000061,1.1113643646240234,0.7763924598693848,-0.5850138068199158,-0.01606093719601631,0.7717787623405457,-0.6128181219100952,1.0924067497253418,0.7678015828132629,-0.6680086255073547,-9.244655666407198e-05,0.7736249566078186,-0.6971824169158936,1.0649632215499878,0.7826064229011536,-0.5861760973930359,0.025900457054376602,0.7982565760612488,-0.6072829961776733,0.6189839243888855,1.4325015544891357,-0.08754470199346542,0.43930578231811523,1.433096170425415,0.0900273397564888,0.6204911470413208,1.980584740638733,-0.2095329761505127,0.449781596660614,1.9836851358413696,0.011112564243376255,0.6287423968315125,2.4790728092193604,0.14044710993766785,0.4622166156768799,2.4783663749694824,0.18108698725700378,0.6329188346862793,2.547372341156006,0.14915481209754944,0.46094590425491333,2.542987108230591,0.18143320083618164,0.6204811334609985,2.6147220134735107,-0.29539865255355835,0.48479264974594116,2.624340534210205,-0.2912274897098541
2,0.5151767730712891,0.4934876263141632,-0.7662115693092346,0.532476544380188,0.45509830117225647,-0.7204388976097107,0.5433887243270874,0.45671555399894714,-0.7205619215965271,0.5518330931663513,0.4597524404525757,-0.7205196619033813,0.5001822710037231,0.45623719692230225,-0.7152683734893799,0.4897692799568176,0.45875921845436096,-0.715128481388092,0.48005184531211853,0.4620298743247986,-0.7152403593063354,0.569900393486023,0.49375131726264954,-0.4352238178253174,0.47017818689346313,0.49562856554985046,-0.4020215570926666,0.538165271282196,0.5493091344833374,-0.6636542677879333,0.4954509139060974,0.5505545139312744,-0.6540985107421875,0.6499079465866089,0.7316495180130005,-0.2833259403705597,0.3959029018878937,0.7247446775436401,-0.2429002970457077,0.8455833196640015,0.7624168395996094,-0.26025623083114624,0.20730288326740265,0.7426653504371643,-0.2918272316455841,1.0442562103271484,0.7465546727180481,-0.4959348142147064,0.04571183770895004,0.7742403745651245,-0.6226902008056641,1.1118260622024536,0.7691654562950134,-0.5469505190849304,-0.011145033873617649,0.7927621006965637,-0.6865426301956177,1.093313455581665,0.760267972946167,-0.6288076639175415,0.003702739952132106,0.8091080784797668,-0.7735544443130493,1.0659297704696655,0.7751240134239197,-0.5478944182395935,0.03282591328024864,0.8201552629470825,-0.6765550971031189,0.6166470646858215,1.4312615394592285,-0.0810917317867279,0.4388696253299713,1.4310126304626465,0.08351276069879532,0.6173645257949829,1.9716637134552002,-0.19686566293239594,0.4493899941444397,1.9716064929962158,-0.0018060633447021246,0.6272263526916504,2.472337007522583,0.1612161546945572,0.46054020524024963,2.4765470027923584,0.1811012327671051,0.6317287087440491,2.5395190715789795,0.17131854593753815,0.45933622121810913,2.542818784713745,0.18314185738563538,0.6151933073997498,2.611210346221924,-0.2626008987426758,0.4823605418205261,2.62140154838562,-0.279404878616333
3,0.5145356059074402,0.49458032846450806,-0.7838016152381897,0.531829297542572,0.45592471957206726,-0.7373420596122742,0.542890191078186,0.4575647711753845,-0.7374206781387329,0.5514791011810303,0.460653692483902,-0.7373641729354858,0.4993200898170471,0.457205593585968,-0.7318105101585388,0.48898404836654663,0.45955902338027954,-0.7317078113555908,0.47912517189979553,0.46282780170440674,-0.7317962050437927,0.5691001415252686,0.4948176145553589,-0.4538496434688568,0.4696914553642273,0.49637845158576965,-0.41802066564559937,0.5374397039413452,0.5505484938621521,-0.6828826665878296,0.49450650811195374,0.5517457127571106,-0.6725459098815918,0.6483242511749268,0.7319803833961487,-0.30920785665512085,0.39565974473953247,0.7247459292411804,-0.2495967596769333,0.8452321887016296,0.7620285749435425,-0.2911950349807739,0.2075556516647339,0.7453526258468628,-0.279897004365921,1.044334888458252,0.7448976039886475,-0.539321780204773,0.045749060809612274,0.7750999331474304,-0.5350792407989502,1.1136152744293213,0.7680961489677429,-0.5924000144004822,-0.00667963270097971,0.7906478047370911,-0.5866726040840149,1.0952444076538086,0.7593628168106079,-0.6755903959274292,0.0039037507958710194,0.8066275715827942,-0.6735842227935791,1.0676695108413696,0.7743014693260193,-0.5921723246574402,0.032722342759370804,0.8184762597084045,-0.586931586265564,0.6152792572975159,1.428889274597168,-0.08174903690814972,0.437734991312027,1.4290521144866943,0.08415920287370682,0.6167775988578796,1.9707051515579224,-0.21533186733722687,0.44933074712753296,1.9714339971542358,0.00591337401419878,0.6267974972724915,2.4717531204223633,0.13572759926319122,0.4584856629371643,2.4774415493011475,0.17977361381053925,0.631371021270752,2.5387587547302246,0.14548583328723907,0.45692867040634155,2.5448412895202637,0.1802811324596405,0.6137297749519348,2.6111459732055664,-0.2955939471721649,0.4798435568809509,2.621490955352783,-0.28842684626579285
4,0.5131222605705261,0.4950402081012726,-0.8223475217819214,0.5305765867233276,0.45610567927360535,-0.7805900573730469,0.5418070554733276,0.4577007293701172,-0.7806353569030762,0.5507656335830688,0.46072399616241455,-0.7805155515670776,0.4978395998477936,0.4575832784175873,-0.7730926275253296,0.4874744415283203,0.45991307497024536,-0.773006796836853,0.4776727259159088,0.4632589519023895,-0.7731295824050903,0.5681894421577454,0.49492451548576355,-0.4982686936855316,0.46893811225891113,0.4967968463897705,-0.45494160056114197,0.5362752079963684,0.5510698556900024,-0.7197098135948181,0.493222713470459,0.5528106093406677,-0.7070595026016235,0.6479671001434326,0.7319873571395874,-0.3170532286167145,0.3947753310203552,0.724754273891449,-0.28061267733573914,0.8449777364730835,0.761694073677063,-0.31009405851364136,0.20754770934581757,0.7491384148597717,-0.31265807151794434,1.0441527366638184,0.7417449951171875,-0.5520071983337402,0.04570188373327255,0.7745433449745178,-0.5747345685958862,1.1134063005447388,0.7613986730575562,-0.6000941395759583,-0.007127802819013596,0.7886209487915039,-0.6290930509567261,1.095010757446289,0.7530626654624939,-0.6847646832466125,0.0038717135321348906,0.7942917943000793,-0.7066605687141418,1.067476511001587,0.7688645124435425,-0.6047855615615845,0.0327598974108696,0.8172621726989746,-0.6230549216270447,0.6141688227653503,1.4272874593734741,-0.07765835523605347,0.4356176257133484,1.4280869960784912,0.0799957662820816,0.6167978644371033,1.9708613157272339,-0.2002602517604828,0.44965752959251404,1.9716243743896484,0.017125483602285385,0.6272802948951721,2.47170352935791,0.18006408214569092,0.4585151672363281,2.47924542427063,0.20961913466453552,0.6319257020950317,2.538724184036255,0.19242620468139648,0.45695561170578003,2.547361135482788,0.21261875331401825,0.6137886643409729,2.611293077468872,-0.24729852378368378,0.4799131751060486,2.62292742729187,-0.25418728590011597
5,0.5127643346786499,0.4957490563392639,-0.8093709945678711,0.5302128195762634,0.45656925439834595,-0.767671525478363,0.541495144367218,0.45807144045829773,-0.7677143812179565,0.5504754185676575,0.46101802587509155,-0.7675884962081909,0.4973464906215668,0.4584076404571533,-0.7598074674606323,0.4869731366634369,0.4607170522212982,-0.7597132325172424,0.47710245847702026,0.46412941813468933,-0.7598346471786499,0.5677202343940735,0.4951472878456116,-0.4916687607765198,0.46832075715065,0.49726155400276184,-0.44626981019973755,0.5358390212059021,0.5515440106391907,-0.710023045539856,0.49278369545936584,0.5536043643951416,-0.6967451572418213,0.6465988755226135,0.7319197654724121,-0.32394924759864807,0.39455345273017883,0.72480708360672,-0.27878880500793457,0.84486323595047,0.7614454627037048,-0.3056483566761017,0.20754988491535187,0.7508653402328491,-0.2987060844898224,1.0443146228790283,0.7374418377876282,-0.5538341403007507,0.042805641889572144,0.7740568518638611,-0.536094605922699,1.1133506298065186,0.7590413689613342,-0.6042565703392029,-0.01204123254865408,0.7858481407165527,-0.5869733095169067,1.0950857400894165,0.7506862878799438,-0.6894899010658264,-7.621712575200945e-05,0.7747310996055603,-0.6693130731582642,1.0675699710845947,0.7665810585021973,-0.607437014579773,0.026181330904364586,0.8092635869979858,-0.5857974290847778,0.6141864061355591,1.4251272678375244,-0.07545142620801926,0.43513140082359314,1.4265666007995605,0.07781932502985,0.6174386739730835,1.9710026979446411,-0.19552026689052582,0.44977426528930664,1.9726405143737793,0.026417171582579613,0.6276160478591919,2.4719598293304443,0.17088252305984497,0.4584220349788666,2.481959581375122,0.20334243774414062,0.6323620080947876,2.5388927459716797,0.18274101614952087,0.45662030577659607,2.549673557281494,0.20447954535484314,0.6140173673629761,2.612014055252075,-0.25027602910995483,0.47981223464012146,2.626380681991577,-0.25849032402038574
6,0.5118444561958313,0.4965847432613373,-0.7908506989479065,0.5294228196144104,0.45732709765434265,-0.749237060546875,0.5407192707061768,0.45882654190063477,-0.7492697834968567,0.5498985052108765,0.4617137610912323,-0.7491520643234253,0.4964866638183594,0.45930933952331543,-0.7393720746040344,0.4861610531806946,0.4614989757537842,-0.7392463684082031,0.4763828217983246,0.46484315395355225,-0.7393578290939331,0.5668408274650574,0.4955563545227051,-0.47719159722328186,0.46782374382019043,0.4977264106273651,-0.4209391474723816,0.5349677205085754,0.552429735660553,-0.6936023235321045,0.49213939905166626,0.5543789863586426,-0.6774452924728394,0.645541250705719,0.7316137552261353,-0.3215022087097168,0.393982857465744,0.7251269817352295,-0.2523850202560425,0.8442249298095703,0.759885847568512,-0.2887463867664337,0.20756685733795166,0.7529336810112,-0.25030142068862915,1.0442278385162354,0.7336335182189941,-0.5191818475723267,0.042334530502557755,0.7736733555793762,-0.47905945777893066,1.1133322715759277,0.7523237466812134,-0.5664849281311035,-0.012820829637348652,0.7854112982749939,-0.5245670676231384,1.0952333211898804,0.7450527548789978,-0.6480072736740112,-0.0024916580878198147,0.7775743007659912,-0.6061512231826782,1.0675718784332275,0.761637270450592,-0.5711596012115479,0.024794869124889374,0.8086633682250977,-0.528436541557312,0.6142362356185913,1.4249207973480225,-0.07873468846082687,0.4350675642490387,1.4265116453170776,0.08120375871658325,0.6188193559646606,1.9710086584091187,-0.20319494605064392,0.4505363404750824,1.9735329151153564,0.043019235134124756,0.6288138628005981,2.4722416400909424,0.1699158251285553,0.4604099690914154,2.481895685195923,0.21537359058856964,0.6337109804153442,2.5391881465911865,0.18252255022525787,0.4581649899482727,2.549315929412842,0.2186252325773239,0.6159297227859497,2.612335681915283,-0.25298169255256653,0.4826645851135254,2.626389980316162,-0.2473098784685135
7,0.5113908052444458,0.49733224511146545,-0.7875853776931763,0.5289579033851624,0.4579351246356964,-0.74615079164505,0.54029381275177,0.45945054292678833,-0.7461868524551392,0.5495427846908569,0.4622459411621094,-0.7460514903068542,0.49596700072288513,0.45999959111213684,-0.7355049252510071,0.48568978905677795,0.4621870815753937,-0.7353754639625549,0.475883811712265,0.46552446484565735,-0.7354813814163208,0.5663067102432251,0.4956399202346802,-0.4742972254753113,0.4673401415348053,0.49815526604652405,-0.4139161705970764,0.534629762172699,0.5534943342208862,-0.6908165216445923,0.4919552803039551,0.5553528666496277,-0.6735081672668457,0.6449905633926392,0.7309690117835999,-0.3247663378715515,0.3930776119232178,0.7250881791114807,-0.23826968669891357,0.8433933258056641,0.7592204809188843,-0.29464995861053467,0.2075524777173996,0.7548784613609314,-0.21371808648109436,1.041566014289856,0.7291023135185242,-0.5308917164802551,0.04114300757646561,0.7731614708900452,-0.4371863305568695,1.1131212711334229,0.7470448613166809,-0.5811706781387329,-0.013905107975006104,0.7847755551338196,-0.4818887710571289,1.0951955318450928,0.7397282719612122,-0.6631365418434143,-0.0025417732540518045,0.7670078873634338,-0.5669475793838501,1.0673928260803223,0.7564269304275513,-0.5830678343772888,0.0231929998844862,0.8034040927886963,-0.4880460798740387,0.614265501499176,1.4241912364959717,-0.08339620381593704,0.4344499707221985,1.4260351657867432,0.08597802370786667,0.6188697814941406,1.9709601402282715,-0.20815794169902802,0.45004597306251526,1.9746556282043457,0.06605850160121918,0.6281954050064087,2.4724032878875732,0.17144893109798431,0.4589625895023346,2.481813669204712,0.24250200390815735,0.6332356333732605,2.5393059253692627,0.18433602154254913,0.45628976821899414,2.5491724014282227,0.2450770139694214,0.6154309511184692,2.6126015186309814,-0.2530125081539154,0.4813311994075775,2.626621961593628,-0.22225868701934814
8,0.5107990503311157,0.4978927969932556,-0.8132086992263794,0.528330385684967,0.45819446444511414,-0.772079586982727,0.5396929979324341,0.4597136974334717,-0.7721402645111084,0.5490351915359497,0.4624890089035034,-0.7720117568969727,0.49532628059387207,0.4602411985397339,-0.7627660036087036,0.4850851893424988,0.4623646140098572,-0.7626969218254089,0.47526946663856506,0.46569183468818665,-0.7628381252288818,0.5655531883239746,0.4956655204296112,-0.4948710799217224,0.466755211353302,0.49818894267082214,-0.4415280818939209,0.5339922308921814,0.554174542427063,-0.7132796049118042,0.4914146959781647,0.5558356642723083,-0.6977486610412598,0.6447309255599976,0.7304608821868896,-0.33745068311691284,0.39169609546661377,0.7252889275550842,-0.2573995590209961,0.8438512682914734,0.7563639879226685,-0.29976361989974976,0.20669324696063995,0.7589297890663147,-0.26412805914878845,1.0411158800125122,0.7237331867218018,-0.5407580137252808,0.03925136476755142,0.7727068662643433,-0.5434861779212952,1.1124770641326904,0.7413857579231262,-0.5918484926223755,-0.018935708329081535,0.7834004163742065,-0.5985507965087891,1.0950690507888794,0.7344779372215271,-0.6742308735847473,-0.006755815353244543,0.7571614384651184,-0.6881631016731262,1.067348599433899,0.7509375810623169,-0.5934985876083374,0.020284270867705345,0.8019009828567505,-0.5969194173812866,0.6138542294502258,1.4244732856750488,-0.08364074677228928,0.4339698255062103,1.4261980056762695,0.0861695185303688,0.6180849671363831,1.9718414545059204,-0.18984326720237732,0.4487133026123047,1.9777101278305054,0.067039355635643,0.6249966621398926,2.4729576110839844,0.20405220985412598,0.45542025566101074,2.485483169555664,0.26096847653388977,0.6293059587478638,2.53934907913208,0.21891744434833527,0.4527057707309723,2.5523557662963867,0.26614874601364136,0.6122069954872131,2.6159350872039795,-0.2109198272228241,0.4775117337703705,2.6326005458831787,-0.1994703859090805
9,0.510215699672699,0.4982970356941223,-0.7994681000709534,0.527633011341095,0.45830175280570984,-0.758507490158081,0.5389477014541626,0.4597627520561218,-0.7585800886154175,0.5483919382095337,0.4624953866004944,-0.7584923505783081,0.4944966435432434,0.4606148302555084,-0.7503219246864319,0.48410072922706604,0.46281132102012634,-0.7502366900444031,0.4743102192878723,0.4662496745586395,-0.7503870129585266,0.5647633075714111,0.49555909633636475,-0.4829970896244049,0.46595948934555054,0.4983225464820862,-0.43470659852027893,0.5335486531257629,0.5543206334114075,-0.6995817422866821,0.4908348023891449,0.5562910437583923,-0.6855770945549011,0.6443007588386536,0.7284004092216492,-0.3207864761352539,0.3916068375110626,0.7253524661064148,-0.2584872841835022,0.8436744809150696,0.7521877884864807,-0.28230273723602295,0.20630793273448944,0.7605910301208496,-0.2959427535533905,1.0390307903289795,0.7175553441047668,-0.4999065399169922,0.0379442498087883,0.7723729610443115,-0.5988303422927856,1.1097629070281982,0.7306114435195923,-0.5465375781059265,-0.021370377391576767,0.7828935980796814,-0.6569922566413879,1.0934498310089111,0.7253548502922058,-0.6255092620849609,-0.008973291143774986,0.75624018907547,-0.7477275729179382,1.0660356283187866,0.7418045997619629,-0.5507537126541138,0.018361063674092293,0.8002216815948486,-0.6527432203292847,0.6134554743766785,1.4240280389785767,-0.0807575061917305,0.43407338857650757,1.4252018928527832,0.0831230878829956,0.6171423196792603,1.97114896774292,-0.17893019318580627,0.4479294717311859,1.9773446321487427,0.06641155481338501,0.6244672536849976,2.4720306396484375,0.20621395111083984,0.4552251398563385,2.4853506088256836,0.25859564542770386,0.6287023425102234,2.5380825996398926,0.22071011364459991,0.4526298940181732,2.552055597305298,0.2633451223373413,0.6115577816963196,2.615422248840332,-0.2056935578584671,0.47759443521499634,2.6324939727783203,-0.19926048815250397
