hand_clasp_distance,ear_level_y_diff,left_hand_shoulder_x_diff,right_hand_shoulder_x_diff,left_Lhand_y_diff,left_Rhand_y_diff,right_Lhand_y_diff,right_Rhand_y_diff
0.11096895044969199,0.024622023105621282,0.02222120761871338,-0.011745661497116089,0.0410764217376709,0.04076963663101196,0.033167123794555664,0.03286033868789673
0.11059067430212714,0.028214365243911688,0.02222651243209839,-0.011905312538146973,0.04106217622756958,0.04105865955352783,0.03319060802459717,0.03318709135055542
0.10981575948820096,0.032938152551651,0.023041188716888428,-0.011985510587692205,0.040969252586364746,0.041182637214660645,0.032846152782440186,0.033059537410736084
0.10825543218311072,0.03829905390739441,0.025262176990509033,-0.011220186948776245,0.038321077823638916,0.040499866008758545,0.03048616647720337,0.032664954662323
0.1065010269685438,0.03992655873298645,0.026036083698272705,-0.01110291481018072,0.038080573081970215,0.04051923751831055,0.0301705002784729,0.03260916471481323
0.10519145053073703,0.04364746809005737,0.026443898677825928,-0.01106986403465271,0.03819066286087036,0.040788471698760986,0.030013859272003174,0.0326116681098938
0.10471653441051884,0.04793047904968256,0.02638334035873413,-0.01108571887016302,0.037987589836120605,0.04056692123413086,0.030189096927642822,0.032768428325653076
0.10445623242823479,0.051056116819381714,0.026649057865142822,-0.011269807815551758,0.03689134120941162,0.03974556922912598,0.02996116876602173,0.032815396785736084
0.1028615940083095,0.05287864804267883,0.028294265270233154,-0.011356860399246271,0.03692108392715454,0.039797842502593994,0.02922379970550537,0.032100558280944824
0.10309215304963906,0.05495420098304743,0.02802509069442749,-0.011781126260757502,0.0373876690864563,0.0407414436340332,0.02902907133102417,0.032382845878601074
0.10375910890883756,0.05729645490646362,0.02730315923690796,-0.012350738048553467,0.03812676668167114,0.04124033451080322,0.02928084135055542,0.0323944091796875
0.10512199159684239,0.06217560172080988,0.025592386722564697,-0.012703776359558105,0.03820139169692993,0.04108774662017822,0.026011407375335693,0.028897762298583984
0.10487146938583494,0.0648091733455658,0.026249825954437256,-0.01243171095848089,0.042483508586883545,0.04492753744125366,0.026225686073303223,0.02866971492767334
0.10352207422535158,0.0695326030254364,0.029903709888458252,-0.01208865642547613,0.0438995361328125,0.04419225454330444,0.025236845016479492,0.025529563426971436
0.10349674885363512,0.0727877020835877,0.029494881629943848,-0.011715561151504517,0.04614168405532837,0.04368269443511963,0.026656508445739746,0.024197518825531006
0.10312602553565037,0.07474824786186218,0.031679749488830566,-0.012329787015914973,0.04768449068069458,0.04490160942077637,0.02687966823577881,0.024096786975860596
0.10391824316746923,0.07786911725997925,0.031566619873046875,-0.01234647631645197,0.049292922019958496,0.046289145946502686,0.026931047439575195,0.023927271366119385
0.1038539077110885,0.07795476913452148,0.0327075719833374,-0.012564957141876165,0.04950273036956787,0.046635210514068604,0.026876389980316162,0.024008870124816895
0.10305718314564832,0.07881173491477972,0.03405570983886719,-0.013195276260375921,0.05116689205169678,0.04896599054336548,0.028714776039123535,0.026513874530792236
0.10209132320183768,0.0790393054485321,0.03528761863708496,-0.013104528188705389,0.0514681339263916,0.04932820796966553,0.028752386569976807,0.026612460613250732
0.10113561769745186,0.07929873466491699,0.03708451986312866,-0.013528943061828613,0.053749680519104004,0.05221015214920044,0.02830749750137329,0.026767969131469727
0.10005749691030945,0.0792443454265595,0.03869837522506714,-0.014169812202453613,0.054503560066223145,0.05300116539001465,0.02748924493789673,0.025986850261688232
0.09948016195558967,0.07946893572807318,0.041483938694000244,-0.014446139335632324,0.054922401905059814,0.05321145057678223,0.027569055557250977,0.02585810422897339
0.09765883930222308,0.079682856798172,0.044464826583862305,-0.013511836528778076,0.05464810132980347,0.05410546064376831,0.026761233806610107,0.02621859312057495
0.09703286088260461,0.07965022325515753,0.0477522611618042,-0.015270382165908813,0.05411934852600098,0.05311012268066406,0.02914530038833618,0.028136074542999268
0.0950695580791099,0.08040237426757812,0.04917198419570923,-0.015138387680053711,0.05293196439743042,0.054290771484375,0.029946625232696533,0.03130543231964111
0.09343411958787719,0.08083701133728027,0.050692975521087646,-0.016440808773040827,0.052896976470947266,0.05338871479034424,0.0299990177154541,0.030490756034851074
0.09212805515236089,0.08109787106513983,0.051753997802734375,-0.0173167884349823,0.05367839336395264,0.052577972412109375,0.030536949634552002,0.02943652868270874
0.09113053783160407,0.08151325583457941,0.05240428447723389,-0.01703965663909912,0.05446690320968628,0.05296027660369873,0.030375421047210693,0.028868794441223145
0.09259901956894749,0.08108443021774298,0.05248028039932251,-0.018906295299530085,0.05309659242630005,0.0517616868019104,0.02680981159210205,0.025474905967712402
0.09324013782572808,0.08076170086860657,0.053404927253723145,-0.021347910165786688,0.05289888381958008,0.05210655927658081,0.025885403156280518,0.02509307861328125
0.09421000112942494,0.08074620366096497,0.05362004041671753,-0.022194594144821223,0.05221515893936157,0.05174773931503296,0.02509939670562744,0.024631977081298828
0.09538301622349446,0.08117076754570013,0.05242478847503662,-0.022220909595489502,0.05218791961669922,0.051800549030303955,0.0250588059425354,0.024671435356140137
0.09574108643482217,0.0817156434059143,0.05224406719207764,-0.021951943635940496,0.051442086696624756,0.051921844482421875,0.02450239658355713,0.024982154369354248
0.09601753693733939,0.08160838484764099,0.051905930042266846,-0.02190527319908142,0.05099993944168091,0.05186450481414795,0.024037063121795654,0.024901628494262695
0.09614358853992844,0.08157598972320551,0.051833152770996094,-0.021543562412261963,0.0505639910697937,0.05148017406463623,0.02319014072418213,0.024106323719024658
0.09671669229683243,0.08115532994270319,0.05152177810668945,-0.021535277366638184,0.050433337688446045,0.05073213577270508,0.022774875164031982,0.023073673248291016
0.09628979884843264,0.08110055327415461,0.051380157470703125,-0.021116107702255305,0.05029642581939697,0.05056345462799072,0.022574543952941895,0.022841572761535645
0.09632193716022582,0.08111271262168879,0.051039934158325195,-0.0212410986423493,0.050282299518585205,0.050414979457855225,0.022549033164978027,0.022681713104248047
0.09655711723429602,0.08127966523170471,0.05062973499298096,-0.02131974697113037,0.05147320032119751,0.05106121301651001,0.02300041913986206,0.02258843183517456
0.09663620543286144,0.08132937550544739,0.05053466558456421,-0.021388739347457886,0.05157816410064697,0.05053508281707764,0.02300816774368286,0.021965086460113525
0.09704938115608257,0.08138921856880188,0.05053991079330444,-0.021410107612609863,0.05176997184753418,0.05045139789581299,0.023148834705352783,0.021830260753631592
0.09782018383008298,0.08147493004798889,0.04917347431182861,-0.021389722824096624,0.05285698175430298,0.05169856548309326,0.026108980178833008,0.02495056390762329
0.09946851939835542,0.08180931210517878,0.04570972919464111,-0.020725846290588323,0.055999159812927246,0.05388462543487549,0.02691495418548584,0.024800419807434082
0.09893938741072042,0.08236938714981079,0.044627368450164795,-0.020036846399307195,0.057303786277770996,0.054484426975250244,0.027802348136901855,0.024982988834381104
0.09791197191185591,0.08297991752624512,0.044076740741729736,-0.018479108810424805,0.057306528091430664,0.05362677574157715,0.027981996536254883,0.024302244186401367
0.0971355014099357,0.08329486846923834,0.04365551471710205,-0.0177676379680633,0.05764394998550415,0.05324643850326538,0.028430521488189697,0.024033010005950928
0.09661745070195886,0.08337867259979242,0.04360073804855347,-0.01710754632949829,0.05744379758834839,0.052727341651916504,0.028426051139831543,0.023709595203399658
0.09629930819832132,0.08349758386611938,0.04399871826171875,-0.017037540674209595,0.05639803409576416,0.05169856548309326,0.027878761291503906,0.023179292678833008
0.09697466249860826,0.08349654078483587,0.04401814937591553,-0.01825585961341858,0.05588489770889282,0.051209867000579834,0.027769386768341064,0.023094356060028076
0.09748055254373678,0.08352962136268621,0.044056713581085205,-0.018813520669937134,0.05584293603897095,0.05098909139633179,0.027691423892974854,0.022837579250335693
0.09784484728815203,0.08355402946472168,0.0441550612449646,-0.0194543600082398,0.05567222833633423,0.05074787139892578,0.02755606174468994,0.022631704807281494
0.09864248087707728,0.0835720002651214,0.04385453462600708,-0.020517289638519343,0.05531597137451172,0.0504908561706543,0.027396202087402344,0.022571086883544922
0.09901814468116515,0.08352234959602362,0.043191492557525635,-0.020530730485916193,0.05496293306350708,0.050411760807037354,0.026662886142730713,0.022111713886260986
0.09923989260753467,0.08340573310852051,0.0422629714012146,-0.020610868930816706,0.054455578327178955,0.050189197063446045,0.026164233684539795,0.021897852420806885
0.09896252394044536,0.08333814144134521,0.042366623878479004,-0.02078020572662348,0.053972601890563965,0.04965770244598389,0.025771260261535645,0.021456360816955566
0.09879987498880445,0.08337286114692682,0.042474448680877686,-0.020749986171722468,0.0537911057472229,0.049479901790618896,0.02561032772064209,0.021299123764038086
0.09864621779828141,0.08326819539070124,0.04292118549346924,-0.020801693201065008,0.05327045917510986,0.04943007230758667,0.025101959705352783,0.02126157283782959
