hand_clasp_distance,ear_level_y_diff,left_hand_shoulder_x_diff,right_hand_shoulder_x_diff,left_Lhand_y_diff,left_Rhand_y_diff,right_Lhand_y_diff,right_Rhand_y_diff
0.046665554196956664,-0.06085008382797241,0.004728496074676514,0.014915406703948975,0.08357787132263184,0.11953938007354736,0.12492120265960693,0.16088271141052246
0.056799398279858436,-0.0598967969417572,-0.002233564853668213,0.009405821561813299,0.07947975397109985,0.11218339204788208,0.11495053768157959,0.14765417575836182
0.0617375375218905,-0.05881509184837341,-0.0015347599983215332,0.007154732942581177,0.08316540718078613,0.11094033718109131,0.11774778366088867,0.14552271366119385
0.06341173651429616,-0.05735632777214056,-0.00198441743850708,0.00612956285476679,0.08354133367538452,0.10947144031524658,0.11511218547821045,0.1410422921180725
0.0641875287317597,-0.056355565786361694,-0.0027922987937927246,0.00690951943397522,0.08279645442962646,0.10754507780075073,0.11190348863601685,0.1366521120071411
0.06531538423829923,-0.052304357290268,-0.0029935836791992188,0.00875517725944519,0.08213937282562256,0.1033397912979126,0.10829812288284302,0.12949854135513306
0.06407105751118547,-0.0514659583568573,-0.002655029296875,0.009178161621093694,0.08107340335845947,0.09846442937850952,0.10838347673416138,0.12577450275421143
0.05932795717492649,-0.04914551973342901,-0.0014818906784057617,0.009575963020324652,0.07805424928665161,0.09085226058959961,0.1055787205696106,0.1183767318725586
0.05763457722969823,-0.0468292236328125,-0.0010317564010620117,0.009963393211364802,0.07676494121551514,0.08515667915344238,0.1044083833694458,0.11280012130737305
0.05693187886109906,-0.0453313291072846,-8.243322372436523e-05,0.00851219892501831,0.07451122999191284,0.08102387189865112,0.10324645042419434,0.10975909233093262
0.060685433990841836,-0.04513779282569885,0.00036829710006713867,0.00787049531936651,0.0738978385925293,0.07873249053955078,0.10714703798294067,0.11198168992996216
0.06048359541643483,-0.04322579503059387,0.0016544461250305176,0.007738023996353205,0.07243698835372925,0.07434666156768799,0.10809057950973511,0.11000025272369385
0.060960266424154676,-0.04246199131011963,0.0038341879844665527,0.0075678229331970215,0.0728156566619873,0.07328194379806519,0.10883742570877075,0.10930371284484863
0.06328781543618543,-0.040119558572769165,0.0051261186599731445,0.007348954677581843,0.07297706604003906,0.07235896587371826,0.10895216464996338,0.10833406448364258
0.06534299142218328,-0.03776910901069647,0.005896151065826416,0.00635036826133728,0.07351124286651611,0.07145321369171143,0.10854262113571167,0.10648459196090698
0.06848342144956805,-0.03640466928482061,0.005719959735870361,0.005763888359069824,0.07411891222000122,0.0686037540435791,0.10825455188751221,0.10273939371109009
0.06767016664156347,-0.03598678112030029,0.0071599483489990234,0.00545048713684082,0.07370191812515259,0.06785213947296143,0.10759472846984863,0.10174494981765747
