x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22
0.5001884698867798,0.3991544842720032,-0.6944349408149719,0.5118805766105652,0.37877947092056274,-0.668099045753479,0.518492579460144,0.38046926259994507,-0.6682328581809998,0.5246440172195435,0.3824998736381531,-0.6684309840202332,0.4923038184642792,0.37847310304641724,-0.6670548915863037,0.4853207468986511,0.3798612952232361,-0.6672446727752686,0.47880589962005615,0.3820030689239502,-0.6673034429550171,0.5376317501068115,0.40464699268341064,-0.4742668569087982,0.4704415500164032,0.4083022475242615,-0.46415162086486816,0.51548171043396,0.43674200773239136,-0.6196120977401733,0.4893510341644287,0.43477803468704224,-0.6167775392532349,0.5906424522399902,0.5659594535827637,-0.3592933118343353,0.420507550239563,0.5798840522766113,-0.29354655742645264,0.7389777302742004,0.5746198296546936,-0.3939363360404968,0.26557594537734985,0.5539739727973938,-0.2699621617794037,0.8976683616638184,0.5685046315193176,-0.5615740418434143,0.10508081316947937,0.5771290063858032,-0.44627970457077026,0.9302086234092712,0.5473841428756714,-0.5938006639480591,0.0638614296913147,0.5790907144546509,-0.4717831015586853,0.9332259893417358,0.5437196493148804,-0.6575232744216919,0.05791008472442627,0.5756970047950745,-0.5476369261741638,0.9248966574668884,0.5548362135887146,-0.5961154699325562,0.07466614246368408,0.5812840461730957,-0.4865453541278839
