left_hand_grab_distance,right_shoulder_grab_distance,left_head_yaw_angle
0.07544603834879167,0.02877620320852832,90.00185424509993
0.07437939243852977,0.03180101301188362,98.01010814261325
0.07250164223808785,0.030564118199384902,93.78806205864473
0.07031757339771964,0.029775984885345927,91.61769612987528
0.06740834670926447,0.03065762861044372,91.42065219566237
0.06604017344071988,0.029508881714328323,90.59044122028794
0.06401025062596127,0.029544476221861335,91.31877505297999
0.0639301368834745,0.028868261114062356,93.80843078084673
0.06421022328221508,0.025226857091933882,83.67538433705606
0.06379583766519202,0.02195447276710438,73.17023286973651
0.06406325941725519,0.020737226352037782,80.10408981557657
0.06611009397051525,0.021341270211508327,83.48366910114063
0.06656866931595046,0.021949808555148533,90.57295028617335
0.06764967141380678,0.022722642718134418,89.05238207789742
0.06805117169067303,0.022679030747314536,83.05152725927859
0.06606880571735993,0.02230065124349793,82.83806074138032
0.06620992394882372,0.021746005366863216,81.77585693024885
0.06802904147815912,0.021511007447224055,78.05004437600498
0.06674949590096801,0.02099581765169354,78.8371861717003
0.06654376235948148,0.021519186656335284,68.79236322025912
0.06658885171603916,0.02377821795980718,70.45362037638624
0.06698172644475252,0.02464287009746856,70.88659032775227
0.06705836968997803,0.02429007779849532,63.285230811493754
0.06684193568543692,0.025613175490258985,64.37884413435673
0.06619253634435183,0.025215965347411433,76.79635551752062
0.06510226178868866,0.025161202734137536,83.85341549370872
0.06461920511024326,0.025639692754927654,80.26192428995995
0.06427774371669023,0.026176214173978786,77.62820722253403
0.06417817249282091,0.026948480413194774,75.35475123241561
0.06474527503147572,0.027700728644356368,68.90824723558342
0.06508820214899312,0.029095401442107954,59.045699451290155
0.06533476232350428,0.029956842557996306,60.10724653028653
0.06562950966336673,0.0297446523236369,57.78819029822523
0.06598423335957246,0.02900251095706163,63.85843459730403
0.06662532044713042,0.028515933781382657,68.10639676365778
0.06779060192986328,0.028141529212587772,68.25628181444247
0.06866419187510857,0.027869980296402867,68.1875835057345
0.06952643118480765,0.027253870397665494,70.25165702005474
0.07018361757234642,0.027078462518538442,69.98698536786604
0.07053655261590423,0.027016127801751173,69.67190597229911
0.0706468324111319,0.027280389162635896,65.24434161391088
0.07052343653270324,0.027237638138203995,61.10901727544784
0.0702059193743979,0.02710729413513388,62.05414343581563
0.06980215202910672,0.027190768457407647,63.6823763578579
0.06957940083175997,0.02695254746335482,62.85937375573526
0.06958664143776828,0.026966639726919657,62.05754466603793
0.069734806818048,0.02727451413481541,62.308657950614744
0.06987335113940156,0.028060713162721098,61.284992181442576
0.06994915352789022,0.028662129524055675,60.89740036368446
0.06995665674396791,0.028825709234067975,60.62885832602027
0.07009221190174626,0.029194447292974227,58.271075894202774
0.07080071631647054,0.030397417073639875,59.4156291962465
0.071596591813534,0.031237735167412125,58.90251265479613
0.07205968970769347,0.031386150901396466,59.53847262399862
0.07314578478574428,0.03076428555655275,60.758978103010676
0.07383899577931233,0.031069432257859967,59.738217125364066
0.07448316840688704,0.031084766820208293,60.71094346323199
0.07494319357029762,0.03111093629581642,61.993782975810525
