left_hand_grab_distance,right_shoulder_grab_distance,left_head_yaw_angle
0.12560098997236727,0.17924737248029082,64.59030746157062
0.12741361152341205,0.18121566710154519,69.39582013021602
0.1296721357565766,0.1842417770519308,66.9739889727989
0.12983582513808534,0.18476195853727587,61.81878864912579
0.12964159792747917,0.1833074460365488,64.52667029151932
0.12710381132429455,0.181856664915189,64.53132613148956
0.12543714842201306,0.18107233650931795,63.30401495765822
0.12312675004170708,0.17965602266026506,59.17766743134006
0.12333743027883425,0.1792534528240646,57.21211294781477
0.12332858718369964,0.17874716555318604,57.55842212238747
0.12268269976335974,0.1782307544916209,58.458278087299995
0.12322210825615754,0.1777542789008693,59.713511989649824
0.12212920541894765,0.17682152942275675,65.91300199472214
0.12245439969021814,0.17652337009217312,68.38391926348068
0.1225040034814697,0.1764419150033537,69.12723734523762
0.12171100139996659,0.1761463968523626,69.02422094275373
0.12181284438780558,0.17616784453104134,67.81495704103494
0.12215107324409034,0.17607488829719922,67.2465758690006
0.12190042392588371,0.17597589699608135,66.93991419225108
0.121602222347213,0.1748955658581185,68.49520915954773
0.12144398285766198,0.17450372269263145,67.83681447372201
0.12174227443294175,0.1736589639535817,68.32997094255764
0.12202868308737917,0.17270504627203015,68.19784365692053
0.1211093404716983,0.17121919175710118,68.36354313254644
0.12005861208059258,0.1699535319391636,66.82998132726587
0.11902832691850795,0.16918225385070357,64.74175889111021
0.11855309051105542,0.16823012577081345,62.39080683440816
0.12103012044340558,0.16766423433958857,58.47572346133738
0.12501349937523293,0.16675333029246506,55.24964584927123
0.1318478062065231,0.1668306500689774,52.096840447461815
0.13357599419853608,0.16797514676831682,52.46798112649458
0.13408654697105019,0.16769321632293835,53.23451161746539
0.13312600585327924,0.167114598687591,55.91253329304926
0.13323085814280974,0.16745881011161778,60.51900577438484
0.1328693296584311,0.1689889321226173,62.58322788134221
0.13228937673126187,0.1690768486180132,67.1538969552761
0.1291396047377823,0.1692492876820675,63.25890796611356
0.12872984506259902,0.16943427819241735,58.348411875846836
0.12796057442833156,0.16958487257513655,58.374819473265674
0.12622609713568503,0.16958780317730768,57.40576826037493
0.12632139989491353,0.1688476289313259,54.84617416504992
0.1264964484638062,0.16873522766415375,53.81094215171741
0.12780926548382796,0.16884673776322132,50.3609380054095
0.1281026515446976,0.16879054039156074,49.57439656259944
0.12794868904724446,0.16895499524564606,50.38003300867743
0.12592702379965826,0.16904071359587036,51.58274830592755
0.12676908442417914,0.16967769212838218,51.08506757394728
0.126972193331562,0.17011158679912222,50.269025206610515
0.1268666562034088,0.1707286044400285,50.107940126132846
0.12683971484881915,0.17181772944203735,51.25534158540489
0.12619083040978568,0.17282762985554742,53.739429437497165
0.12544397902462248,0.1730105619745294,53.34477592146295
0.12581504813826383,0.1732302107135892,53.24425361737409
0.12634750350037766,0.17288544024924876,53.08415308309
0.1263694893410889,0.1727757676141138,53.29177385580304
0.1270380241745164,0.17180346770269891,55.232147995113564
0.12804255284249436,0.1721729007668352,54.861612477283835
0.12765871720089683,0.17287075429068616,54.07532377462966
0.12822809339390337,0.1737735828776893,53.980682169290915
0.12974941323034805,0.17468318035448294,53.68786898334447
0.1305793417658695,0.17530473266157334,55.02398281983869
0.12799136636850478,0.1758732690711564,54.75578774689912
0.12476648300744525,0.17607012916903608,53.65436148201867
0.12438218946697122,0.17622458911545646,53.600720134996926
