right_hand_grab_distance,left_shoulder_grab_distance,right_head_yaw_angle
0.13356254534782092,0.3294439289937151,88.27304932201287
0.14040566045835842,0.3230271957449955,84.45956087183497
0.14355331215083383,0.32179501455102844,86.44074638148756
0.14476997683772636,0.31876895291174734,91.12225429807418
0.14548071273185886,0.3174976160793631,88.86798481598731
0.14577538535541407,0.3148008614755094,88.74993792622229
0.1460323542038999,0.3138918238653407,89.58469480846749
0.1461325377553095,0.3115176050841859,92.58404162447816
0.14640329057879053,0.3111114422489075,94.38499737566187
0.14667424977892418,0.3114636114308045,94.14761255031505
0.14670173824883215,0.3117703841148281,93.34052900235478
0.14677868469975516,0.31247715177926505,92.2924217672531
0.14722788885268123,0.31118297312219495,86.76820125838286
0.14733728515855166,0.31138427536442126,84.5677731885312
0.14738372282352843,0.31202179962628257,83.9689804170799
0.14725693325551684,0.31112789188898543,84.25255728317822
0.14706961774423494,0.31154360728515657,85.28736528321397
0.14702728306947638,0.3119037877723561,85.84582599355885
0.14711440144957108,0.312002832294161,86.14226406599465
0.14704695545505556,0.311370999662911,84.87255456584191
0.14639305237216166,0.31113046777017167,85.40795143243334
0.14470602431819518,0.31107696233099164,84.92393931793632
0.14176942261872125,0.3121241254080049,84.9356794040553
0.13907163659115687,0.31123526513583494,84.80752257876122
0.13552577030125534,0.31139718432354063,86.14899963578753
0.13426997501372195,0.31192016897701197,87.7797823169121
0.13471730359795092,0.3128367946748232,89.69285529702036
0.13574620702147694,0.3162636220578538,93.30127156611462
0.13639115349014597,0.32008128713430456,96.54976910491874
0.13663244501600655,0.3275511290272936,98.74724901619052
0.13707548366850988,0.32925077806897196,98.43876244486549
0.13688902636436,0.33093436274888666,97.95245840632593
0.1366224600190916,0.3291702481878401,96.15796035206543
0.13758985022853618,0.32500837446690006,92.168172197455
0.13781524902702683,0.32415494306072673,90.12112711089438
0.13772917124175307,0.3231129051311283,85.87456996761657
0.1371845454596653,0.31918956575479285,89.42404530932997
0.13713675987584895,0.3187935201907986,93.82740117332041
0.13744951098085745,0.31817886882994945,93.79029120394375
0.1386476784062593,0.3163442354139222,94.61565728953232
0.13984811802749367,0.31593150016945915,96.77333279374899
0.1399030128094516,0.31552303977845914,97.50317938890491
0.1402408009540987,0.315636949236652,100.21925558036796
0.14069742019589138,0.31587288973955313,100.56958072930284
0.1410346409300949,0.3160703841683563,99.89536466153352
0.1408854284764212,0.31516471883433095,98.87206654527273
0.14162617193274984,0.31641677868357876,99.07807668225614
0.14234259842415492,0.3161826193613063,100.01019870283375
0.14287314256525693,0.31711407626721083,100.39942080429142
0.14310128994632185,0.31754357526662186,99.7421204419645
0.14248892763644533,0.31675334477644684,97.60217483256302
0.14244839984164104,0.31505070365881577,97.628765951034
0.14216667423505355,0.3143428447186586,97.45649689475074
0.14236384474263397,0.31423973574390746,97.82024647829076
0.14262780458274252,0.3133922704689578,97.75724102640538
0.14290150823777353,0.31251298946221695,95.97010378588817
0.14370946764850814,0.312883109967914,96.1577044477292
0.14437977152737191,0.31193759106298174,96.94691638787172
0.14501191531420202,0.31206309369971025,97.23290355906653
0.14470684108504214,0.3131627128603813,97.48547649731914
0.14466259557964956,0.3156164051482098,96.18661718324942
0.1444672449583666,0.31453963973275867,96.57660936842572
0.14422692314531946,0.31187076090273746,97.69796119977185
0.1442071836956004,0.3119350432243451,97.61369330004328
0.14440479422696872,0.31199316304529906,97.17537142618067
0.14440229553080175,0.31170509399094964,96.89018275915153
0.14386165805706375,0.3116493147746798,96.8336460551048
0.14352106537838463,0.31182883678834,96.7255452103952
0.1434676600255381,0.31257910337302197,97.26026086801284
0.143430480419049,0.312920373825495,97.2918701963189
0.14306428484402905,0.31278990364029174,97.21313357986153
0.1425659685105047,0.31294183151962707,97.18962516673747
0.1420388350731858,0.31294771551346057,97.21562321901956
0.14177655811297932,0.3133004964565058,97.2886305645187
