left_eye_level_diff,left_shoulder_level_diff
0.05533194541931158,0.18734771013259888
0.054855465888976995,0.17085745930671692
0.053733319044113215,0.1591598391532898
0.05645257234573359,0.1572267711162567
0.060818880796432495,0.1573147475719452
0.06052801012992859,0.15569329261779785
0.06194067001342768,0.15666955709457397
0.0628210306167602,0.15681150555610662
0.06405851244926447,0.15840354561805725
0.06447705626487732,0.15909329056739813
0.06624206900596619,0.16078966856002813
0.06915867328643799,0.16155904531478882
0.07191571593284612,0.1585712730884552
0.0739379227161408,0.15571099519729614
0.0737089216709137,0.15566855669021606
0.07327842712402349,0.15878424048423767
0.07258865237236023,0.15937751531600958
0.07279828190803528,0.15947315096855164
0.07294467091560358,0.15808472037315374
0.07263097167015076,0.15563938021659857
0.07425013184547419,0.15510764718055725
0.07748085260391235,0.15514719486236572
0.07754942774772638,0.15536823868751531
0.07558652758598328,0.15475887060165405
0.07479661703109741,0.15352565050125128
0.07338815927505499,0.152322918176651
0.07204821705818182,0.1519559025764466
0.07203885912895197,0.15100479125976562
0.07221600413322454,0.14985603094100952
0.07255467772483826,0.1483199000358582
0.07430067658424372,0.14796417951583868
0.074390709400177,0.14761200547218323
0.07482758164405828,0.14702743291854864
0.07379302382469183,0.1449979841709137
0.0730448067188263,0.14496830105781555
0.0725336074829101,0.14473295211791992
0.07198631763458252,0.14460492134094238
0.0716505348682403,0.14471688866615295
0.07128268480300898,0.1444985568523407
0.0715495347976684,0.14480218291282654
0.0718067586421966,0.14468792080879217
0.07138088345527643,0.14342346787452698
0.07130083441734308,0.14387676119804382
0.07155904173851013,0.1447220146656037
0.07180958986282349,0.14518836140632635
0.07190966606140131,0.1460053026676178
0.07219836115837097,0.14713710546493536
0.072372317314148,0.14957156777381897
0.07312428951263422,0.1505020260810852
0.07362401485443121,0.15035632252693182
0.07448872923851019,0.15039110183715826
0.07492157816886907,0.15017947554588318
0.07521569728851318,0.149838536977768
0.07475355267524719,0.1497144103050232
0.07442054152488708,0.14980170130729675
0.07021856307983393,0.14082437753677374
0.06714475154876709,0.13538011908531195
0.06656411290168762,0.13102674484252935
0.06682273745536799,0.13103193044662476
0.06425651907920837,0.13377532362937933
0.06345772743225092,0.1295742392539978
0.06019878387451166,0.12988081574440008
0.05946898460388178,0.13137051463127142
0.05809548497200012,0.1316091418266297
0.055648922920226995,0.13040000200271612
0.05414417386054998,0.12956342101097107
0.05448633432388311,0.12968307733535772
0.05680382251739502,0.12820130586624146
0.054732322692871094,0.12776663899421697
0.0539658367633819,0.1266078650951386
0.0551837682723999,0.12740242481231695
0.055653333663940374,0.1289609670639038
0.056196302175521795,0.13201159238815313
0.05584153532981878,0.13365739583969122
0.05397775769233709,0.13629257678985596
0.05142632126808172,0.13174831867218018
0.05050566792488104,0.12763407826423645
0.049865514039993286,0.12274491786956787
0.04949086904525751,0.1234319806098938
0.04856416583061213,0.12379351258277893
0.048290044069290106,0.12419953942298895
0.047893404960632324,0.12472137808799744
0.04758664965629572,0.12495568394660955
0.04730972647666931,0.12450993061065674
0.0473622083663941,0.12498968839645391
