left_eye_level_diff,left_shoulder_level_diff
0.04723596572875982,0.1275573372840882
0.04723623394966131,0.12915456295013428
0.047367602586746216,0.1298273503780365
0.047314465045928955,0.1299673318862915
0.04596641659736639,0.12856179475784307
0.04478895664215088,0.1288781762123108
0.0446162223815918,0.12940257787704473
0.04404318332672119,0.1283041536808014
0.04515752196311951,0.12829551100730896
0.04954564571380621,0.12639310956001282
0.05016478896141052,0.12413120269775396
0.047047704458236694,0.12645220756530767
0.04656916856765747,0.12696143984794622
0.04693290591239929,0.12768936157226562
0.04628598690032959,0.1278240978717804
0.047314256429672186,0.12535661458969122
0.047598421573638916,0.12437412142753607
0.047752618789672796,0.1235579252243042
0.04711037874221807,0.12317618727684021
0.04775604605674738,0.12292933464050299
0.04904913902282709,0.12185284495353704
0.05077508091926569,0.12244293093681341
0.05081731081008911,0.12241223454475403
0.05073055624961853,0.12242209911346436
0.050673484802246094,0.12235218286514282
0.05185443162918091,0.12386801838874822
0.0528970658779144,0.12407934665679932
0.05316236615180972,0.12387022376060491
0.05431023240089419,0.12444877624511719
0.056095704436302185,0.12632301449775696
0.05891025066375727,0.12824240326881414
0.05984233319759372,0.12870067358016968
0.060601010918617304,0.1287008821964264
0.0625997930765152,0.13005134463310242
0.06341268122196198,0.13063248991966253
0.0617670863866806,0.13324308395385742
0.061019375920295715,0.13489526510238647
0.0609334260225296,0.1350709199905396
0.06175309419631961,0.134812742471695
0.061212331056594904,0.134039968252182
0.06315679848194117,0.13402691483497625
0.06371504068374637,0.1355839371681214
0.06440193951129919,0.13881134986877441
0.0643971115350723,0.1394347846508026
0.06441749632358551,0.13900873064994818
0.06379382312297818,0.13734221458435064
0.06357252597808838,0.1361808478832245
0.06313401460647591,0.13535761833190918
0.06273764371871951,0.13494551181793213
0.06250855326652527,0.1340539455413819
0.06241306662559509,0.13381481170654297
0.062390863895416204,0.1340551376342774
0.062355220317840576,0.13531187176704412
0.06021520495414734,0.1366365551948548
0.06003671884536743,0.13703942298889166
0.059742748737335205,0.13731360435485845
0.060343146324157715,0.13740518689155584
0.05930423736572271,0.1359434425830841
0.057134419679641724,0.13457468152046204
0.056519865989685,0.1345584392547608
0.05634868144989008,0.1345323920249939
0.05597588419914251,0.13540124893188477
0.055740475654601995,0.135622650384903
0.055507808923721313,0.13469228148460394
0.05609577894210818,0.13516560196876531
0.05674424767494196,0.13656696677207947
0.05660901963710782,0.136942207813263
0.056199207901954706,0.1370556652545929
0.0550081133842468,0.1371027827262879
0.05354245007038119,0.13726010918617254
0.05295547842979431,0.13575667142868048
0.05251696705818179,0.1294743716716767
0.052192538976669284,0.1266644299030304
0.05100575089454651,0.12354707717895513
0.05025240778923029,0.12175619602203375
0.0486811101436615,0.12084618210792547
0.04832547903060913,0.12072524428367615
0.048412203788757324,0.12188750505447388
0.048690527677536066,0.122383862733841
0.04937684535980219,0.12279409170150757
0.04997360706329346,0.12329176068305975
0.05070978403091431,0.12346878647804266
0.050976067781448364,0.12307572364807134
0.05063360929489141,0.12228569388389593
0.05060902237892151,0.12147876620292664
0.05006369948387146,0.11945188045501715
0.04973390698432928,0.11735048890113836
0.049732506275177,0.11619341373443609
0.04982846975326538,0.11535751819610596
0.04956820607185364,0.11410963535308843
0.04917800426483154,0.11339148879051214
0.04850423336029053,0.11099401116371149
0.047040730714797974,0.10916247963905329
0.04544374346733099,0.10848486423492432
0.0442651510238648,0.10827013850212097
0.04413136839866638,0.10904163122177118
0.04461824893951416,0.10904982686042791
0.04464718699455261,0.10880371928215021
0.044680714607238714,0.10663962364196772
0.045231640338897705,0.10623228549957281
0.04556253552436823,0.10579881072044378
0.04598191380500788,0.10505938529968262
0.0461995005607605,0.10473671555519104
0.046212226152420044,0.10394316911697393
0.04636961221694946,0.10399258136749262
0.04587602615356451,0.10337057709693909
0.046152412891387884,0.1026315689086914
0.045991033315658625,0.10259178280830389
0.046681761741638184,0.10291415452957159
0.046904861927032415,0.10251256823539728
0.047450512647628784,0.10259106755256658
0.048476457595825195,0.10304120182991022
0.05028444528579712,0.10348626971244812
0.051159828901290894,0.10392040014266968
0.05252259969711309,0.1063018143177033
0.05285991728305811,0.10696923732757563
0.052660137414932306,0.10693049430847174
0.0512528121471405,0.10630959272384644
0.04762934148311618,0.10558858513832098
0.0445765554904938,0.10722509026527405
