left_pull_distance,left_eye_level_diff,left_shoulder_level_diff
0.14175432204404848,-0.038574337959289495,-0.08969047665596014
0.13725397554062657,-0.037657320499420194,-0.08216017484664923
0.1456792628298411,-0.03604164719581612,-0.07928866147995
0.14023009147538418,-0.0359919518232345,-0.07639402151107783
0.1282650442768237,-0.036649972200393705,-0.07790949940681463
0.11670851980651312,-0.03973779082298279,-0.08012869954109186
0.11798574427349498,-0.040451943874359075,-0.08310484886169428
0.11922854521186967,-0.039858147501945496,-0.08572274446487421
0.11737415946755045,-0.04080569744110102,-0.08852356672286993
0.11305622142516958,-0.04153497517108923,-0.0913927853107453
0.11281516525343269,-0.041674345731735285,-0.09336221218109125
0.1088387629817884,-0.042026236653327886,-0.09482970833778381
0.11080515919174916,-0.04245463013648987,-0.09345671534538263
0.11114415252805146,-0.04233273863792422,-0.09332805871963501
0.1110437716296918,-0.04169236123561859,-0.09330907464027399
0.11025449820773288,-0.0413341224193573,-0.09340688586235046
0.10992803377393007,-0.041247889399528476,-0.09358671307563782
0.10938012466770655,-0.041214436292648315,-0.09360995888710022
0.10918438610936883,-0.04062274098396301,-0.09365272521972651
0.10935065750496012,-0.039905771613121005,-0.09369629621505743
0.10960627364273683,-0.03968271613121033,-0.09364190697669988
0.10979426334486461,-0.03974628448486328,-0.09396466612815857
0.11010666451309734,-0.0399324893951416,-0.09357881546020502
0.11200177507201318,-0.039854094386100714,-0.09252920746803289
0.11369732481229561,-0.03975628316402438,-0.09240871667861938
0.11486358481847377,-0.039938300848007174,-0.09186658263206476
0.11455315529233323,-0.04028098285198212,-0.09065800905227661
0.11382305914610112,-0.04026983678340909,-0.08966061472892761
0.11469154767482004,-0.040427371859550476,-0.08835595846176142
0.11476192255628867,-0.04048433899879461,-0.08735787868499761
0.11406092416152251,-0.040314286947250366,-0.08708095550537104
0.11407060646214935,-0.04008151590824127,-0.086059421300888
0.11486364912275572,-0.039704844355583274,-0.0851022601127624
0.11456095674539231,-0.03962324559688571,-0.08429667353630071
0.11411519377485563,-0.03966528177261358,-0.0841769278049469
0.1141977232184819,-0.039964169263839694,-0.08376961946487432
0.11461518028519314,-0.039906904101371765,-0.08374768495559698
0.11527838232614009,-0.03955788910388949,-0.08337575197219849
0.1177438974821318,-0.03940640389919278,-0.08275052905082708
0.11860589080441529,-0.03927776217460638,-0.08223539590835571
0.11873619670085243,-0.03912587463855749,-0.08159327507019043
0.11867012694088201,-0.03858229517936709,-0.08054560422897344
0.11781323892250617,-0.0379702746868133,-0.07970911264419556
0.11679997435099859,-0.0371900945901871,-0.08002063632011419
0.11637155962053973,-0.0366470813751221,-0.0798792839050293
0.1134566995440968,-0.0361599326133728,-0.079421877861023
0.11186133932802525,-0.035520911216735895,-0.07894429564476013
0.11129855140172415,-0.03511813282966608,-0.07897487282752991
0.110743882323176,-0.0347377210855484,-0.07900086045265192
0.11096218444355924,-0.03467397391796112,-0.07891246676445002
0.1102493306448521,-0.03460526466369629,-0.07898670434951777
0.10954773127725967,-0.034220874309539795,-0.07886052131652832
0.10916040276538204,-0.0342024564743042,-0.07876810431480402
0.10811637269036549,-0.03409761190414426,-0.07817479968070978
0.10769304605770717,-0.0340762585401535,-0.07746890187263489
0.10904825054333842,-0.034127026796340915,-0.07744678854942322
0.10941677934352925,-0.03443747758865359,-0.07764172554016113
0.1126925662386592,-0.034952476620674106,-0.07773000001907354
0.11390662876795922,-0.0357694327831268,-0.07760563492774969
0.12159709077544366,-0.03601263463497159,-0.07789459824562073
0.12124802500190811,-0.03636513650417331,-0.07942265272140508
0.12090576716996723,-0.03646260499954218,-0.08022898435592657
0.11922152058761527,-0.0364418178796769,-0.0809173583984375
0.11679198277869582,-0.03655561804771429,-0.08173292875289911
0.114357701207162,-0.03659757971763611,-0.08260565996170044
0.11343075418785871,-0.036719486117362976,-0.08276435732841492
0.11454487689339643,-0.0370868444442749,-0.08141595125198359
0.11542814838844456,-0.0373240262269974,-0.08136320114135737
0.11544813932571187,-0.0376773476600647,-0.08167344331741339
0.11561318867314031,-0.0382169634103775,-0.0818061232566834
0.11459834361322778,-0.03844551742076882,-0.0822822749614715
0.11256002921300685,-0.038835033774375916,-0.0834831297397613
0.11094932891416515,-0.03896886110305792,-0.08491754531860352
0.10991624920389312,-0.03904466331005102,-0.08698907494544977
0.10913656537383917,-0.03928366303443909,-0.0888301432132721
0.10958882672870547,-0.03951092064380651,-0.09048745036125178
0.11033063687890778,-0.03949397802352911,-0.09135609865188593
0.11065147247752179,-0.039476990699768094,-0.09227600693702692
0.11141335924056914,-0.03939166665077218,-0.09222650527954107
0.11187304271766564,-0.039355203509330694,-0.09237048029899603
0.1119922019364029,-0.03928765654563912,-0.0924853384494781
0.11178137892793445,-0.03916631639003759,-0.09263607859611511
0.11211251630210842,-0.03898698091506961,-0.09250408411026001
0.11226554921772924,-0.03868982195854187,-0.09265142679214478
0.11303343618384655,-0.03850303590297707,-0.092640370130539
0.11353138341072869,-0.038416981697082575,-0.09269019961357122
