left_pull_distance,left_eye_level_diff,left_shoulder_level_diff
0.11299499658694383,-0.03824870288372037,-0.0930839478969574
0.11213303393661592,-0.03791569173336029,-0.0934344232082367
0.11100595933330394,-0.03713878989219671,-0.0934127271175384
0.1106281448136925,-0.036850497126579285,-0.09333443641662603
0.11124071437996548,-0.03655512630939481,-0.09336251020431519
0.1112761139934754,-0.03640672564506528,-0.09356445074081421
0.11150937913923743,-0.03617975115776062,-0.0937565267086029
0.1121797281723783,-0.035937607288360596,-0.09379932284355158
0.11342923632780781,-0.0355348736047745,-0.093528151512146
0.11514603839837069,-0.03507411479949951,-0.09231829643249506
0.11615751129607606,-0.03497491776943207,-0.09159329533576971
0.1163554279810101,-0.0350215435028077,-0.09115454554557795
0.11562174665845487,-0.03511916100978851,-0.09045550227165222
0.11529620701743942,-0.03521166741847989,-0.0894676148891449
0.11484337549360839,-0.035349071025848416,-0.08736017346382141
0.11431420832079194,-0.03539393842220309,-0.08665332198143
0.11395073527588333,-0.03565467894077301,-0.08630985021591192
0.1135696618749164,-0.035651877522468595,-0.08576574921607971
0.1128315564901648,-0.03573507070541376,-0.0855453610420227
0.11272565181471711,-0.03609919548034668,-0.08569326996803284
0.11236130653214887,-0.03632341325283048,-0.08680185675621033
0.11207183026678978,-0.03660599887371069,-0.08681255578994751
0.11219532495343727,-0.036953940987586975,-0.0867911577224732
0.11257205824553479,-0.037269651889801025,-0.08676785230636591
0.11293109220926383,-0.037523090839385986,-0.08699065446853643
0.11310074463453419,-0.037667244672775324,-0.0871830284595489
0.1136019993771915,-0.037844657897949274,-0.08747979998588562
0.11537599565349571,-0.03714971244335172,-0.08762398362159729
0.11617714781337368,-0.036711364984512385,-0.08782866597175593
0.11658277224371208,-0.036373019218444796,-0.08779004216194147
0.11674310418699993,-0.0360757261514664,-0.08776992559432978
0.11663064811822443,-0.03595972061157229,-0.08753740787506109
0.11672358855345175,-0.0357387512922287,-0.08703705668449407
0.11685705113269017,-0.03557330369949349,-0.0864459872245788
0.1171879386060026,-0.03558112680912018,-0.08638808131217962
0.11856349590917915,-0.03560391068458563,-0.08647516369819641
0.12035004548983846,-0.035586565732956016,-0.08648648858070368
0.1204422880359422,-0.035563692450523376,-0.086538165807724
0.12084984077538248,-0.03568795323371887,-0.08694207668304438
0.11928585997057908,-0.03590176999568939,-0.08708778023719788
0.11719956547752979,-0.036120072007179205,-0.08769175410270691
0.11666667900295595,-0.03638218343257901,-0.08820611238479614
0.11276922486735619,-0.036708533763885526,-0.088141530752182
0.1138777679859212,-0.03742301464080819,-0.08813688158988953
0.11308475696183047,-0.037655949592590304,-0.08814111351966852
0.11254225763716402,-0.037620991468429565,-0.08810469508171082
0.11188703832305998,-0.037722647190093994,-0.08895030617713928
0.11110783895482536,-0.037988841533660916,-0.08923810720443731
0.11048764240938984,-0.03917390108108526,-0.08950316905975342
0.11088761131801086,-0.03965283930301661,-0.0895749032497406
0.11178454179506848,-0.04001568257808688,-0.08960509300231928
0.11253234971146257,-0.0402669757604599,-0.0894546508789062
0.11293465900864058,-0.04041473567485809,-0.08940446376800537
0.11274943936668302,-0.04125547409057623,-0.08931058645248419
0.11271227555785432,-0.041366070508956965,-0.0892577171325683
0.11324598749195261,-0.04150147736072543,-0.08938664197921758
0.1135422356877573,-0.041484937071800204,-0.0892687439918518
0.11403408534596342,-0.04141874611377719,-0.08958461880683893
0.1139332992962163,-0.04135437309741982,-0.08997365832328802
0.11402769326104642,-0.04116791486740112,-0.08976283669471741
0.11581889967948812,-0.040898457169532804,-0.08953198790550226
0.11489723342433054,-0.040453106164932195,-0.0892946720123291
0.11424940507492651,-0.0402240455150604,-0.08913889527320867
0.1133745159310493,-0.03984296321868899,-0.0890729129314422
0.11241289042567108,-0.039844676852226285,-0.08897575736045837
0.11147438749920205,-0.039851084351539695,-0.08907178044319153
0.11085385409506769,-0.039745062589645413,-0.0893208384513855
0.11041666045598209,-0.039767220616340665,-0.08929559588432312
0.10966726449079013,-0.03979352116584778,-0.0892077386379242
0.10939528381503502,-0.04005509614944461,-0.08934569358825678
0.10932653686204505,-0.04018490016460419,-0.0891798734664917
0.10986063996372863,-0.04033994674682617,-0.089036375284195
0.11054181552742987,-0.04023747146129611,-0.08883661031723022
0.11018033151175327,-0.03992864489555359,-0.08848059177398682
0.11014115044307328,-0.03887289762496951,-0.0878716111183166
0.11020403042256027,-0.03776913881301883,-0.08701962232589716
0.11012037040768213,-0.037227407097816495,-0.08627298474311829
0.11023830770980186,-0.03683249652385706,-0.08397814631462097
0.11057665873074156,-0.03601388633251193,-0.0826014876365661
0.11030762290451789,-0.03563788533210757,-0.08197322487831121
0.11003929631087826,-0.035622850060462896,-0.08189353346824652
0.10831270030973324,-0.03570432960987088,-0.08161699771881109
0.10899521494443651,-0.03575207293033597,-0.08147060871124268
0.10965162644675824,-0.03574691712856287,-0.08134466409683233
0.1081209197358261,-0.03570100665092471,-0.08126980066299438
0.10916164922664552,-0.03639507293701172,-0.08078759908676142
0.11339125557765142,-0.036308512091636685,-0.08012029528617859
0.11291497647577904,-0.0365458726882934,-0.07955682277679443
0.1586893598348621,-0.03685279190540311,-0.07916590571403498
0.14789172478240056,-0.036733701825141934,-0.0791521668434143
0.13961353183501798,-0.03668937087059021,-0.07912304997444158
0.13412669000462996,-0.03671927750110621,-0.07918491959571838
0.12836896588765037,-0.0367919057607651,-0.07974892854690546
0.12419743971908943,-0.036795645952224676,-0.08036535978317261
0.12580892961212167,-0.036747261881828336,-0.0806068480014801
0.12262094691586983,-0.036904945969581604,-0.08104497194290161
0.13938837601107534,-0.037384659051895225,-0.08139249682426453
0.13442048401701664,-0.0374374985694885,-0.0817219614982605
0.12560036177539322,-0.03763535618782038,-0.08201566338539118
0.12182228474710068,-0.0376299321651459,-0.08220019936561579
0.12072351943653226,-0.037561953067779486,-0.08226215839385981
0.11953739092260658,-0.037493735551834106,-0.0823424756526947
0.11877807958265602,-0.037504553794860895,-0.08260157704353333
0.11866020896765286,-0.0375149548053742,-0.082942545413971
0.11883552821220826,-0.037794560194015475,-0.08367151021957392
0.11753747052922864,-0.03756234049797064,-0.0842509269714356
0.11890956627796004,-0.037420228123664884,-0.08433058857917791
0.1200366563033885,-0.03705419600009918,-0.08348551392555242
0.12053846926345914,-0.03682337701320651,-0.08293884992599493
0.12775625296772838,-0.03631977736949921,-0.08238747715950012
0.14471084899238387,-0.03580737113952637,-0.0814896821975708
0.15004481639021405,-0.0357084721326828,-0.08053445816040039
0.1516383002528371,-0.03579792380332947,-0.07999828457832342
0.1515056313470523,-0.0357322841882706,-0.07739889621734619
0.13939312491698164,-0.03582155704498299,-0.0767412781715393
0.13398092020215815,-0.03612847626209259,-0.07671689987182623
0.1301508268437856,-0.037023350596428,-0.07747665047645569
0.12596069362395293,-0.03728669881820676,-0.07817059755325312
0.12582456664381217,-0.0371997207403183,-0.07823768258094793
0.1258297289353566,-0.03715851902961731,-0.0785643458366394
0.12608219697509893,-0.037168815732002286,-0.07942363619804377
0.1261655814227505,-0.03690746426582339,-0.0815624594688415
0.12481963573945322,-0.03672127425670629,-0.0829034149646759
0.12417702530496469,-0.0366241037845611,-0.0836941003799439
0.12350013968923791,-0.03642125427722931,-0.08417773246765131
0.12267557108837106,-0.03626240789890289,-0.08483770489692688
0.1217836046893778,-0.036408081650733976,-0.08611425757408148
0.12038989906527925,-0.036214157938957214,-0.0862459242343902
0.11929190125428293,-0.03562402725219732,-0.08631491661071777
0.11855665845190735,-0.03524397313594818,-0.08601617813110352
0.11931164219657575,-0.034889623522758484,-0.08556777238845831
0.12436788320896425,-0.033935204148292625,-0.0845054984092713
0.12454335235778245,-0.033228263258934077,-0.08446201682090759
0.12850388436473317,-0.0328027009963989,-0.08447879552841187
0.12831252153097464,-0.03258691728115082,-0.0842635035514831
0.12748249208304654,-0.032558307051658575,-0.08420959115028381
0.12424293966854337,-0.03260798752307889,-0.08420664072036738
0.12323925603642033,-0.03260950744152072,-0.08410230278968811
0.12297508267204052,-0.03256538510322571,-0.0842103362083435
0.12272228132418482,-0.0322265625,-0.08412665128707891
0.1219114115195136,-0.031817093491554316,-0.08390471339225769
0.12318101738975822,-0.03180706501007083,-0.0837891697883606
0.12240386962211844,-0.031868547201156616,-0.08368673920631409
0.12344244764333509,-0.03184112906455999,-0.08293825387954712
0.12299725364942811,-0.03223577141761777,-0.08115324378013611
0.12166544769797896,-0.03239127993583679,-0.08072125911712646
0.12070671842243931,-0.0322742760181427,-0.08063432574272161
0.11992574264843854,-0.0322377681732178,-0.0805740356445313
0.12071516436924942,-0.03248074650764468,-0.08050608634948725
0.12030559963728947,-0.03249487280845639,-0.07999983429908747
0.1197246559695338,-0.03261421620845789,-0.0794239342212677
0.12012070893105901,-0.03261625766754156,-0.07671824097633362
0.11912949913725984,-0.03273189067840579,-0.07478883862495417
0.11931541688695914,-0.03273589909076699,-0.07370024919509888
0.16274669966654484,-0.032730042934417725,-0.072849452495575
0.17253016471734667,-0.032560929656028775,-0.0716547966003418
0.16311898573134423,-0.032037064433097895,-0.07044753432273865
0.15975614407917826,-0.03202748298645022,-0.07005617022514343
