feature,mean,std,min,max,count
left_elbow_angle,79.67086614313469,49.35167098412709,11.605981523614691,140.04818599784156,327
right_elbow_angle,92.85859100602248,41.7368493841081,33.214817548739816,144.71385326805208,327
left_Lhand_y_alignment,0.031217150914195115,0.043419183620601036,-0.022498667240142822,0.32613515853881836,327
left_Rhand_y_alignment,0.03307680416544643,0.045425419833142106,-0.06485092639923096,0.12627661228179932,327
right_Lhand_y_alignment,0.04271122603606011,0.05167022795644834,-0.02472156286239624,0.34252268075942993,327
right_Rhand_y_alignment,0.044570879287311425,0.02203164860340029,-0.06575268507003784,0.13037139177322388,327
left_Lhand_x_alignment,0.08340909976842571,0.27595362150862435,-0.22449827194213862,0.3789699673652649,327
left_Rhand_x_alignment,0.023152518527587984,0.04037765240376441,-0.20573574304580688,0.2599382996559143,327
right_Lhand_x_alignment,0.1065616182960137,0.2876677201126332,-0.2382933795452118,0.397669792175293,327
right_Rhand_x_alignment,-0.08746402444095787,0.2772198961595866,-0.46367880702018743,0.20183908939361572,327
estimated_aspect_ratio,1.1244729257348085,0.0,1.1244729257348085,1.1244729257348085,327
x_coordinate_range,0.7415689527988435,0.0,0.156371384859085,0.8979403376579285,327
y_coordinate_range,0.6594813764095306,0.0,0.3029633462429046,0.9624447226524352,327
