hand_clasp_distance,left_arm_angle,right_arm_angle,left_hand_y_alignment,right_hand_y_alignment,eye_level_diff,shoulder_level_diff,left_eye_level_diff_positive,left_shoulder_level_diff_positive,left_all_pass
0.07234848543520249,171.20874801139212,160.4448613396063,0.1585035026073456,0.1920230090618133,0.022392511367797907,0.075646311044693,True,True,True
0.07180597288697171,171.1946547899239,160.5306959226068,0.16018952429294586,0.1926821246743203,0.022940933704376165,0.07582691311836243,True,True,True
0.07112646073048262,171.0952057437342,160.5075207940488,0.16160032153129578,0.1929492205381393,0.0234843790531159,0.07595103979110718,True,True,True
0.07037653320459322,171.01431655873515,160.41807180419391,0.16251826286315918,0.1925297155976296,0.024043858051299993,0.07608252763748169,True,True,True
0.07005318177990408,170.96675858531947,160.72473193896388,0.1631484031677247,0.19232500344514847,0.024646103382110596,0.07621651887893671,True,True,True
0.07033058312871454,171.06787519703704,161.19882736268494,0.1633011251688003,0.19197663664817816,0.02507993578910822,0.0765761137008667,True,True,True
0.07055069279887624,170.86890083493952,161.16941666811695,0.16316132247447973,0.1913058906793595,0.025301873683929443,0.07707789540290838,True,True,True
0.07097707937014346,170.92606905590625,161.06447284681641,0.16252274811267858,0.1902304887771606,0.025670051574707087,0.07750311493873602,True,True,True
0.07076437412668307,170.942718281095,161.03503385046943,0.1618852615356446,0.188997134566307,0.026057839393615778,0.0777755081653595,True,True,True
0.07040459271181217,170.83016684219714,161.2768002408219,0.1618711948394775,0.18808585405349731,0.026663035154342596,0.078185886144638,True,True,True
0.06962456501774877,170.75049573474195,161.27002563279024,0.1621615141630173,0.18734911084175107,0.02712994813919073,0.0785095095634461,True,True,True
0.06910855789117605,170.97379629966937,161.4345341513953,0.16274628043174744,0.186817929148674,0.027727395296096802,0.0789478719234466,True,True,True
0.06812812758898652,171.18157860144223,161.50689193762256,0.16312566399574288,0.1863965541124344,0.028217792510986384,0.07960471510887146,True,True,True
0.06883971079296484,171.2139507790429,161.7406964609799,0.1625073999166489,0.18668010830879211,0.028389155864715576,0.0800915658473968,True,True,True
0.06971798907016953,171.063119486247,162.2231003094292,0.16162438690662387,0.1865853369235992,0.0285483598709107,0.080282062292099,True,True,True
0.06944875532763352,170.11320331495043,162.37610238340417,0.16155886650085458,0.18631401658058172,0.028755635023117065,0.08058634400367742,True,True,True
0.07020254650456097,169.670491977504,162.75279395883774,0.16117778420448312,0.1862649768590927,0.028984576463699396,0.0808949470520019,True,True,True
0.070015913608678,169.26415443627516,162.81395451640466,0.16143934428691872,0.18621622025966647,0.029233068227767944,0.08120858669281,True,True,True
0.06978242284702797,169.0648977421191,162.85442748052895,0.16143231093883512,0.1862355768680572,0.029248863458633423,0.08134877681732178,True,True,True
0.06950215694150655,168.96422597266206,162.83472278072742,0.1616761833429336,0.1864499747753144,0.02916181087493891,0.08155384659767151,True,True,True
0.06941674354069896,168.93168330587497,162.7567479346572,0.1617032885551453,0.18649944663047788,0.02916014194488531,0.08196470141410822,True,True,True
0.06941796185100607,168.95192487743586,162.64601242784752,0.161549374461174,0.18651473522186282,0.029116183519363403,0.0823796689510346,True,True,True
0.06965918886034225,169.02620279577556,162.5851112959975,0.16135282814502722,0.1866583228111268,0.029047340154647827,0.08270108699798578,True,True,True
0.06987363429201036,169.12382971696002,162.46089545789872,0.16119472682476046,0.1867963522672653,0.02902358770370489,0.08292669057846064,True,True,True
0.07000156730128364,169.2389571302445,162.36742298055907,0.16108712553977966,0.1867821365594864,0.02905133366584778,0.083251953125,True,True,True
0.07014182173646664,169.32901565105027,162.22863036137275,0.16082003712654122,0.1866190880537033,0.029064267873764094,0.0834587812423706,True,True,True
0.07034229696955156,169.4086949140651,162.185554331511,0.1606508493423462,0.18655887246131903,0.02909037470817566,0.08359655737876892,True,True,True
0.07068282649797501,169.52137203976167,162.17191914399353,0.16046518087387088,0.18656475841999048,0.029190093278884888,0.08374524116516113,True,True,True
0.07071464146176978,169.57968673915704,162.1658916960924,0.1605744510889053,0.1865912675857544,0.029270499944686834,0.08406215906143188,True,True,True
0.0707146565112029,169.63061768232822,162.17498349109778,0.16063350439071664,0.1866588443517685,0.029262423515319824,0.08441123366355902,True,True,True
0.07058746254390566,169.6201157398363,162.13037914097498,0.16070438921451569,0.18665471673011783,0.029269695281982366,0.084676593542099,True,True,True
0.07048207951911582,169.63948729582626,162.10629262727554,0.16080354154109958,0.18667224049568182,0.02927878499031067,0.08487957715988159,True,True,True
0.07037112936055219,169.66844843607004,162.0785100594151,0.1609760820865631,0.1867704689502716,0.02925607562065119,0.08504897356033331,True,True,True
0.07026669292673046,169.72356352462887,162.0450609445881,0.16101016104221338,0.1867186725139618,0.029249548912048284,0.0851817131042481,True,True,True
0.07030376329431165,169.81758895175952,162.0430497409769,0.1611157357692718,0.18689918518066412,0.02922195196151728,0.08533388376235956,True,True,True
0.07030466592494107,169.8825126162182,162.02044592829395,0.1611866354942322,0.18699295818805692,0.029214650392532404,0.08551850914955139,True,True,True
0.07031043547173087,169.91907435957404,161.984086524691,0.16125467419624331,0.1871522516012192,0.029179066419601496,0.08582553267478948,True,True,True
0.07038562926305379,169.9278412475017,161.97179639789962,0.16114978492259982,0.18720659613609322,0.029118388891220093,0.08609750866889954,True,True,True
0.0704054011513561,169.92051489769952,161.98422362605035,0.16108340024948128,0.1872295290231705,0.029075562953948975,0.0863305032253266,True,True,True
0.07049307406450503,169.95020456821015,161.98101002140947,0.16092404723167428,0.1872689872980118,0.028999775648117065,0.08650276064872747,True,True,True
0.07042760448700086,169.95237592148277,161.96748142807598,0.1608683317899704,0.1871901005506515,0.028987795114517212,0.08661901950836182,True,True,True
0.07039639642214839,169.9424203367104,161.95149611522487,0.16083338856697083,0.18723532557487488,0.02889800071716314,0.08671325445175171,True,True,True
0.07035250047595179,169.92984261068773,161.92675378095763,0.16082690656185147,0.187234029173851,0.028860270977020264,0.08681011199951177,True,True,True
0.07029047787832904,169.9066274370086,161.90066554361957,0.1608247607946396,0.18722915649414068,0.028814703226089422,0.08687528967857361,True,True,True
0.07024210361702908,169.90338253795088,161.88758390129794,0.1608805805444717,0.1873041540384292,0.02875310182571411,0.08694010972976679,True,True,True
0.07019018592988241,169.90424847582392,161.87090009319732,0.16088253259658808,0.18729881942272186,0.028717726469039917,0.0869967639446258,True,True,True
0.07017705997462592,169.91428221480268,161.8671171980439,0.1608284562826157,0.18725734949111938,0.02869009971618658,0.0870759785175324,True,True,True
0.0701796951352211,169.90271337597878,161.8451175493251,0.16078704595565801,0.1872404366731644,0.028668910264968928,0.08712238073348993,True,True,True
0.07015582583681358,169.8608846152692,161.83245054334037,0.160838782787323,0.1873045712709427,0.02863213419914251,0.08722755312919617,True,True,True
0.0701100355336086,169.80329960424567,161.80354093466664,0.16096426546573642,0.18744090199470528,0.028578907251358032,0.08727246522903448,True,True,True
0.07003732662922033,169.71012887022258,161.81202998194343,0.1611722409725189,0.18764655292034152,0.028567314147949163,0.08729770779609675,True,True,True
0.07007172160297503,169.64722891851014,161.80978757983786,0.1611918956041337,0.18768097460269928,0.028570234775543213,0.08731761574745173,True,True,True
0.07011556225704337,169.54640067907647,161.82368032621608,0.16122969985008243,0.1877073347568512,0.02857479453086853,0.08737292885780329,True,True,True
0.07018347725448315,169.51005873807532,161.81942546895445,0.16123598814010623,0.1877119094133378,0.028569459915161133,0.08738362789154058,True,True,True
0.07034188831402603,169.5038714321323,161.85660928118642,0.1611715853214264,0.18772302567958837,0.028545916080474798,0.0873110294342041,True,True,True
0.07032425108281402,169.45391546648327,161.82793998505684,0.1612479835748673,0.187772199511528,0.028573751449585016,0.08729502558708185,True,True,True
0.07011622074643922,169.3080742452425,161.79803802823994,0.1614022552967072,0.1879047304391861,0.028589963912963923,0.0872441828250885,True,True,True
0.07004650027918956,169.2592250322042,161.70772637474283,0.1615699231624604,0.18804903328418732,0.028606891632080078,0.0872023999691009,True,True,True
0.07006509989673342,169.0850874039487,161.6011666995076,0.16176725924015048,0.18827435374259957,0.0285807847976684,0.08710721135139471,True,True,True
0.07018077561062866,168.98450611941266,161.58366988006773,0.16183125972747808,0.18835362792015073,0.02859351038932806,0.0871720016002655,True,True,True
0.07083718782919182,168.91691679524988,161.6001169766887,0.16161900758743292,0.18844024837017062,0.02856454253196722,0.0870712399482727,True,True,True
0.07127734448958484,168.89172636990764,161.4976952515156,0.16129374504089358,0.18833376467227939,0.028556227684020996,0.08716762065887446,True,True,True
0.07204353906918373,168.86022773888024,161.42625623069955,0.1606104224920273,0.1880146712064743,0.028552472591400202,0.08717212080955511,True,True,True
0.07290916152580233,168.97996748290433,161.4872039769678,0.1596458107233048,0.1878751963376999,0.0285633802413941,0.08708456158638,True,True,True
0.07341763045538295,169.00271399389,161.53510691028467,0.1586769074201584,0.18761377036571497,0.0286072194576264,0.08702263236045837,True,True,True
0.07401553117411366,168.8987889098773,161.715617141772,0.15801806747913358,0.187389299273491,0.028696835041046087,0.0868912935256958,True,True,True
0.07432822177945309,168.8499792507714,161.87544386418352,0.1574559360742569,0.18689553439617163,0.028751343488693182,0.0869147777557373,True,True,True
0.07443468846330896,168.75900822194413,161.94491168636998,0.1570497453212739,0.18660631775856018,0.028834760189056396,0.08697840571403509,True,True,True
0.07443937975707855,168.57288200834884,162.07097751609112,0.1566661298274994,0.1862576007843017,0.028937101364135798,0.08706408739089966,True,True,True
0.07449842241057984,168.4791480721608,162.22736252927436,0.1563672423362732,0.18603965640068057,0.029025346040725708,0.0872211754322052,True,True,True
0.07482082790141902,168.32942219188502,162.42128492594162,0.15595047175884252,0.1858634501695633,0.029132008552551325,0.08750265836715698,True,True,True
0.07492499478173818,168.1792220668431,162.6634714587006,0.1557958722114563,0.18570584058761597,0.029241859912872314,0.08777251839637751,True,True,True
0.07490821388424694,168.06997428125064,162.84360526314885,0.15563184022903442,0.18550939857959747,0.029326319694519043,0.0879873633384704,True,True,True
0.07479570015910604,167.99851837541362,162.99627729084742,0.15570878982543948,0.1854016780853271,0.029478430747985895,0.08815783262252808,True,True,True
0.074629958326978,167.84371381878347,162.96569025972724,0.15584427118301397,0.18533334136009222,0.02967819571495056,0.08840402960777283,True,True,True
0.07453008589497563,167.75458646049609,163.0354091905531,0.15598988533020022,0.185322567820549,0.029874980449676514,0.08868223428726191,True,True,True
