feature,mean,std,min,max,count
hand_clasp_distance,0.08583859890835295,0.07826114693481845,0.02211383045222889,0.6610316146779467,1108
left_arm_angle,162.95684524015962,14.283780237337345,28.332628452899353,175.9569963108225,1108
right_arm_angle,165.30770502713045,15.670683623160693,15.416119011858834,174.62782345957515,1108
left_hand_y_alignment,0.2781722778151827,0.21310596266679205,-0.9617965221405029,0.3751094788312913,1108
right_hand_y_alignment,0.2551286078128789,0.21098895078925106,-0.9802101850509641,0.36645603179931646,1108
eye_level_diff,-0.0017651972841700061,0.024958154996453975,-0.035749971866607666,0.03300979733467102,1108
shoulder_level_diff,-0.05121878881531932,0.033888637740623374,-0.11046469211578369,0.014199137687683105,1108
estimated_aspect_ratio,0.5328007696636236,0.0,0.5328007696636236,0.5328007696636236,1108
x_coordinate_range,0.7599029988050462,0.0,0.1623946577310562,0.9222976565361024,1108
y_coordinate_range,1.4262423068284988,0.0,0.1069438904523849,1.5331861972808838,1108
