feature,mean,std,min,max,count
left_elbow_angle,97.28304044906452,60.09879734335619,1.161481086736429,179.29923652507114,708
right_elbow_angle,83.18620185894301,59.990157039324025,0.30732385965092074,177.0698727965881,708
left_Lhand_y_alignment,0.05671994430197161,0.13179082523321628,-0.06584686040878296,0.5071916580200195,708
left_Rhand_y_alignment,0.06005052195093726,0.12965053032361704,-0.02507084608078003,0.5302417874336243,708
right_Lhand_y_alignment,0.04937953859736017,0.12433918703218262,-0.05895650386810303,0.505723237991333,708
right_Rhand_y_alignment,0.05271011624632582,0.13794292392496513,-0.05414241552352905,0.5246555805206299,708
left_Lhand_x_alignment,0.08025590972290875,0.22564232621360597,-0.1647273898124695,0.3251972496509552,708
left_Rhand_x_alignment,-0.001734084139267601,0.08394139437227026,-0.3632823824882508,0.05836904048919672,708
right_Lhand_x_alignment,0.07852182558364114,0.2235855312064933,-0.14463183283805847,0.35271492600440985,708
right_Rhand_x_alignment,-0.1121383521937381,0.23360397125104881,-0.34219115972518926,0.17365175485610962,708
estimated_aspect_ratio,0.7666887381175033,0.0,0.7666887381175033,0.7666887381175033,708
x_coordinate_range,0.637289732694626,0.0,0.1685079634189605,0.8057976961135864,708
y_coordinate_range,0.8312235474586487,0.0,0.4060978293418884,1.237321376800537,708
