feature,mean,std,min,max,count
hand_clasp_distance,0.23580710220918458,0.11992467138165586,0.15218554502959922,1.1337184333106753,340
left_arm_angle,164.1515041432267,3.6639482147896687,138.7978622019684,179.0157556480358,340
right_arm_angle,162.87833355884243,9.227370475335961,43.99041630968996,179.98312573589993,340
left_hand_y_alignment,0.33325134767664544,0.05282500027405859,0.06961733102798459,0.405112437903881,340
right_hand_y_alignment,0.29228965614319724,0.15794963990278799,-0.7861883044242859,0.3776590172201394,340
eye_level_diff,0.0019357583978596856,0.05713283861821173,-0.06529456377029419,0.06585517525672907,340
shoulder_level_diff,0.0018005151082487666,0.1609475981568986,-0.1729762852191925,0.18305057287216187,340
estimated_aspect_ratio,0.6791789257752826,0.0,0.6791789257752826,0.6791789257752826,340
x_coordinate_range,0.905051276087761,0.0,0.0876918584108352,0.9927431344985962,340
y_coordinate_range,1.3325667828321457,0.0,-0.1790682524442672,1.1534985303878784,340
