left_elbow_angle,right_elbow_angle,left_Lhand_y_alignment,left_Rhand_y_alignment,right_Lhand_y_alignment,right_Rhand_y_alignment,left_Lhand_x_alignment,left_Rhand_x_alignment,right_Lhand_x_alignment,right_Rhand_x_alignment
42.6160659464065,93.26523650657894,0.06904429197311401,0.06015980243682861,0.1169654130935669,0.1080809235572815,0.4438746571540833,-0.03982192277908325,0.40405273437500006,0.17207735776901245
42.2510125198178,89.03535393703527,0.06841105222702026,0.05875319242477417,0.11306053400039673,0.10340267419815063,0.4432037174701691,-0.039424777030944824,0.4037789404392243,0.1709325909614563
41.620744882353186,87.03751044189387,0.06613576412200928,0.057538628578186035,0.10858851671218872,0.09999138116836548,0.4421080648899079,-0.038326263427734375,0.4037818014621735,0.17024946212768555
41.076809775620276,85.95359704040648,0.06424528360366821,0.057176053524017334,0.10518431663513184,0.09811508655548096,0.4409815073013306,-0.037627220153808594,0.40335428714752203,0.16942739486694336
41.00748740964916,85.30922584548243,0.0643509030342102,0.05709981918334961,0.1044883131980896,0.097237229347229,0.44083014130592346,-0.03765058517456055,0.4031795561313629,0.16909044981002808
41.05583189331692,85.40773372966906,0.06490951776504517,0.057298243045806885,0.10435205698013306,0.09674078226089478,0.4406776130199433,-0.037570297718048096,0.4031073153018952,0.16897010803222656
41.1705528456262,85.61540867663172,0.06510013341903687,0.05793040990829468,0.10425180196762085,0.09708207845687866,0.4405321180820465,-0.03729349374771118,0.4032386243343353,0.16902989149093628
41.14504774547673,85.83863542931987,0.06481903791427612,0.05769169330596924,0.10432088375091553,0.09719353914260864,0.44045856595039373,-0.03685659170150757,0.40360197424888616,0.1693556308746338
41.138506572233986,85.82861038421389,0.06448036432266235,0.05727887153625488,0.10414129495620728,0.0969398021697998,0.4403114318847656,-0.03626108169555664,0.404050350189209,0.16980522871017456
40.764322858289056,85.62148484731988,0.06228429079055786,0.055902719497680664,0.10204768180847168,0.09566611051559448,0.4392285346984864,-0.03477489948272705,0.40445363521575933,0.17024171352386475
40.39961065156897,85.42662230156007,0.06032848358154297,0.05542778968811035,0.10013502836227417,0.09523433446884155,0.4379405975341797,-0.033510446548461914,0.4044301509857178,0.17037677764892578
40.08113967595833,85.31405758554577,0.058112919330596924,0.05506908893585205,0.09800088405609131,0.09495705366134644,0.43692770600318914,-0.03261435031890869,0.40431335568428045,0.1704045534133911
39.967896500511024,85.18286163792472,0.05765724182128906,0.05493432283401489,0.09761285781860352,0.09488993883132935,0.4363377392292023,-0.032527923583984375,0.40380981564521795,0.17008960247039795
39.80241951476661,85.05278682924552,0.05722534656524658,0.05474662780761719,0.09728926420211792,0.09481054544448853,0.43559038639068604,-0.03251755237579346,0.4030728340148926,0.1694069504737854
39.763016124018975,84.7474144701627,0.05720275640487671,0.05468475818634033,0.09727948904037476,0.09476149082183838,0.4352414011955262,-0.03310030698776245,0.4021410942077637,0.1685701608657837
39.720463337253115,84.33219932233153,0.057206153869628906,0.054682016372680664,0.09723442792892456,0.09471029043197632,0.4350370466709137,-0.033502161502838135,0.40153488516807556,0.16802698373794556
39.68750309880887,83.92088949935656,0.05724132061004639,0.054744720458984375,0.09732502698898315,0.09482842683792114,0.4348558187484742,-0.0334697961807251,0.4013860225677491,0.1679067611694336
39.52599550813915,83.70998744851586,0.057206153869628906,0.054768919944763184,0.09733980894088745,0.09490257501602173,0.43455797433853155,-0.03329789638519287,0.4012600779533387,0.1678023338317871
39.34525517597059,83.67845188179406,0.05704563856124878,0.05471980571746826,0.09726846218109131,0.09494262933731079,0.4342675507068634,-0.03314465284347534,0.40112289786338806,0.16757863759994507
39.15733110611727,83.482129747062,0.05660945177078247,0.05448800325393677,0.09687048196792603,0.09474903345108032,0.4337508976459504,-0.03277289867401123,0.40097799897193914,0.16740554571151733
39.060969004718025,83.27843854417782,0.056538403034210205,0.05441403388977051,0.09684032201766968,0.09471595287322998,0.4336552619934082,-0.0328945517539978,0.4007607102394104,0.16707271337509155
38.945744909529445,83.19932067034838,0.056495070457458496,0.05437147617340088,0.09684044122695923,0.09471684694290161,0.4336573779582978,-0.03302943706512451,0.4006279408931733,0.1668154001235962
38.85328827648028,82.93932845210074,0.0567474365234375,0.054374873638153076,0.09711802005767822,0.0947454571723938,0.4337531328201294,-0.03370094299316406,0.40005218982696533,0.16615158319473267
38.7251660270682,82.8315411205247,0.056861817836761475,0.05437612533569336,0.09733867645263672,0.0948529839515686,0.43375882506370544,-0.034081101417541504,0.39967772364616394,0.1655036211013794
38.49122164622319,82.78721411061798,0.057134389877319336,0.05431854724884033,0.0977097749710083,0.0948939323425293,0.4337083399295807,-0.03414815664291382,0.39956018328666687,0.1649830937385559
38.32909485621064,82.76152548976573,0.0575374960899353,0.054463207721710205,0.09817403554916382,0.09509974718093872,0.43366673588752747,-0.03423541784286499,0.3994313180446625,0.16458004713058472
38.02809740470762,82.9771589876018,0.058306872844696045,0.054693400859832764,0.09907722473144531,0.09546375274658203,0.4336060583591461,-0.034274280071258545,0.3993317782878876,0.16402822732925415
37.83471550647405,82.94074167705571,0.058714866638183594,0.054829537868499756,0.09961771965026855,0.09573239088058472,0.43357053399086,-0.03401637077331543,0.39955416321754456,0.16407239437103271
37.84984089435125,82.99110736808458,0.0587763786315918,0.05486273765563965,0.0997689962387085,0.09585535526275635,0.4335643947124481,-0.03364145755767822,0.3999229371547699,0.16431260108947754
37.77587832730205,83.07551190156241,0.058032870292663574,0.05498933792114258,0.09908926486968994,0.09604573249816895,0.433505266904831,-0.03224903345108032,0.40125623345375067,0.16548162698745728
37.581077693968794,82.96579375982506,0.05747503042221069,0.055238425731658936,0.09866195917129517,0.09642535448074341,0.43317824602127075,-0.03110259771347046,0.4020756483078003,0.1661694049835205
37.43117854786013,82.76420545675542,0.0566864013671875,0.0552668571472168,0.09794658422470093,0.09652704000473022,0.4328067600727082,-0.029980182647705078,0.4028265774250031,0.16684699058532715
37.329181658560536,82.87734744686627,0.05595052242279053,0.05527138710021973,0.09735292196273804,0.09667378664016724,0.4325589835643769,-0.02894151210784912,0.40361747145652777,0.16745346784591675
37.32277748869048,82.74855735520711,0.055812060832977295,0.055486202239990234,0.09730958938598633,0.09698373079299927,0.4325864911079407,-0.028672516345977783,0.4039139747619629,0.1676533818244934
37.353521399087406,82.72453207372308,0.055788636207580566,0.05572056770324707,0.09732306003570557,0.09725499153137207,0.43268030881881714,-0.02852344512939453,0.4041568636894226,0.1678553819656372
37.47369244427442,82.79536575190558,0.0557827353477478,0.0559539794921875,0.09738105535507202,0.09755229949951172,0.43309411406517034,-0.028711259365081787,0.40438285470008856,0.16798686981201172
37.579302851171285,82.84022154056042,0.05586045980453491,0.055834174156188965,0.09768623113632202,0.09765994548797607,0.4334042966365814,-0.028893709182739258,0.40451058745384216,0.16806375980377197
37.73940160143942,82.86481692557035,0.05593538284301758,0.055881381034851074,0.09779322147369385,0.09773921966552734,0.43348062038421636,-0.02881687879562378,0.4046637415885926,0.16820043325424194
37.789740436798915,82.85846404210311,0.0560915470123291,0.056108713150024414,0.09796863794326782,0.09798580408096313,0.4336568713188172,-0.028895914554595947,0.40476095676422125,0.16811257600784302
37.79277262823825,82.96227325248468,0.056169092655181885,0.05670195817947388,0.09806525707244873,0.09859812259674072,0.4337819516658783,-0.028933227062225342,0.40484872460365295,0.16798192262649536
37.908069210556306,83.0975329768903,0.056300580501556396,0.05767256021499634,0.09821927547454834,0.09959125518798828,0.43386626243591314,-0.028943777084350586,0.40492248535156256,0.16794735193252563
37.968447285116646,83.17067605430941,0.05632936954498291,0.058037638664245605,0.0982656478881836,0.09997391700744629,0.43389493227005005,-0.02891719341278076,0.4049777388572693,0.16788631677627563
37.9564079739098,83.29120607045321,0.05638545751571655,0.058729350566864014,0.0983462929725647,0.10069018602371216,0.4338967800140381,-0.028868675231933594,0.4050281047821045,0.16782468557357788
37.942993483250355,83.37820236748924,0.05653953552246094,0.05915910005569458,0.09842127561569214,0.10104084014892578,0.433855265378952,-0.028778374195098877,0.40507689118385315,0.16775572299957275
38.04631964090609,83.16087343036567,0.05659162998199463,0.05931359529495239,0.098391592502594,0.10111355781555176,0.43382033705711365,-0.029003441333770752,0.4048168957233429,0.1674213409423828
37.95507755621575,83.17912213727924,0.05647009611129761,0.05934727191925049,0.09830635786056519,0.10118353366851807,0.43342724442482,-0.028766393661499023,0.404660850763321,0.16723418235778809
37.96216439674297,83.23395773863787,0.056463658809661865,0.05966669321060181,0.09835553169250488,0.10155856609344482,0.4333559274673462,-0.02877706289291382,0.4045788645744324,0.16714036464691162
38.019096753805385,83.25225524831491,0.05661255121231079,0.05988883972167969,0.09851688146591187,0.10179316997528076,0.43338584899902344,-0.028953492641448975,0.40443235635757446,0.1669582724571228
38.351095963865944,83.31776191552808,0.05657219886779785,0.05994516611099243,0.0985293984413147,0.10190236568450928,0.4334431886672974,-0.029046595096588135,0.4043965935707093,0.16690725088119507
38.490198038849805,83.35626349039973,0.056552112102508545,0.06010407209396362,0.09854555130004883,0.1020975112915039,0.4334685802459717,-0.029117047786712646,0.40435153245925903,0.1668163537979126
