feature,mean,std,min,max,count
left_elbow_angle,86.55078212212439,57.87452214721278,1.479901469738607,178.34999881055933,687
right_elbow_angle,80.48603700714723,57.02880861728354,0.1308636544974912,179.98271640125418,687
left_Lhand_y_alignment,0.03574930823352486,0.1209924999193928,-0.07422471046447754,0.5076651573181152,687
left_Rhand_y_alignment,0.051966502329841624,0.12140500459813494,-0.03771519660949707,0.5233065485954285,687
right_Lhand_y_alignment,0.03215209469524533,0.11988687196366687,-0.1121484637260437,0.5058898329734802,687
right_Rhand_y_alignment,0.0483692887915621,0.13238511135450004,-0.10738110542297363,0.5222489237785339,687
left_Lhand_x_alignment,0.08509510443200191,0.2188948628589902,-0.1616647839546204,0.31081697344779974,687
left_Rhand_x_alignment,-0.002034496185213891,0.07708656654606491,-0.38312825560569763,0.08071981370449069,687
right_Lhand_x_alignment,0.08306060824678801,0.21963880966305158,-0.1357160210609436,0.33366173505783087,687
right_Rhand_x_alignment,-0.10676266472065467,0.23323566052364297,-0.3374221622943878,0.1618679165840149,687
estimated_aspect_ratio,0.7287512052032067,0.0,0.7287512052032067,0.7287512052032067,687
x_coordinate_range,0.6240982413291931,0.0,0.1659428477287292,0.7900410890579224,687
y_coordinate_range,0.8563941121101379,0.0,0.3989457488059997,1.2553398609161377,687
