left_elbow_angle,right_elbow_angle,left_Lhand_y_alignment,left_Rhand_y_alignment,right_Lhand_y_alignment,right_Rhand_y_alignment,left_Lhand_x_alignment,left_Rhand_x_alignment,right_Lhand_x_alignment,right_Rhand_x_alignment,right_left_elbow_angle_positive,right_right_elbow_angle_negative,right_right_Lhand_y_alignment_interval,right_right_Rhand_y_alignment_interval,right_right_Lhand_x_alignment_positive,right_right_Rhand_x_alignment_negative,right_all_pass
111.98652813248809,18.83179403850328,0.16027987003326416,0.06842446327209473,0.1430930495262146,0.051237642765045166,-0.1803283393383026,0.10562512278556824,-0.07470321655273438,-0.3780965507030487,False,True,False,False,False,True,False
81.03448921091434,19.446681100200095,0.12074637413024902,0.06354659795761108,0.10016506910324097,0.04296529293060303,-0.08779114484786982,0.010450184345245306,-0.07734096050262451,-0.3810719847679139,False,True,False,False,False,True,False
71.949267849221,20.327559857788415,0.14672744274139404,0.05953758955001831,0.12483137845993042,0.03764152526855469,-0.033855497837066595,-0.04670429229736328,-0.08055979013442988,-0.38439857959747314,False,True,False,False,False,True,False
70.4609918634109,20.302242639419813,0.1543077826499939,0.057301104068756104,0.1318783164024353,0.03487163782119751,-0.008296340703964233,-0.0734972357749939,-0.08179357647895813,-0.3855745196342468,False,True,False,False,False,True,False
70.30803306252163,20.71298626684555,0.15566498041152954,0.055738985538482666,0.1328563094139099,0.03293031454086304,0.002768754959106501,-0.08672559261322021,-0.08395683765411371,-0.38764554262161255,False,True,False,False,False,True,False
74.66765447416309,20.8697603648804,0.15565478801727295,0.05459851026535034,0.13235139846801758,0.03129512071609497,-0.0247586071491242,-0.060373276472091675,-0.08513188362121588,-0.388600766658783,False,True,False,False,False,True,False
87.50972735482878,21.051746620264858,0.15780341625213623,0.05333983898162842,0.13448107242584229,0.030017495155334473,-0.06306171417236328,-0.02248740196228033,-0.08554911613464361,-0.38849091529846197,False,True,False,False,False,True,False
87.35179799654625,21.750540482209107,0.1627202033996582,0.052816152572631836,0.13952714204788208,0.029623091220855713,-0.06464147567749018,-0.021775066852569636,-0.08641654253005981,-0.38868811726570135,False,True,False,True,False,True,False
86.93165071054348,22.22266654844131,0.16707497835159302,0.051638782024383545,0.14381802082061768,0.028381824493408203,-0.06553566455841059,-0.02127587795257574,-0.08681154251098633,-0.38851183652877813,False,True,False,True,False,True,False
94.93600570816184,20.916600709920736,0.16536331176757812,0.04887866973876953,0.14213013648986816,0.02564549446105957,-0.11160486936569208,0.02911236882209778,-0.0824925005435943,-0.3839661180973053,False,True,False,True,False,True,False
97.1006027723423,20.560469112436166,0.16515874862670898,0.04668194055557251,0.1420021653175354,0.023525357246398926,-0.12590941786766052,0.04472768306732178,-0.08118173480033875,-0.3823213279247284,False,True,False,True,False,True,False
93.3022122112703,21.770797367234824,0.14211338758468628,0.046772539615631104,0.1187865138053894,0.02344566583633423,-0.1318965852260589,0.04933091998100281,-0.0825656652450561,-0.38362908363342285,False,True,False,True,False,True,False
92.48736491016771,22.517792460743845,0.14696472883224487,0.04637497663497925,0.1236429214477539,0.02305316925048828,-0.119086354970932,0.036018371582031194,-0.08306798338890081,-0.3841115832328797,False,True,False,True,False,True,False
85.12223868288494,22.87643684462106,0.14896637201309204,0.04641282558441162,0.12561625242233276,0.023062705993652344,-0.0694867074489593,-0.014990299940109253,-0.08447700738906855,-0.38548070192337036,False,True,False,True,False,True,False
83.3166602099536,23.626777381526555,0.14915388822555542,0.04662603139877319,0.12582552433013916,0.023297667503356934,-0.05528309941291809,-0.0309944748878479,-0.08627757430076599,-0.38732790946960455,False,True,False,True,False,True,False
88.31351570355224,24.939175157422458,0.14921271800994873,0.04717755317687988,0.12594127655029297,0.02390611171722412,-0.0635866522789002,-0.02483192086219782,-0.08841857314109802,-0.3894522488117218,False,True,False,True,False,True,False
90.39400565857709,25.86143746538513,0.15096110105514526,0.04876255989074707,0.12773758172988892,0.025539040565490723,-0.06761285662651068,-0.022623062133789007,-0.09023591876029968,-0.39112547039985657,False,True,False,True,False,True,False
102.21536970963757,25.432803999074444,0.15138375759124756,0.049081623554229736,0.12830311059951782,0.0260009765625,-0.1246971189975738,0.037078976631164495,-0.0876181423664093,-0.3882392048835755,False,True,False,True,False,True,False
105.19169133602088,25.49683158862704,0.15170609951019287,0.050041019916534424,0.1286681890487671,0.027003109455108643,-0.13317647576332087,0.046274334192276,-0.08690214157104487,-0.3869183659553528,False,True,False,True,False,True,False
106.26279228062728,25.53846107026551,0.15511059761047363,0.049955010414123535,0.13250404596328735,0.027348458766937256,-0.13649511337280268,0.04947552084922785,-0.08701959252357483,-0.38672244548797613,False,True,False,True,False,True,False
109.33607588341813,25.483427803355415,0.15521889925003052,0.04996150732040405,0.13304662704467773,0.02778923511505127,-0.1808892786502838,0.09361675381660461,-0.0872725248336792,-0.3867075741291046,False,True,False,True,False,True,False
112.30308588906223,24.81391512795206,0.15827590227127075,0.05104207992553711,0.13630783557891846,0.029074013233184814,-0.2045900523662567,0.11735066771507269,-0.08723938465118403,-0.38684871792793274,False,True,False,True,False,True,False
113.76033928989914,24.859356636863836,0.16324645280838013,0.05240142345428467,0.14150583744049072,0.030660808086395264,-0.21474486589431768,0.127302348613739,-0.08744251728057867,-0.3870635628700257,False,True,False,False,False,True,False
113.11389630514913,25.189150628795733,0.1633930802345276,0.05854189395904541,0.14169734716415405,0.036846160888671875,-0.20631936192512507,0.1179923415184021,-0.08832702040672297,-0.38741379976272583,False,True,False,False,False,True,False
