feature,mean,std,min,max,count
hand_clasp_distance,0.10431975459253368,0.016416034199451413,0.0483973485583672,0.1430121216216568,347
left_arm_angle,155.83741257428446,6.628102480527689,133.41732855322735,171.83103684414888,347
right_arm_angle,163.1881142010659,3.342154803759244,145.30065559791484,179.62796320440145,347
left_hand_y_alignment,0.2037864783912983,0.026321350553017105,0.145610123872757,0.2756197452545166,347
right_hand_y_alignment,0.18816332738062833,0.028832054362972374,0.0813481211662293,0.25408056378364563,347
eye_level_diff,-0.0007032040903822489,0.029934738022639094,-0.0323944091796875,0.05382990837097168,347
shoulder_level_diff,-0.030033902063836968,0.07396422269965174,-0.11157101392745972,0.08458882570266724,347
estimated_aspect_ratio,0.8575843898365874,0.0,0.8575843898365874,0.8575843898365874,347
x_coordinate_range,0.4792071133852006,0.0,0.2307151407003402,0.7099222540855408,347
y_coordinate_range,0.5587871223688126,0.0,0.2044179886579513,0.7632051110267639,347
