feature,mean,std,min,max,count
hand_clasp_distance,0.14597257561401514,0.021152437825113224,0.028844674968357766,0.20015251533764833,529
left_arm_angle,163.53663514377973,9.865814559259864,151.24263654672566,179.9335126945326,529
right_arm_angle,156.64498804542387,7.326517571992627,142.37525726186888,174.69873372729725,529
left_hand_y_alignment,0.30525683913739055,0.04459410212798983,0.23061150312423712,0.3687290921807289,529
right_hand_y_alignment,0.3034484765733573,0.03893914932682022,0.22682040929794312,0.3722388148307801,529
eye_level_diff,-0.014199371035923804,0.04008230635915447,-0.058343857526779175,0.035247087478637695,529
shoulder_level_diff,-0.005663483715237652,0.14971479474721466,-0.16756856441497803,0.1642032265663147,529
estimated_aspect_ratio,1.0341143814162859,0.0,1.0341143814162859,1.0341143814162859,529
x_coordinate_range,0.7828676998615267,0.0,0.1420671641826629,0.9249348640441896,529
y_coordinate_range,0.7570416908711194,0.0,-0.023034868761897,0.7340068221092224,529
