feature,mean,std,min,max,count
left_elbow_angle,118.87310881351365,37.069120398605094,0.6191923697039058,172.33954990144963,911
right_elbow_angle,55.385830035339474,31.876505180243488,0.3470276212147443,155.81805822447646,911
left_Lhand_y_alignment,0.10300834184158777,0.0462647462873216,-0.27896127104759216,0.24103999137878418,911
left_Rhand_y_alignment,0.028204293089431152,0.11573507108578548,-0.45026525855064403,0.4004479944705963,911
right_Lhand_y_alignment,0.08045819319956389,0.05692156212519417,-0.2262285947799682,0.23292171955108643,911
right_Rhand_y_alignment,0.005654144447407267,0.10082892943792174,-0.44803723692893993,0.35538172721862793,911
left_Lhand_x_alignment,0.19938629600664132,0.3513764482263997,-0.202887773513794,0.6912784278392792,911
left_Rhand_x_alignment,-0.13521963838819093,0.18014861788747702,-0.6332759857177737,0.28520207107067114,911
right_Lhand_x_alignment,0.06416665761845042,0.21042046340958978,-0.235395535826683,0.3742558360099793,911
right_Rhand_x_alignment,-0.23509208084330468,0.23264498892090282,-0.5640235543251038,0.08920729160308838,911
estimated_aspect_ratio,1.0438419134502919,0.0,1.0438419134502919,1.0438419134502919,911
x_coordinate_range,1.0115304365754128,0.0,0.1094028577208519,1.1209332942962646,911
y_coordinate_range,0.9690456222742796,0.0,0.0202427078038454,0.989288330078125,911
