feature,mean,std,min,max,count
left_elbow_angle,114.08335885436075,36.505445072264706,0.10097791279740534,158.34736638529574,529
right_elbow_angle,94.12064224921183,31.72825171937772,27.82916429403536,131.54844690036484,529
left_Lhand_y_alignment,0.028653063485662968,0.040562163700499726,-0.05085021257400513,0.16812801361083984,529
left_Rhand_y_alignment,-0.005028880893170045,0.04179954672121767,-0.2659313082695008,0.22885394096374512,529
right_Lhand_y_alignment,0.05029641939696833,0.08226700194074331,-0.0693662166595459,0.2075541615486145,529
right_Rhand_y_alignment,0.016614475018135316,0.07839251774765656,-0.22650516033172613,0.25080621242523193,529
left_Lhand_x_alignment,0.07120740827743408,0.31359870467117273,-0.2524428069591522,0.4336143136024475,529
left_Rhand_x_alignment,-0.002912428096246626,0.05414566577985949,-0.3643314838409424,0.21664345264434814,529
right_Lhand_x_alignment,0.06829498018118745,0.290015398540641,-0.2889735996723175,0.42733722925186163,529
right_Rhand_x_alignment,-0.12310813218073494,0.2910590465767874,-0.5330561101436615,0.22463935613632202,529
estimated_aspect_ratio,1.18855420991162,0.0,1.18855420991162,1.18855420991162,529
x_coordinate_range,0.8313427269458771,0.0,0.0825539529323577,0.9138966798782348,529
y_coordinate_range,0.6994571387767792,0.0,0.2759386599063873,0.9753957986831664,529
