feature,mean,std,min,max,count
left_elbow_angle,82.37846194743648,43.154212367662176,1.0658597545078485,173.3830988337138,330
right_elbow_angle,75.32575935595706,40.319739162027055,5.343632930385448,144.0003338994987,330
left_Lhand_y_alignment,0.029091984936685272,0.06466276838069288,-0.016770005226135254,0.611542284488678,330
left_Rhand_y_alignment,0.05498679641521338,0.024622585164268917,-0.012126684188842773,0.145532488822937,330
right_Lhand_y_alignment,0.014047733581427371,0.06608493382257476,-0.026036620140075684,0.6030235886573792,330
right_Rhand_y_alignment,0.03994254505995548,0.03183277994548121,-0.03241640329360962,0.14351683855056763,330
left_Lhand_x_alignment,0.06967788582498377,0.2902309325893851,-0.25969377160072327,0.456234872341156,330
left_Rhand_x_alignment,0.022970737291104867,0.06408326104868671,-0.41702866554260254,0.3218510746955872,330
right_Lhand_x_alignment,0.09264862311608864,0.28314494922169786,-0.23811122775077823,0.47567555308341986,330
right_Rhand_x_alignment,-0.12529521042650396,0.27991846362696987,-0.4946791231632234,0.2578369379043579,330
estimated_aspect_ratio,0.8106047809916316,0.0,0.8106047809916316,0.8106047809916316,330
x_coordinate_range,0.8332526236772537,0.0,0.1026343554258346,0.9358869791030884,330
y_coordinate_range,1.0279394388198853,0.0,0.3633652925491333,1.3913047313690186,330
