hand_clasp_distance,left_arm_angle,right_arm_angle,left_hand_y_alignment,right_hand_y_alignment,eye_level_diff,shoulder_level_diff,left_eye_level_diff_positive,left_shoulder_level_diff_positive,left_all_pass
0.14072813614567153,175.16836951936983,172.2315888002507,0.27757546305656433,0.21581554412841797,-0.03876194357872015,-0.13694912195205688,False,False,False
0.13807649113757345,175.7559611706186,171.21871838983768,0.2786885350942612,0.21820136904716492,-0.03773203492164612,-0.13484257459640503,False,False,False
0.13649354612542805,175.86107976869255,170.39784403920854,0.2793497145175934,0.2194022536277771,-0.03708627820014959,-0.13294774293899536,False,False,False
0.13573027688274517,175.74306030164104,169.78795424523696,0.280003309249878,0.21976900100708008,-0.03648987412452698,-0.13149189949035645,False,False,False
0.13493866319094883,175.61157251230387,169.39834917947329,0.2805052399635315,0.22009977698326116,-0.035888075828552246,-0.1306338906288147,False,False,False
0.13453729910230436,175.58281676833073,169.22444785021008,0.2807662934064866,0.22010934352874761,-0.03552141785621643,-0.12983375787734985,False,False,False
0.134051948975457,175.48343809718543,168.96449022136406,0.2809624075889587,0.22013333439826965,-0.03522798418998724,-0.12952953577041626,False,False,False
0.13397816037262683,175.5479591229239,168.85309462978924,0.28137964010238653,0.22010120749473577,-0.03481510281562805,-0.1290244460105896,False,False,False
0.13373479339056937,175.45993800960116,168.8507590275173,0.2814412564039231,0.2201246619224549,-0.034607648849487305,-0.12889468669891357,False,False,False
0.13274227960440194,175.29344815023518,168.90909960827054,0.280057355761528,0.21999740600585938,-0.03444752097129827,-0.12860536575317383,False,False,False
0.13196317092034118,175.12891838433856,168.85359893805142,0.2790021896362304,0.21980303525924683,-0.034286648035049494,-0.12863224744796753,False,False,False
0.1319784767164844,174.9651609994671,168.84383324435123,0.27808496356010437,0.218986064195633,-0.03420135378837591,-0.12877893447875977,False,False,False
0.13239100554363156,174.8654609622433,168.90647367934085,0.2776331901550293,0.2183192372322083,-0.034195333719253596,-0.12877941131591797,False,False,False
0.13237082127745992,174.79152507144948,168.83740884917157,0.2772552371025086,0.21790516376495367,-0.03416401147842407,-0.12877380847930908,False,False,False
