hand_clasp_distance,left_arm_angle,right_arm_angle,left_hand_y_alignment,right_hand_y_alignment,eye_level_diff,shoulder_level_diff,right_eye_level_diff_negative,right_shoulder_level_diff_negative,right_all_pass
0.10469024564842598,160.9310146047716,163.26488515390122,0.24206459522247314,0.20346355438232422,-0.023532390594482422,-0.088509202003479,True,True,True
0.10840524311597438,162.03082096258228,161.94882077208572,0.24058431386947632,0.2091817557811737,-0.021955251693725586,-0.08559441566467285,True,True,True
0.10774891148265849,161.7966083489839,161.49144942018762,0.2371682226657868,0.2091306447982788,-0.020357191562652588,-0.08389467000961304,True,True,True
0.10762607986862066,160.70377615170457,161.52341755191102,0.2365303933620453,0.2109236717224121,-0.02017354965209961,-0.082477867603302,True,True,True
0.10888239521451808,160.21450361411826,161.76263710647143,0.2365405559539795,0.21182483434677124,-0.0202597975730896,-0.08136904239654541,True,True,True
0.10961405942356697,159.80861524714163,161.796804129017,0.23648825287818914,0.2123720943927765,-0.020497500896453857,-0.0808902382850647,True,True,True
0.11175761792690275,159.97370982185365,161.8432202939375,0.23709547519683838,0.21373799443244934,-0.02072882652282715,-0.0796886682510376,True,True,True
0.11344246572259517,159.8271107263368,161.802811241068,0.2371237874031067,0.214044451713562,-0.02100813388824463,-0.07848095893859863,True,True,True
0.11331589467215863,160.30601901976658,161.75033238375062,0.23783084750175476,0.21452018618583685,-0.021240234375,-0.07766401767730713,True,True,True
0.11468803771778348,161.33421302142193,161.6946318712755,0.240527093410492,0.21518653631210327,-0.02141439914703369,-0.07770919799804688,True,True,True
0.11528642280892193,161.81309527085338,161.6676725500373,0.24208417534828186,0.21562245488166815,-0.021667957305908203,-0.07751584053039551,True,True,True
0.11673272158860491,162.16914309212328,161.94288583153116,0.2424276769161225,0.2164459228515625,-0.022097766399383545,-0.07712101936340332,True,True,True
0.11708475451946485,162.82486963418063,162.23771976280034,0.2417249977588654,0.21686866879463196,-0.022451579570770264,-0.07707476615905762,True,True,True
0.11614819647657929,162.62003125542464,162.51409665359603,0.23869720101356506,0.21543750166893005,-0.022797584533691406,-0.07706785202026367,True,True,True
0.11468953792694567,161.8894238179669,162.39215803138583,0.2348012924194336,0.21060976386070251,-0.022998511791229248,-0.0773894190788269,True,True,True
0.11336047817758704,161.52964765325953,162.336156231775,0.23139140009880066,0.20850089192390447,-0.023060083389282227,-0.07745367288589478,True,True,True
0.11014967772925653,161.63409509468207,162.17938847563605,0.23048141598701477,0.20776998996734625,-0.0233343243598938,-0.07857966423034668,True,True,True
0.105899057908127,161.32943243463777,161.95590382351548,0.22989034652709966,0.2078652977943421,-0.023802220821380615,-0.08019018173217773,True,True,True
0.10123479685186693,160.67103911959993,161.5790083825968,0.22927758097648626,0.20304274559021002,-0.023866593837738037,-0.08236569166183472,True,True,True
0.09869657874856817,160.09993478565622,161.46274113478478,0.22747421264648443,0.19848918914794927,-0.023869991302490234,-0.083842933177948,True,True,True
0.09856103370735286,159.5309191393491,161.57562965057198,0.22432088851928716,0.1943472921848297,-0.023518025875091553,-0.08621972799301147,True,True,True
0.10056290823823485,159.41039206145078,161.7903461303631,0.22233065962791448,0.19105756282806396,-0.023892879486083984,-0.08951622247695923,True,True,True
0.09867051094027045,158.41367522086216,162.15046877124345,0.21754705905914307,0.18872615694999695,-0.02472895383834839,-0.09317976236343384,True,True,True
0.09731733674789761,157.27015509487416,162.416893466839,0.21361762285232544,0.1876327395439148,-0.02476823329925537,-0.09435611963272095,True,True,True
0.09470052062814716,156.267483377101,162.06082719038957,0.211320698261261,0.18553408980369568,-0.02519756555557251,-0.09550106525421143,True,True,True
0.0962256483546136,155.49970360078686,162.2433989726534,0.20925387740135193,0.18378502130508428,-0.02583092451095581,-0.09606361389160156,True,True,True
0.09688317743862312,154.4435004971669,162.327532965044,0.20721283555030828,0.18370035290718084,-0.02583855390548706,-0.09622436761856079,True,True,True
0.0980735369945403,153.92259618829036,162.7217048710798,0.20658943057060242,0.18368518352508545,-0.025941550731658936,-0.0964348316192627,True,True,True
0.10023969317529907,153.54108274398612,163.3211521769662,0.20555099844932556,0.18379229307174688,-0.026023924350738525,-0.09705346822738647,True,True,True
0.1007369098124961,153.41817418257037,163.95311680083034,0.20469537377357488,0.1833629012107849,-0.0262681245803833,-0.0987323522567749,True,True,True
0.09995294821677657,153.3024832722498,164.1451419757244,0.2047766149044037,0.1828669309616089,-0.026276707649230957,-0.10028046369552612,True,True,True
0.10158192657272103,152.87189109000744,164.37060152313614,0.20521152019500732,0.18267500400543213,-0.026569664478302002,-0.101520836353302,True,True,True
0.1038487312365613,152.7376658767002,164.43155594761194,0.20521488785743713,0.18048229813575745,-0.02667677402496338,-0.10260766744613647,True,True,True
0.1060175385573124,152.48549284214423,164.5276263136805,0.20496430993080145,0.17753639817237854,-0.026644527912139893,-0.10309630632400513,True,True,True
0.10739304112808243,152.93903127848847,164.59460385436077,0.2052127718925476,0.17601308226585388,-0.02664703130722046,-0.10332894325256348,True,True,True
0.10806678797713064,152.49648121477568,164.43861066576272,0.20552656054496765,0.1756461262702942,-0.02628910541534424,-0.10367554426193237,True,True,True
0.10904350690283662,152.28322966949852,164.2561064850366,0.20480439066886902,0.1747575700283051,-0.026265263557434082,-0.10360491275787354,True,True,True
0.11002888968227759,152.34768018818883,164.2106292530791,0.20329618453979492,0.17309987545013428,-0.026274919509887695,-0.10315358638763428,True,True,True
0.11239112935354845,152.411002769701,164.37310558513025,0.20293802022933966,0.16972362995147705,-0.026392638683319092,-0.10330849885940552,True,True,True
0.11383332221479711,152.46795510172353,164.49751839987843,0.202682226896286,0.1656270027160645,-0.026445209980010986,-0.10353696346282959,True,True,True
0.11418117430685888,152.0247110278629,164.36982742454273,0.20267111063003546,0.16009736061096197,-0.026577353477478027,-0.10419243574142456,True,True,True
0.11619880748157324,152.20874271896568,164.45376501938688,0.20257553458213812,0.15545850992202764,-0.02669215202331543,-0.1049811840057373,True,True,True
0.11800083627967418,152.43842574374273,164.44435210203997,0.20249283313751226,0.15286871790885925,-0.027534127235412598,-0.10585784912109375,True,True,True
0.11880973415808756,152.74850746889496,164.3360787594465,0.20250874757766724,0.15154513716697693,-0.028472721576690674,-0.1070089340209961,True,True,True
0.11864827176759503,152.82004707084465,164.25591989508325,0.20239475369453436,0.15087386965751648,-0.028963863849639893,-0.10825711488723755,True,True,True
0.11825637077479066,152.95498554054706,164.01515735908896,0.2021866142749787,0.15052488446235657,-0.02908909320831299,-0.10857731103897095,True,True,True
0.11758580517208318,153.04142480924483,163.91641161766617,0.20219016075134283,0.1502588391304016,-0.029233694076538086,-0.10920095443725586,True,True,True
0.11793872631657938,153.40293701888643,163.80943047760485,0.2022139430046082,0.14900928735733032,-0.029221534729003906,-0.10944890975952148,True,True,True
