feature,mean,std,min,max,count
hand_clasp_distance,0.10275199825267303,0.011891043536906,0.07267354640087816,0.13162750419750818,1043
left_arm_angle,172.28600392207568,2.760594020515681,165.86695622054663,179.48261838194333,1043
right_arm_angle,169.2836231591192,5.154321916949055,161.03834925618804,179.96928820315293,1043
left_hand_y_alignment,0.3246011809443239,0.0510113810652547,0.244023859500885,0.40566977858543396,1043
right_hand_y_alignment,0.3190416351089313,0.025385531282228143,0.26233419775962835,0.36880204081535345,1043
eye_level_diff,0.015772667907228404,0.029412292253020902,-0.0360107421875,0.04561042785644531,1043
shoulder_level_diff,0.02956260816477175,0.07878630131459922,-0.12126225233078003,0.10578978061676025,1043
estimated_aspect_ratio,0.8940762005185221,0.0,0.8940762005185221,0.8940762005185221,1043
x_coordinate_range,0.5990444719791412,0.0,0.1415921151638031,0.7406365871429443,1043
y_coordinate_range,0.6700150072574615,0.0,0.2004296481609344,0.870444655418396,1043
