feature,mean,std,min,max,count
left_elbow_angle,90.7072994810591,29.471051630227127,3.243046035193074,178.0054806117297,832
right_elbow_angle,48.094102994122736,43.27832850490485,0.012319607905670224,141.74491979636917,832
left_Lhand_y_alignment,0.051299359291218795,0.05192560526262087,-0.22536921501159668,0.2986614704132081,832
left_Rhand_y_alignment,-0.008407590266030569,0.03349789060588487,-0.18468335270881658,0.16644242405891424,832
right_Lhand_y_alignment,0.05532521134815537,0.0582927091250263,-0.27070096135139465,0.30058008432388317,832
right_Rhand_y_alignment,-0.0043817382090939935,0.03601374208624565,-0.1832172572612763,0.09297317266464233,832
left_Lhand_x_alignment,0.10914704893142559,0.3282105975031072,-0.2279072403907776,0.6929949223995209,832
left_Rhand_x_alignment,0.03819837734604684,0.16696736354621572,-0.5904033780097961,0.4415934085845947,832
right_Lhand_x_alignment,0.14734542627747244,0.2022285056881217,-0.17022868990898132,0.4633764624595642,832
right_Rhand_x_alignment,-0.15499155191131508,0.23649282597006882,-0.49134364724159246,0.22348326444625854,832
estimated_aspect_ratio,1.3669558377100202,0.0,1.3669558377100202,1.3669558377100202,832
x_coordinate_range,1.0514073073863983,0.0,0.0955173075199127,1.146924614906311,832
y_coordinate_range,0.7691596746444702,0.0,0.231330394744873,1.0004900693893433,832
