x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22
0.5109081864356995,0.38304316997528076,-0.8499096035957336,0.5281131863594055,0.3446553945541382,-0.8132436871528625,0.5384716987609863,0.34724581241607666,-0.8133113980293274,0.5482214093208313,0.3499094247817993,-0.8133328557014465,0.49299946427345276,0.3399893045425415,-0.8183075785636902,0.48035770654678345,0.34055817127227783,-0.8180481195449829,0.4688203036785126,0.3421802520751953,-0.8184285163879395,0.5632994174957275,0.38588476181030273,-0.5405900478363037,0.4462459683418274,0.3822280168533325,-0.5501194000244141,0.5321201086044312,0.4470230042934418,-0.7438992857933044,0.48938944935798645,0.44532954692840576,-0.7476773858070374,0.6481190919876099,0.6830979585647583,-0.3457043468952179,0.3460882306098938,0.6957287788391113,-0.36206790804862976,0.7300540208816528,1.1354740858078003,-0.3618892431259155,0.29467588663101196,1.1523370742797852,-0.26662907004356384,0.6861688494682312,1.2900279760360718,-0.639995813369751,0.3158719837665558,1.4620774984359741,-0.5131193995475769,0.6874006986618042,1.3517048358917236,-0.722941517829895,0.3083479702472687,1.5717347860336304,-0.5831924080848694,0.6642358899116516,1.3298035860061646,-0.7349256277084351,0.33236879110336304,1.5611379146575928,-0.6444127559661865,0.6582896709442139,1.3032281398773193,-0.6587349772453308,0.33903074264526367,1.5146942138671875,-0.5470174551010132
