x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22
0.5092453360557556,0.38238537311553955,-0.8583673238754272,0.5274221301078796,0.34338581562042236,-0.8211351037025452,0.5380844473838806,0.3452877998352051,-0.8212324976921082,0.5481333136558533,0.347206711769104,-0.8213111758232117,0.49069198966026306,0.3395577669143677,-0.8250079154968262,0.47755423188209534,0.3401174545288086,-0.8246782422065735,0.4654952883720398,0.3418823480606079,-0.8250225186347961,0.5640788078308105,0.3829892873764038,-0.5404349565505981,0.44381028413772583,0.38147151470184326,-0.5438106060028076,0.5309154391288757,0.44730839133262634,-0.7491179704666138,0.4876101613044739,0.4468116760253906,-0.7510748505592346,0.6474961042404175,0.6847149729728699,-0.34544527530670166,0.3474968373775482,0.6929236054420471,-0.34513014554977417,0.7266315817832947,1.117936134338379,-0.34017688035964966,0.30049169063568115,1.1521804332733154,-0.23227055370807648,0.701910674571991,1.3247648477554321,-0.6164474487304688,0.31091177463531494,1.4619629383087158,-0.48904773592948914,0.7112705707550049,1.4013793468475342,-0.7015983462333679,0.30000609159469604,1.5714259147644043,-0.5619339942932129,0.6856271028518677,1.3895951509475708,-0.7269993424415588,0.323391854763031,1.5634764432907104,-0.6319734454154968,0.6762623190879822,1.357179880142212,-0.640871524810791,0.33184629678726196,1.5173250436782837,-0.5272363424301147
