shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.28107564660877205,0.35207675599884036,0.34323283958503165,0.9731110536625817,-0.025952600914499024,-0.035682921824247926,0.5135953898633888,0.347654797791936,1.894703638055278,1.2368727137567885,39,2025-06-03T15:42:34.555728
