shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.24852181295962655,0.3345232583563823,0.36407407844550715,0.9466179821226789,-0.028981620073318504,-0.023003596067428578,0.343066503676996,0.3492986684009447,2.759284197019534,1.4055050711290673,5,2025-06-03T18:15:17.264042
