shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.2413203797070133,0.36444612446627855,0.31183904866753887,0.9101429398775434,-0.02522361562365577,-0.03889211586543495,0.2745575672906162,0.3381425865669087,3.314943925454318,1.4012185252544649,17,2025-06-02T12:41:55.567635
