shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.3138097292776772,0.3442302160848204,0.3435439746237258,1.000665582178979,-0.02012296517690021,-0.03698371516333687,0.4055166488567904,0.3438870953542731,2.4676313167412456,1.0958458685963228,37,2025-06-03T15:29:34.420748
