shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.29690658760141964,0.33748171314051634,0.33422799023745464,0.9655875829018539,-0.025602164268493655,-0.039516588449478196,0.5522033167290064,0.3358548516889855,1.748608807026988,1.1311801950984386,26,2025-06-03T14:47:51.846232
