shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.29695038335782276,0.3553267037028858,0.35217676229962885,0.9965954802946809,-0.02495842178662616,-0.03930199642976123,0.3912539093515316,0.35375173300125734,2.547183443985132,1.1912822910047887,24,2025-06-03T14:37:18.523502
