shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.2993674738043666,0.34915301383976083,0.3484032508546264,0.9910447057204604,-0.032021913263532875,-0.04128605127334595,0.46611985781850634,0.3487781323471936,2.1261585171647948,1.1650501903727735,27,2025-06-03T14:50:49.174384
