shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.30578661335141616,0.3596180533650412,0.361956739967427,1.026930874222913,-0.024642026424407992,-0.02502467334270475,0.4645757416173346,0.3607873966662341,2.210470289834426,1.1798665504418597,12,2025-06-02T06:21:45.722188
