shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.25103548166872397,0.32743354194482893,0.3573517054534536,0.93529919750268,-0.03408676645030145,-0.035078289716140076,0.35679665042467573,0.34239262369914125,2.6213788621318166,1.3639212330589014,6,2025-06-03T18:24:48.572710
