shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.2952288499014154,0.33698681323454094,0.35141585811952386,0.9770974085344363,-0.022442453785946503,-0.03828399432332896,0.6107879149405753,0.34420133567703237,1.5997327134894277,1.1658797430941121,25,2025-06-03T14:41:09.682439
