shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.30593679109759053,0.32264335090523094,0.32868983478030633,0.9523871742037718,-0.024050718859622344,-0.037348138658623964,0.4874367480339049,0.32566659284276867,1.953868226072947,1.0644897976290943,28,2025-06-03T15:00:10.447429
