shoulder_width,left_arm_length,right_arm_length,tpose_wrist_distance,left_eye_ear_y_diff,right_eye_ear_y_diff,neutral_wrist_distance,avg_arm_length,wrist_expansion_ratio,arm_shoulder_ratio,user_id,timestamp
0.2949563066964714,0.35165360383860095,0.36960746700986413,1.0147725314768579,-0.027450230386522056,-0.0404364930258857,0.5963035937115656,0.3606305354242325,1.7017716179783873,1.2226574826058696,19,2025-06-03T14:15:20.059606
