left_elbow_angle,right_elbow_angle,left_hand_alignment,right_hand_alignment,left_eye_ear_y_diff,right_eye_ear_y_diff
176.30484978600634,179.61415085850334,0.14623147249221802,0.20225709676742548,0.031129598617553655,0.03947633504867554
175.0866239045415,179.870889544001,0.16488631069660187,0.200326919555664,0.0313809216022492,0.038738578557968195
175.2075587605289,179.98382283953126,0.17529414594173431,0.20768241584301003,0.03175339102745056,0.038373380899429266
175.26990573021502,179.98846437480324,0.1826617121696472,0.212899848818779,0.030937701463699396,0.03636229038238531
175.1704959727352,179.7964237716224,0.18712612986564642,0.2139019072055817,0.030621677637100164,0.03559798002243042
174.80982774002962,179.24293673176834,0.186882272362709,0.2137302607297897,0.031065374612808228,0.035164654254913386
174.912556351373,178.52373353265114,0.1862746328115464,0.20750756561756137,0.03155297040939331,0.035033255815505926
174.94215501624168,178.0462766655442,0.1859315484762192,0.20753160119056707,0.03188320994377131,0.03485369682312012
174.9026419652029,177.66284632758135,0.1862230747938156,0.20827440917491907,0.03227725625038147,0.034815192222595215
174.6162904093641,177.3724962728299,0.18808309733867648,0.20874819159507751,0.03226682543754583,0.03452885150909418
174.48683370343122,177.6137666989223,0.18828761577606207,0.2091775238513946,0.033697992563247625,0.0346866250038147
174.4108501017341,178.41657747011178,0.1883613616228104,0.20905715227127084,0.033954530954360906,0.034466892480850164
174.63910678626087,178.16583940124215,0.18832024931907648,0.20819467306137088,0.03399431705474859,0.03440728783607483
174.82045950666006,177.76509329250788,0.1882232427597046,0.2082914113998413,0.03399515151977539,0.034329295158386175
175.20518408711644,177.4163516162368,0.1893622726202012,0.2084502279758453,0.03453978896141052,0.03415334224700928
175.42023208659418,177.539389338751,0.19066274166107172,0.2083526253700256,0.03507703542709356,0.034116506576538086
175.42867989630963,177.6609871368645,0.19115652143955228,0.20856152474880219,0.03511378169059759,0.03388941287994385
175.46662154796414,177.7453992943567,0.19202584028244019,0.2093325853347779,0.03473243117332464,0.03321290016174311
175.35380474415868,177.57004923276423,0.19226838648319242,0.2105608433485031,0.034545719623565674,0.03331121802330017
175.3273164321256,176.9912036492472,0.19372443854808802,0.2135375589132309,0.0335293710231781,0.03286197781562811
175.9649545319565,176.63286256270368,0.1924118399620057,0.2141198366880417,0.033423781394958496,0.0330277681350708
176.01666814042807,176.3872098316986,0.1937127560377121,0.2137466073036194,0.03327789902687078,0.03292509913444519
