left_elbow_angle,right_elbow_angle,left_hand_alignment,right_hand_alignment,left_eye_ear_y_diff,right_eye_ear_y_diff
179.94699085686526,175.54548515972365,0.07260471582412728,0.09545600414276117,0.04625946283340454,0.0474696159362793
179.29677016312573,175.18523495273416,0.07638917863368988,0.09564429521560669,0.046139717102050726,0.0464419424533844
179.08446529776717,174.64139687856138,0.07680855691432961,0.0953707098960877,0.0459239780902862,0.045912802219390814
179.52396867622477,174.66930812486407,0.07617434859275818,0.09398885071277618,0.045359015464782715,0.045503497123718206
179.66015987594693,174.43177951684487,0.0756805092096329,0.09309424459934229,0.04507911205291748,0.045174151659011896
179.961383835427,174.56766191432237,0.07514527440071109,0.09329190850257871,0.044856816530227606,0.04463592171669012
179.96372777555263,174.46013535573385,0.07505322992801661,0.09297576546669009,0.04471027851104742,0.04452607035636902
179.90628155026616,174.58268024669084,0.0753392875194549,0.09254968166351321,0.04451403021812439,0.044446110725402777
179.74159001242276,174.68138643903842,0.07582482695579529,0.09286566078662878,0.044096946716308594,0.04435321688652033
179.49501984342373,174.62568174951062,0.0758340805768967,0.09283186495304108,0.04408442974090582,0.04420873522758484
179.33631280352145,174.52889929858412,0.07593353092670438,0.09295322000980377,0.04397940635681152,0.044160038232803345
179.25522016847373,174.54541074091932,0.07598221302032476,0.09292376041412359,0.043925791978836004,0.04411983489990229
179.15978805843534,174.76859965989993,0.07596801221370703,0.09298652410507202,0.043845027685165405,0.0439825057983399
178.80479375799996,174.9862324365886,0.07572361826896667,0.09321743249893188,0.043779850006103516,0.04395252466201782
178.6021551624906,175.2615327141068,0.07546566426753998,0.09346811473369601,0.04374924302101141,0.04390591382980347
178.4532647324824,175.3865989899498,0.07580550014972681,0.09372799098491671,0.04331153631210327,0.0437050461769104
178.36644079588393,175.58711992549337,0.07608138024806982,0.09394584596157082,0.04342567920684809,0.04385501146316528
178.38194512367818,175.93402312230825,0.07607746124267578,0.09441025555133828,0.04350528120994562,0.04395645856857294
