left_elbow_angle,right_elbow_angle,left_hand_alignment,right_hand_alignment,left_eye_ear_y_diff,right_eye_ear_y_diff
172.4641790483545,171.60004942458667,0.04297289252281189,0.01073306798934942,0.03540843725204468,0.04064452648162842
172.6748316692955,171.82645788992883,0.04291772842407232,0.013390868902206421,0.0352757573127746,0.04054060578346247
172.76538933693845,172.38199932084288,0.04313752055168152,0.01443073153495783,0.035112619400024414,0.04043763875961309
172.85842736532345,172.76878610055297,0.04288080334663391,0.014646798372268732,0.035111457109451294,0.04042357206344599
173.01278515855614,173.09202499976627,0.042614996433258,0.014760375022888184,0.03508523106575018,0.04036816954612732
173.2191017202815,173.69803287700447,0.041922420263290405,0.015252381563186701,0.03500011563301092,0.040259152650833074
173.45561217495015,174.15074135350912,0.0409798920154571,0.0160990953445434,0.034958809614181574,0.040235280990600586
173.6511398426643,174.2433592538883,0.039692997932434027,0.016185969114303533,0.03496342897415167,0.04026862978935247
173.7731150591581,174.12017969333942,0.039146244525909424,0.0161513090133667,0.03498604893684387,0.0402580201625824
173.8308207768846,174.05320769800974,0.0391029417514801,0.01606535911560053,0.03499254584312439,0.040256619453430176
173.8358581683187,173.98401456778996,0.03900325298309332,0.015758335590362493,0.03500130772590632,0.040239185094833374
173.87955927627286,173.89472357642694,0.03898113965988159,0.0157318115234375,0.03502562642097473,0.0402365624904632
173.87551694844944,173.8458895744607,0.03907918930053711,0.015247434377670288,0.03503581881523138,0.040240317583084106
173.89964413743093,173.80435601889812,0.03896927833557129,0.014683544635772705,0.03531026840209961,0.04048073291778559
173.84635504602127,173.75209797663854,0.03902563452720642,0.014505505561828613,0.03541547060012812,0.040539056062698364
173.72035240500156,173.3995722822717,0.039184063673019354,0.01431882381439209,0.03545650839805603,0.04055711627006531
173.7147909649956,173.27238244312292,0.039139002561569214,0.014217913150787298,0.03560203313827509,0.040647625923156794
173.64537564946596,173.09019690779513,0.039207279682159424,0.014147818088531494,0.03570136427879339,0.04070943593978882
173.6295163066625,172.84985151267858,0.03926664590835577,0.013990491628646795,0.03584253787994385,0.040830075740814264
173.51481249428474,172.76167522220314,0.039516717195510864,0.013947814702987671,0.03595888614654541,0.0408718585968017
173.53742970823882,172.93427259798142,0.04035571217536932,0.013942033052444402,0.035984933376312256,0.0409584641456604
173.34237017393906,172.8218361190921,0.04125708341598511,0.013737797737121582,0.03600844740867609,0.04096761345863342
173.26327208535983,172.81429949546117,0.04178720712661749,0.013719677925109863,0.036023080348968506,0.04098743200302124
173.3191640050841,172.82450536311688,0.04178720712661743,0.013717591762542669,0.03603863716125488,0.04103237390518194
173.38179880104119,172.9575658688456,0.04179379343986517,0.013717204332351685,0.03604406118392944,0.0410397052764892
173.45044113825543,172.97707700728597,0.04189842939376831,0.013708412647247314,0.036056578159332275,0.041045099496841375
173.51304288201962,173.08238159187425,0.04191860556602478,0.013879776000976507,0.03610756993293762,0.041030764579773005
173.41226512893317,173.06216810901708,0.042415112257003784,0.013875633478164728,0.036115497350692805,0.041034996509552
173.12753710863942,173.022504169691,0.04385626316070551,0.014093160629272516,0.036155045032501276,0.041047126054763794
173.04323329587112,173.11324356244174,0.04464259743690491,0.014865249395370483,0.0361609160900116,0.04104596376419073
173.16538843622692,172.88115058198798,0.0449556410312652,0.015342563390731812,0.03608939051628113,0.04098284244537348
173.2932586212388,172.7770212086952,0.04521745443344111,0.015795141458511297,0.03595519065856939,0.04082661867141729
173.43428558970763,172.76462316316844,0.04545828700065613,0.01634949445724493,0.035786718130111694,0.040619611740112305
173.63754041303028,172.95857843664623,0.045702457427978516,0.016997665166854803,0.0357300341129303,0.040422648191452026
